participant_id,list,item_id,trial_order,stimulus,target_word,response,age,gender,education,first_language,nationality,country_of_birth,country_of_residence
YKSBRQ,2,940,9,Lawrence rubbed the back of,his,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1493,10,I mostly just pick a dry white and drink it to get,drunk.,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,154,11,Alice,is,2,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,518,12,He is after glory and heads for,his,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,705,13,All the,bowls,1,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,663,14,Edward washed his hands and flicked water at,Bob.,2,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,143,15,Theyre riding out to meet,them.,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1294,16,Now the man is coming who will give it,back,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,564,17,I was thinking of getting,the,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,280,18,The,dead,2,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,422,19,She saw the throwing knife in his,hand.,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,493,20,Dont die of cold before you,die,1,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,133,21,The bored looking soldier just,pointed.,1,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,889,22,He drove his truck,home,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1259,23,Tommy came out of the staff room,toilet,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,25,24,Michael,gave,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,578,25,Arthur placed the,bars,2,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,925,26,His helmet was lost but he could still do some,damage.,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,117,27,Jack walked up to,the,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,69,28,Harry,smiled,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1036,29,You,know,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1726,30,James was only in the cell for an hour but it felt like a,week.,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,860,31,"Anthony was approached, just as",he,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,210,32,Scott got up,and,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,12,33,He called over his,shoulder.,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,752,34,Jake smiled again at,his,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,753,35,Jake smiled again at his,baby,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,954,36,Lewis sat down and Lucy laid her hand on,his,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,33,37,Things,were,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,770,38,Brian sniffed and wiped his,grubby,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,494,39,Dont die of cold before you die,in,2,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1563,40,The shout caught him off guard and he fell back,a,1,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,461,41,There will be men,to,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1471,42,I flung,out,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,55,43,A tube,train,2,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1059,44,You shouldnt have been,racing,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1436,45,He smiled again,and,2,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,521,46,He just,wished,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,682,47,Underneath the table,her,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1548,48,One by one she placed her teeth,about,1,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1298,49,She threatened,to,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1201,50,In the morning at,breakfast,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1004,51,"The gate was double, one huge mass of wood",following,1,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,548,52,He smiled when she let,out,2,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,680,53,Underneath,the,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,856,54,Anthony,was,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1039,55,You know better than,to,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1239,56,James walked in to wake Samuel at four thirty,in,1,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,11,57,He called over,his,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,767,58,Brian sniffed,and,2,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,214,59,Simon,nodded,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,733,60,Ill break your,neck,2,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1083,61,All last week there was a white,van,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,962,62,Matthew stood against the wall with his,hands,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,896,63,He,held,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1326,64,The last thing Alex felt like doing after,work,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1168,65,"I am trying, old","man,",5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,471,66,They were definitely holding hands underneath the,table.,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,95,67,I am,touched,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,896,68,He,held,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,418,69,She saw the,throwing,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1325,70,The last thing Alex felt like doing,after,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,732,71,Ill break,your,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1265,72,Michael knew,they,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,49,73,A,horse,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1228,74,It is not the most fragrant of places but,we,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,385,75,Walter closed the door and,took,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,960,76,Matthew stood against the wall,with,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1255,77,Tommy came out,of,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1596,78,If I have time at,the,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,62,79,Five will be listening,for,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1149,80,He put his hands in his pockets,and,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,713,81,His,dark,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1476,82,I flung out my hands and they,said,2,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1317,83,The first knife caught in her skirt and she shook,it,1,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,283,84,The dead must not,kill,1,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,831,85,Joseph walked into,the,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1258,86,Tommy came out of the staff,room,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,537,87,He sighed,and,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,151,88,Weve been travelling,almost,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,194,89,Andrew nodded and stood against,the,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,400,90,Alec stood against the wall to,steady,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1050,91,You know that I will,do,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1390,92,Bruce is looking for someone,to,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1244,93,Let us give,battle,1,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,896,94,He,held,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,792,95,Let me through and youll hear nothing more of,it.,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,636,96,Dave kicked him in the,stomach,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1707,97,If this were a movie instead of a book,this,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,195,98,Andrew nodded and stood against the,counter.,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1674,99,He was already up,and,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,754,100,Jake smiled again at his baby,"daughter,",5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1521,101,Bob sat at the,entrance,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,826,102,Jamie took a cigarette and Andy gave,him,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,96,103,I am touched,deeply,2,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,-1,104,None,,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1426,105,He let Donald go and,he,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1222,106,It is not,the,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1003,107,"The gate was double, one huge mass of",wood,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,798,108,Men could be paid to do,all,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,370,109,I think our friends,demands,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,246,110,Tony stopped off,at,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1626,111,The police officer got out of the van and,picked,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1262,112,Tommy came out of the staff room toilet looking a,little,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1633,113,The speaker turned,to,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,983,114,She just kept telling herself he had to,learn,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,317,115,Albert spoke before Barbara had a chance,to.,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,633,116,Dave kicked,him,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,964,117,Matthew stood against the wall with his hands behind,his,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,691,118,Whether Peter heard him,or,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,706,119,All the bowls,from,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1549,120,One by one she placed her teeth about,their,1,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1510,121,Billy knocked on the door,and,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1647,122,They say he can,breathe,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1280,123,Alan told Jason he would just,sit,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,635,124,Dave kicked him in,the,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1569,125,He rose from his,seat,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1379,126,Emma put her mug of tea,down,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,952,127,Lewis sat down and Lucy laid her,hand,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,580,128,Arthur placed the bars of,chocolate,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,618,129,Charles felt sick,to,2,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,634,130,Dave kicked him,in,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,132,131,The bored looking soldier,just,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1419,132,He knocked on the door so hard that he almost,broke,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,226,133,Ted,smiled,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1288,134,Now the man,is,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1033,135,"While they sat drinking their tea, Mick dug",them,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,101,136,I dont want,to,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1456,137,Hes got the ability to work but he just gets bored,too,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,553,138,He was,leaning,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,592,139,Lets,get,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,225,140,Steve sat down to eat his,lunch.,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,810,141,Gilbert sat as still as he could nursing his,lip.,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,288,142,The prison guard,walked,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,176,143,He probably doesnt want people,to,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1575,144,He rose from his seat and stopped mid way when,Joe,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1077,145,All,last,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1248,146,Let us give battle to these foreign,snakes,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,510,147,He heaved his shoulders and swung the,axe,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,263,148,She had,refused,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,316,149,Albert spoke before Barbara had a,chance,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,781,150,Phil let him go and Charlie fell,to,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1501,151,Andy felt good when he got ready to,go,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,507,152,He heaved his shoulders,and,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1321,153,The last thing,Alex,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,175,154,He probably doesnt want,people,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1518,155,Bob,sat,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,271,156,She hid the boxes,and,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,775,157,Phil,let,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,955,158,Lewis sat down and Lucy laid her hand on his,cheek.,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1058,159,You shouldnt have,been,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,315,160,Albert spoke before Barbara had,a,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,466,161,They were,definitely,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1198,162,In,the,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1433,163,He let Donald go and he fell to the floor with a,thud.,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1700,164,If this,were,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,363,165,I do not spare,the,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1565,166,The shout caught him off guard and he fell back a little,way.,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1485,167,I mostly just pick,a,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1673,168,He was already,up,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1376,169,Emma put her,mug,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,872,170,Despite what Frank had told her Ellen,thanked,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,153,171,Weve been travelling almost three,days.,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1408,172,From the moment we leave this spot be very careful what,you,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,119,173,Ross,sat,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,71,174,Harry smiled at,his,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,784,175,Let,me,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,570,176,It is a,narrow,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,228,177,Ted smiled and,bit,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,791,178,Let me through and youll hear nothing more,of,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,387,179,Walter closed the door and took a,breath.,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,2,180,Anne lost,control,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,640,181,Dexter,opened,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1086,182,All last week there was a white van parked across,the,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,888,183,He drove his,truck,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,715,184,His dark hair,was,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,910,185,He went to the door,and,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1315,186,The first knife caught in her skirt and,she,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1055,187,You know that I will do whatever you ask of,me.,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1559,188,The shout caught him off guard,and,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,230,189,Ted smiled and bit his,bottom,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1593,190,If I,have,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,529,191,He lay,his,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,94,192,I,am,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1292,193,Now the man is coming who will,give,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,937,194,Lawrence rubbed,the,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,241,195,Tom stood up and,wiped,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1119,196,He drank too much at times and washed too little,at,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,392,197,William sat down and tucked,into,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1333,198,The truck was an,older,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,699,199,You give me a,lead,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,58,200,A tube train took his,legs.,1,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1513,201,Billy knocked on the door and waited till,he,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,30,202,Roger smiled,and,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1562,203,The shout caught him off guard and he fell,back,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1354,204,We should talk,about,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,356,205,He staggered into the,chair,3,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,18,206,Helen ran,to,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1555,207,The shout,caught,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,47,208,Youll demand nothing,of,4,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,1351,209,They stared at the black wall and now this offered no,comfort.,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,969,210,Run along home now,and,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,475,211,Claudia still teaches and,still,1,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,735,212,Ill break your neck if,you,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,31,213,Roger smiled and,sat,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,896,214,He,held,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
YKSBRQ,2,386,215,Walter closed the door and took,a,5,28.0,Female,Technical/community college,English,United Kingdom,United Kingdom,United Kingdom
CUWPDZ,2,1705,0,If this were a movie instead of,a,5,50.0,Male,Undergraduate degree (BA/BSc/other),English,United Kingdom,United Kingdom,United Kingdom
CUWPDZ,2,118,1,Jack walked up to the,door.,4,50.0,Male,Undergraduate degree (BA/BSc/other),English,United Kingdom,United Kingdom,United Kingdom
CUWPDZ,2,253,2,Normally they want to,cut,1,50.0,Male,Undergraduate degree (BA/BSc/other),English,United Kingdom,United Kingdom,United Kingdom
CUWPDZ,2,1495,3,Andy felt,good,2,50.0,Male,Undergraduate degree (BA/BSc/other),English,United Kingdom,United Kingdom,United Kingdom
CUWPDZ,2,204,4,Sam felt proud,when,4,50.0,Male,Undergraduate degree (BA/BSc/other),English,United Kingdom,United Kingdom,United Kingdom
CUWPDZ,2,609,5,Andrew closed,the,4,50.0,Male,Undergraduate degree (BA/BSc/other),English,United Kingdom,United Kingdom,United Kingdom
CUWPDZ,2,1162,6,He was built with muscle and liked to throw,his,3,50.0,Male,Undergraduate degree (BA/BSc/other),English,United Kingdom,United Kingdom,United Kingdom
