participant_id,list,item_id,trial_order,stimulus,target_word,response,age,gender,education,first_language,nationality,country_of_birth,country_of_residence
ZNZWAS,1,1407,117,From the moment we leave this spot be very careful,what,not,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1187,118,In,the,the,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1053,119,You know that I will do whatever you,ask,want,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1544,120,One by one,she,they,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,796,121,Men could be paid,to,for,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,279,122,The bored looking soldier continued looking,bored.,across,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1330,123,The,truck,fox,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1460,124,I cant see,any,you,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,504,125,He,heaved,leaped,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1131,126,He folded his arms across his chest and put out his,lip.,chin,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1595,127,If I have time,at,i,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1066,128,A,smile,cat,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,463,129,There will be men to kill,either,this,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1203,130,In the morning at breakfast Mike,smiled,likes,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1061,131,You shouldnt have been racing my,truck,car,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,871,132,Despite what Frank had told her,Ellen,she,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,490,133,Dont die of,cold,shock,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,846,134,She would soon be found if she tried to,hide.,escape,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,819,135,Jacques sighed and tried to move out of the,way.,way,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1592,136,If,I,it,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1527,137,Bob sat at the entrance to the warehouse and made,up,a,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,155,138,Alice is,looking,younger,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1515,139,Billy knocked on the door and waited till he was,told,let,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,692,140,Whether Peter heard him or,not,not,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,734,141,Ill break your neck,if,slowly,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1331,142,The truck,was,sped,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1574,143,He rose from his seat and stopped mid way,when,up,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,437,144,Tell,me,me,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,824,145,Jamie took a cigarette and,Andy,his,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,684,146,Underneath the table her hand,was,gripped,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1089,147,Finally Maria,sat,had,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,742,148,Ian gave Geoffrey,a,a,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,57,149,A tube train took,his,them,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1130,150,He folded his arms across his chest and put out,his,a,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,970,151,Run along home now and,bring,tell,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,551,152,He smiled when she let out a big,yawn.,laugh,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,566,153,I was thinking of getting the band,together,back,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1697,154,I know Richard drinks a little too much and has a bit of,a,trouble,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,698,155,You give me,a,this,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,504,156,He,heaved,planted,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1155,157,He was,built,never,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,39,158,This mans hair,is,stood,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,352,159,He slammed the knife down on the,lamb.,worktop,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1389,160,Bruce is looking for,someone,his,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1045,161,You know better than to talk to your mother like,that.,that,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,333,162,He called,out,her,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1537,163,Brian sat down at an empty table and,began,ordered,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1525,164,Bob sat at the entrance to the warehouse,and,door,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,505,165,He heaved,his,dryly,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,36,166,Things were looking up,again.,for,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1531,167,Brian sat,down,across,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1545,168,One by one she,placed,shut,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,542,169,He sighed and walked back to the,wood,office,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,763,170,Jimmy liked the fact they were,calling,alone,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,820,171,Jamie,took,spoke,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,622,172,Charles felt sick to the pit of,his,his,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,358,173,He staggered into the chair at,his,the,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,903,174,He held his mother tight and she cried,into,uncontrollably,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1641,175,The speaker turned to her with a smile and a bow,of,and,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,64,176,Gordon,felt,gazed,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,376,177,Let us leave,these,here,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,672,178,They,turned,chased,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,504,179,He,heaved,gladly,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1140,180,He had another shock when they told him he,was,wasnt,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,586,181,John gave Bernard,a,cash,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,77,182,He needed putting in,his,his,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,91,183,Hes broken his,wrists,femur,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1347,184,They stared at the black wall and,now,began,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,380,185,Let us leave these poor people in,peace.,peace,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1576,186,He rose from his seat and stopped mid way when Joe,glared,punched,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1043,187,You know better than to talk to your,mother,mother,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1229,188,It is not the most fragrant of places but we,make,have,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1619,189,The police,officer,siren,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,930,190,Ken just hoped he wasnt,taking,too,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1542,191,One,by,by,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,199,192,Looks like a walk,did,worth,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,610,193,Andrew closed the,office,case,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,504,194,He,heaved,suddenly,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1249,195,Let us give battle to these foreign snakes,once,and,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,835,196,Joseph walked into the office and removed,his,his,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1173,197,"I am trying, old man, but I would rather",kill,not,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,174,198,He probably doesnt,want,remember,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,837,199,Joseph walked into the office and removed his flat,cap.,cap,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1153,200,He put his hands in his pockets and leaned against the,truck.,wall,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,391,201,William sat down and,tucked,waited,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1606,202,Henry washed,his,the,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1424,203,He let Donald,go,passed,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,125,204,She couldnt,help,face,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1709,205,If this were a movie instead of a book this would,be,suck,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1443,206,He smiled again and felt like a man and not,just,the,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1318,207,The first knife caught in her skirt and she shook it,free.,loose,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,687,208,Underneath the table her hand was gripping the,chair.,leg,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,620,209,Charles felt sick to the,pit,stomach,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,211,210,Scott got up and,washed,started,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1448,211,Hes got the,ability,file,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,814,212,Jacques sighed and tried,to,not,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,382,213,Walter closed,the,the,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,1368,214,Why dont you tell me what,happened,you,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
ZNZWAS,1,924,215,His helmet was lost but he could still do,some,it,38.0,Male,Undergraduate degree (BA/BSc/other),,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,577,0,Arthur placed,the,his,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1093,1,Finally Maria sat down with a,cup,thud,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1440,2,He smiled again and felt like a,man,lunatic,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,988,3,She wound up,talking,her,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,500,4,"Good God, if you are","watching,",a,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1334,5,The truck was an older,version,model,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1378,6,Emma put her mug of,tea,tea,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,646,7,Dexter opened his letter and found a,photograph,note,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1202,8,In the morning at breakfast,Mike,jim,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1155,9,He was,built,very,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,270,10,She hid the,boxes,item,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,464,11,There will be men to kill either,way.,of,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1516,12,Billy knocked on the door and waited till he was told,to,to,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1557,13,The shout caught him,off,off,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,103,14,I dont want to hear,it.,it,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,3,15,Anne lost control,and,of,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1115,16,He drank too much at times,and,and,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,198,17,Looks like a,walk,storm,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1550,18,One by one she placed her teeth about their,necks,necks,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,29,19,Roger,smiled,asked,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,298,20,Youre,getting,a,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,138,21,The campaign will pay for,itself.,it,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,899,22,He held his mother,tight,close,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,491,23,Dont die of cold,before,please,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1393,24,Bruce is looking for someone to take the,spare,lead,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1181,25,I shall have a victory and,I,a,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,616,26,Charles,felt,sat,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1586,27,He sat his son up on the table,and,and,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,540,28,He sighed and walked back,to,to,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,904,29,He held his mother tight and she cried into,his,his,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1112,30,He drank too,much,much,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1670,31,He came back to his senses when he heard his dad stand up to,him.,greet,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,100,32,I dont,want,want,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,513,33,He is,after,a,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,399,34,Alec stood against the wall,to,and,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1627,35,The police officer got out of the van and picked,up,up,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1207,36,In the morning at breakfast Mike smiled at the letter,he,and,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,782,37,Phil let him go and Charlie fell to,the,the,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1352,38,We,should,should,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,68,39,Gordon felt his anger build,up.,and,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,206,40,Sam felt proud when he,went,looked,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1235,41,James walked in to wake,Samuel,and,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1625,42,The police officer got out of the van,and,and,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1594,43,If I have,time,any,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,849,44,The brothers stood,up,and,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,675,45,They turned round just,as,in,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,504,46,He,heaved,is,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,538,47,He sighed and,walked,sat,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,123,48,Ross sat back down and,shivered.,waited,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,504,49,He,heaved,is,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1511,50,Billy knocked on the door and,waited,said,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1126,51,He folded his arms across his,chest,chest,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1445,52,He smiled again and felt like a man and not just the,kid.,kind,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,394,53,William sat down and tucked into his,breakfast.,table,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1458,54,I,cant,want,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,87,55,He uses his belt,on,to,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1296,56,Now the man is coming who will give it back to,me.,the,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1300,57,She threatened to leave,before,him,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1272,58,Michael knew they never hit him and that was,half,that,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1601,59,If I have time at the end Ill fill you,in,in,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1506,60,Billy,knocked,is,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1403,61,From the moment we leave this,spot,room,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1111,62,He drank,too,like,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,504,63,He,heaved,is,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,990,64,She wound up talking to,Barry,kevin,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,185,65,Ill give,him,you,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,366,66,I do not spare the birds a,killing.,second,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,909,67,He went to the,door,zoo,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,240,68,Tom stood up,and,and,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,967,69,Run along,home,now,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,343,70,He sat down and began,to,to,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1588,71,He sat his son up on the table and laid,his,his,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1107,72,He didnt seem to mind that she was screaming,in,really,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,504,73,He,heaved,is,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1017,74,We shall,arrive,see,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1060,75,You shouldnt have been racing,my,your,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,208,76,Scott,got,is,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1630,77,The police officer got out of the van and picked up the two,cans.,criminals,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1604,78,If I have time at the end Ill fill you in on what,happened.,happened,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,506,79,He heaved his,shoulders,large,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,852,80,The brothers stood up and came,down,towards,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,629,81,Christopher groaned and lay his hands,across,on,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1306,82,She threatened to leave before and this time she just,had,did,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1614,83,Henry washed his hands and sat on the seat in,front,the,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1348,84,They stared at the black wall and now,this,they,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1613,85,Henry washed his hands and sat on the seat,in,with,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1635,86,The speaker turned to her,with,and,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,549,87,He smiled when she let out,a,a,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
RNGQCL,1,1283,88,Alan told Jason he would just sit outside to,have,see,29.0,Female,Doctorate degree (PhD/other),English,United Kingdom,United Kingdom,United Kingdom
