participant_id,trial_id,stimulus,best,worst,rt
33000146,4,pet - puppy; sub - needle; desk - white; raspberry - strawberry,raspberry - strawberry,sub - needle,10898
33000146,5,post - tulip; coast - sketch; bivalve - combine; arch - bridge,arch - bridge,coast - sketch,13518
33000146,6,sepulchre - windscreen; launch - rocket; sauce - body; arthritic - byway,launch - rocket,sauce - body,39919
33000146,7,cheetah - phone; dog - terrier; cheerleader - rock; chicken - salad,dog - terrier,cheetah - phone,8413
33000146,8,hold - nest; hummingbird - pelican; school - brick; fish - theatre,hummingbird - pelican,fish - theatre,8091
33000146,9,sands - biographer; window - owl; kiss - lip; lighting - man,kiss - lip,sands - biographer,7788
33000146,10,bank - lock; guinea - broth; amphibian - frog; kettle - stove,amphibian - frog,guinea - broth,9310
33000146,11,trilobite - bartender; outfit - skirt; tramway - shoveler; chicken - meat,chicken - meat,trilobite - bartender,11744
33000146,12,shellfish - kirk; restaurant - violet; spatula - student; houseboat - weevil,restaurant - violet,houseboat - weevil,12926
33000146,13,pillow - blanket; blade - knife; bathroom - bed; restaurant - sushi,blade - knife,restaurant - sushi,11657
33000146,14,aphid - villa; circle - sport; needle - thread; pants - wear,needle - thread,circle - sport,22532
33000146,15,skate - skating; mimosa - assembly; pantry - oregano; ceiling - window,skate - skating,mimosa - assembly,11451
33000146,16,button - doll; streetlight - baguette; vestment - hill; sock - shoe,sock - shoe,streetlight - baguette,12344
33000146,17,breakfast - kitchen; sleeve - short; apple - cherry; bedroom - feline,apple - cherry,bedroom - feline,14798
33000146,18,lantern - oak; danish - chalet; vireo - gulch; butterfly - insect,butterfly - insect,danish - chalet,8704
33000146,19,gun - axe; willow - rainbow; submarine - football; nail - screw,nail - screw,willow - rainbow,14022
33000146,20,bars - riesling; gull - mammal; hammock - swing; towel - wigeon,hammock - swing,towel - wigeon,14048
33000146,21,claw - cat; apartment - bedroom; lover - fighter; steep - escape,apartment - bedroom,lover - fighter,9082
33000146,22,ravine - pap; agua - tetra; antique - furniture; chapel - porch,antique - furniture,chapel - porch,8817
33000146,23,chips - movement; pink - violet; field - yellow; garden - ladle,pink - violet,chips - movement,8395
33000146,24,dreadnought - fossa; noose - monolingual; web - floor; apple - fruit,apple - fruit,dreadnought - fossa,8110
33000146,25,goat - billy; trimmer - leopard; shock - electric; dragonfly - insect,goat - billy,trimmer - leopard,8957
33000146,26,midfield - humpback; dog - poodle; animal - clown; clothes - sock,dog - poodle,midfield - humpback,5655
33000146,27,porch - room; building - roof; empire - china; furniture - room,building - roof,furniture - room,22552
33000146,28,koala - drill; bantam - slot; dunlin - director; costume - clothes,costume - clothes,bantam - slot,14668
33000146,29,bus - taxi; stew - salt; oak - rose; paper - tattoo,bus - taxi,paper - tattoo,9592
33000146,30,skin - television; husk - elephant; garlic - onion; amphibian - pelican,garlic - onion,skin - television,7080
33000146,31,hand - palm; stapler - staple; camera - clay; featherweight - artemisia,hand - palm,camera - clay,10775
33000146,32,hand - finger; berry - twig; relish - ketchup; plush - tiger,hand - finger,berry - twig,13907
33000146,33,ring - pizza; tiger - leopard; butterfly - blood; bear - toddler,tiger - leopard,ring - pizza,9949
33000146,34,winner - jacket; dip - chip; loft - bed; mayoress - coon,loft - bed,mayoress - coon,15356
33000146,35,gps - ascetic; compulsive - thruster; porch - pug; cafe - child,compulsive - thruster,porch - pug,8555
33000146,36,food - gull; dropper - mantle; fishing - rainbow; black - pencil,fishing - rainbow,dropper - mantle,17038
33000146,37,nail - doe; carrot - salad; stopper - lid; pepper - sunflower,stopper - lid,nail - doe,9522
33000146,38,general - hospital; mallard - stork; antique - face; luggage - plane,general - hospital,antique - face,13552
33000146,39,cherry - grape; catchment - brunch; dad - waiter; breakfast - people,cherry - grape,catchment - brunch,10427
33000146,40,latch - motorcycle; bucket - water; cloud - kitten; bracelet - mountain,bucket - water,bracelet - mountain,7215
33000146,41,dandelion - stand; sugar - coffee; shore - motel; scuba - sweetener,sugar - coffee,shore - motel,19521
33000146,42,berry - sweet; headland - ladybird; lighting - panda; ball - bat,berry - sweet,lighting - panda,10988
33000146,43,baker - pretzel; tulip - grass; knife - sword; couch - bathtub,knife - sword,baker - pretzel,15246
33000146,44,file - frame; logger - huck; blue - poster; japan - china,blue - poster,logger - huck,18338
33000146,45,sander - oca; hatch - door; beard - arrow; lobe - style,hatch - door,beard - arrow,5842
33000146,46,mammal - nest; bath - wash; saddle - ride; seaplane - shrew,bath - wash,seaplane - shrew,8749
33000146,47,junk - yard; jean - wash; coffee - lunch; blue - green,blue - green,junk - yard,10476
33000146,48,pants - blanket; airplane - storch; wife - mother; sandwich - dale,wife - mother,airplane - storch,9137
33000146,49,rock - track; sailor - chocolate; gate - hotel; sauce - apple,sauce - apple,sailor - chocolate,7562
33000146,50,gull - hummingbird; life - dish; inhaler - volcano; host - hostess,host - hostess,life - dish,8613
33000146,51,rod - reel; stob - weekender; architecture - yellow; surgery - hall,rod - reel,stob - weekender,14136
33000146,52,hummingbird - mallard; bread - potato; wattle - bob; poster - envelope,poster - envelope,bread - potato,16869
33000146,53,chairlift - pastry; specialist - longhorn; car - tongue; iva - train,specialist - longhorn,chairlift - pastry,11854
33000146,54,compass - stopwatch; walnut - pear; pencil - hammer; oak - ocean,compass - stopwatch,oak - ocean,5538
33000146,55,authority - print; green - violet; negative - mirror; aspen - shrimp,negative - mirror,aspen - shrimp,18880
33112505,1,hatch - door; merino - luger; bed - floor; bath - room,bed - floor,merino - luger,27656
33112505,2,nail - polish; spread - grasp; husk - elephant; potty - willow,husk - elephant,potty - willow,18441
33112505,3,compass - stopwatch; walnut - pear; pencil - hammer; oak - ocean,compass - stopwatch,oak - ocean,13953
33112505,4,blue - sky; crankshaft - mufti; paint - sculpture; hip - bone,blue - sky,paint - sculpture,20454
33112505,5,bustard - traitor; floor - porch; marble - wall; draw - wing,marble - wall,draw - wing,17587
33112505,6,string - tie; downtown - street; vestment - hill; bat - gander,string - tie,bat - gander,9170
33112505,7,collar - skirt; action - dress; bow - church; hand - necklace,collar - skirt,action - dress,14006
33112505,8,nag - oven; formal - dress; bird - owl; city - round,bird - owl,city - round,19956
33112505,9,pen - pencil; scotch - tape; airplane - market; rigger - bear,pen - pencil,airplane - market,12393
33112505,10,lupin - visor; fishing - shore; ditch - hole; bike - hummingbird,fishing - shore,lupin - visor,27915
33112505,11,brick - roof; mushroom - salad; custard - race; cassette - dale,brick - roof,custard - race,13378
33112505,12,goose - wolf; lakeside - yarrow; adit - arab; parlour - woodcock,goose - wolf,parlour - woodcock,13833
33112505,13,city - mill; beat - pound; wattle - bob; iron - steel,iron - steel,wattle - bob,8800
33112505,14,berry - cherry; impala - salad; bus - crane; gun - jaguar,berry - cherry,impala - salad,4573
33112505,15,streetlight - baguette; bar - sushi; hawk - nest; sky - sun,streetlight - baguette,sky - sun,21133
33112505,16,lamb - sheep; microfilm - corral; manager - japanese; image - mirror,lamb - sheep,microfilm - corral,13761
33112505,17,baseball - club; sack - clam; concert - musician; artichoke - relay,baseball - club,artichoke - relay,21703
33112505,18,pants - blanket; airplane - storch; wife - mother; sandwich - dale,wife - mother,airplane - storch,15381
33112505,19,grouse - extrovert; plush - tiger; gravy - boat; child - kid,child - kid,grouse - extrovert,54153
33112505,20,cliff - harbour; marble - statue; tonic - gin; noose - monolingual,tonic - gin,noose - monolingual,8748
33112505,21,hammerhead - tatar; trombone - head; mug - vehicle; ravine - pap,trombone - head,ravine - pap,30167
33112505,22,shore - water; captive - candy; outboard - tit; sketch - draw,shore - water,outboard - tit,53172
33112505,23,cooler - bitch; japan - china; disguise - bush; foot - hut,japan - china,cooler - bitch,15766
33112505,24,monkey - oak; pan - strap; eraser - pen; car - garage,eraser - pen,monkey - oak,26644
33112505,25,thumb - onion; dairy - belt; macaw - arranger; patient - nurse,patient - nurse,macaw - arranger,15649
33112505,26,hand - palm; squirrel - bren; shop - store; outfit - sock,shop - store,squirrel - bren,33964
33112505,27,charcoal - star; human - shirt; daisy - petal; hemlock - airship,daisy - petal,hemlock - airship,63781
33112505,28,ring - pizza; tiger - leopard; butterfly - blood; bear - toddler,tiger - leopard,butterfly - blood,70798
33112505,29,bath - towel; black - pink; shade - jaguar; owl - rocket,bath - towel,shade - jaguar,7406
33112505,30,stein - combine; snake - taxi; black - yellow; friend - lady,friend - lady,snake - taxi,4919
33112505,31,twig - crack; mammal - pelican; yacht - chameleon; fish - rocket,mammal - pelican,yacht - chameleon,6279
33112505,32,dandelion - grass; colt - gun; tangerine - orange; fire - sand,tangerine - orange,colt - gun,6262
33112505,33,grey - yellow; shirt - skirt; pepper - sunflower; bottom - floor,bottom - floor,pepper - sunflower,8064
33112505,34,downtown - shore; can - coke; mask - face; ale - wheelbarrow,can - coke,ale - wheelbarrow,59143
33112505,35,pike - peak; crypt - fall; restaurant - man; lackey - footman,lackey - footman,restaurant - man,7720
33112505,36,broiler - rifleman; bucket - duck; feline - nut; plant - bush,plant - bush,bucket - duck,6037
33112505,37,groundsheet - quail; inhaler - volcano; ring - bell; bikini - swimsuit,bikini - swimsuit,inhaler - volcano,4029
33112505,38,ocean - water; mule - pull; complex - mouth; sailor - chocolate,ocean - water,complex - mouth,5631
33112505,39,child - school; hockey - sign; apartment - bathroom; nail - wolf,apartment - bathroom,nail - wolf,8849
33112505,40,gun - axe; willow - rainbow; submarine - football; nail - screw,nail - screw,submarine - football,6888
33112505,41,greenhouse - chino; gavel - spaghetti; marshall - stocker; puppy - terrier,puppy - terrier,gavel - spaghetti,4764
33112505,42,garden - house; black - skirt; pantry - lisle; sepulchre - windscreen,black - skirt,sepulchre - windscreen,10156
33112505,43,airplane - camera; skirt - wig; oxford - constable; harmonica - artemisia,skirt - wig,airplane - camera,13438
33112505,44,coffee - sun; gal - girl; china - dish; combine - mosaic,gal - girl,coffee - sun,8264
33112505,45,baker - pretzel; tulip - grass; knife - sword; couch - bathtub,tulip - grass,couch - bathtub,71014
33112505,46,ledge - cliff; cow - milk; city - ruin; welt - goose,ledge - cliff,welt - goose,5341
33112505,47,mcintosh - dormer; octopus - arms; mailbox - major; child - baby,child - baby,mailbox - major,3387
33112505,48,hound - blood; stonechat - geyser; hoe - garden; token - cuddy,stonechat - geyser,hoe - garden,7592
33112505,49,garbage - jean; bathroom - garden; sanderling - dubliner; troopship - ancient,bathroom - garden,sanderling - dubliner,6437
33112505,50,barrel - meat; concrete - pin; cross - post; daffodil - purple,concrete - pin,cross - post,5759
33112505,51,fence - friend; hummingbird - pelican; shoe - lace; fin - dolphin,hummingbird - pelican,fence - friend,6431
33112505,52,hotel - house; throne - king; chocolate - wig; carrot - elephant,hotel - house,carrot - elephant,6151
33112505,53,pumpkin - road; shed - contact; shovel - magazine; spatula - student,spatula - student,pumpkin - road,9813
33112505,54,square - bomb; monarch - butterfly; sour - lady; baseball - hockey,monarch - butterfly,baseball - hockey,2552
33112505,55,antique - face; coffee - room; clown - jellyfish; ice - skating,coffee - room,clown - jellyfish,4878
33130094,1,weald - beanie; pintail - elevation; broccoli - grouse; arch - roof,arch - roof,broccoli - grouse,64172
33130094,2,brush - male; derelict - tutu; step - swimsuit; clothes - world,brush - male,clothes - world,46787
33130094,3,pet - puppy; house - poster; champion - boxer; salad - magpie,pet - puppy,salad - magpie,25500
33130094,4,rock - track; standby - buff; oak - rose; shade - sun,oak - rose,shade - sun,31900
33130094,5,hornet - drive; record - sandbank; slacks - pants; hut - straw,slacks - pants,hornet - drive,17189
33130094,6,brick - ceiling; sow - pig; seed - sunflower; cabbage - vegetable,sow - pig,seed - sunflower,22013
33130094,7,pants - blanket; airplane - storch; wife - mother; sandwich - dale,wife - mother,sandwich - dale,19492
33130094,8,formica - humpback; lobe - trailer; newspaper - have; ceiling - kitchen,ceiling - kitchen,formica - humpback,62316
33130094,9,cherry - strawberry; beach - sand; baseball - cheetah; people - place,cherry - strawberry,baseball - cheetah,16829
33130094,10,berry - dessert; bed - kitchen; bailiff - nominee; building - sandwich,bailiff - nominee,berry - dessert,24700
33130094,11,cattle - seller; insect - ant; bulldozer - valerian; car - pig,insect - ant,bulldozer - valerian,20733
33130094,12,merino - luger; heel - toe; palace - guard; gully - ditch,gully - ditch,palace - guard,24341
33130094,13,crow - gull; garage - kitchen; bucket - insect; hull - heart,crow - gull,hull - heart,20524
33130094,14,lounge - hotel; feline - pet; duck - outfit; case - court,feline - pet,case - court,169074
33130094,15,gps - ascetic; oregano - nut; halibut - calypso; scoop - shovel,scoop - shovel,gps - ascetic,14797
33130094,16,aerial - clown; bay - harbour; male - man; dandelion - stand,male - man,aerial - clown,19420
33130094,17,port - sweet; palm - twig; fanatic - commissioner; toast - destroyer,fanatic - commissioner,port - sweet,22676
33130094,18,hare - turtle; sociologist - nondescript; lion - square; catch - ball,hare - turtle,sociologist - nondescript,25788
33130094,19,gerbil - residence; comet - trunk; hemlock - airship; bay - beach,bay - beach,gerbil - residence,22294
33130094,20,mint - jelly; valley - keypad; hummingbird - insect; sweater - jacket,sweater - jacket,valley - keypad,14334
33130094,21,machine - washer; lemming - stump; amphibian - flamingo; sculpture - float,amphibian - flamingo,machine - washer,27860
33130094,22,mallard - gearbox; food - meat; hazard - sour; amphibian - bird,food - meat,hazard - sour,18790
33130094,23,gauntlet - satin; ditch - hole; chicane - kea; office - rocket,ditch - hole,gauntlet - satin,26542
33130094,24,caravan - shrew; bill - arroyo; poncho - batik; cinnamon - toast,cinnamon - toast,bill - arroyo,70539
33130094,25,compass - stopwatch; walnut - pear; pencil - hammer; oak - ocean,compass - stopwatch,oak - ocean,14981
33130094,26,circle - snake; subcontractor - equal; playground - slide; forefather - tit,circle - snake,subcontractor - equal,40076
33130094,27,hen - gat; footwear - bryophyte; shoulder - arm; plum - pudding,plum - pudding,footwear - bryophyte,58756
33130094,28,safe - driver; wheatear - banjo; aircraft - wing; riding - gravel,aircraft - wing,riding - gravel,29396
33130094,29,baker - pretzel; tulip - grass; knife - sword; couch - bathtub,knife - sword,baker - pretzel,14277
33130094,30,foundation - base; scree - stein; nave - calypso; key - motor,foundation - base,nave - calypso,73411
33130094,31,jar - ounce; musician - rock; carburettor - watchtower; coffee - dinner,carburettor - watchtower,jar - ounce,57028
33130094,32,ring - pizza; tiger - leopard; butterfly - blood; bear - toddler,tiger - leopard,butterfly - blood,15173
33130094,33,niece - nephew; adder - polo; cap - dish; hummingbird - nest,niece - nephew,hummingbird - nest,20189
33130094,34,rum - coke; arcade - stoat; volcano - middleman; shade - whale,rum - coke,shade - whale,19037
33130094,35,park - skate; mara - garbage; catchment - inlay; marble - sunglasses,catchment - inlay,marble - sunglasses,63315
33130094,36,stew - salt; talker - hypnotist; manatee - mezzanine; trimmer - leopard,talker - hypnotist,manatee - mezzanine,21012
33130094,37,playwright - greenshank; float - sink; dog - husky; fishing - reel,dog - husky,fishing - reel,17557
33130094,38,skyscraper - tower; celery - stay; corrie - sarcophagus; anode - ash,skyscraper - tower,anode - ash,49388
33130094,39,printer - fishing; contractor - help; fabric - wool; door - room,fabric - wool,contractor - help,20492
33130094,40,butterfly - caterpillar; crystal - spiral; clown - unknown; salad - soup,butterfly - caterpillar,clown - unknown,23828
33130094,41,camper - offender; essence - knife; burger - dessert; shade - tree,camper - offender,essence - knife,14853
33130094,42,architecture - yellow; berg - garbage; match - stadium; theatre - wolf,berg - garbage,architecture - yellow,34052
33130094,43,cucumber - tea; car - motor; wasp - watch; clarinet - flute,clarinet - flute,wasp - watch,36604
33130094,44,orange - strawberry; creature - grey; game - flower; midfield - badger,orange - strawberry,game - flower,20837
33130094,45,game - mangrove; swing - park; parrot - reptile; chapel - porch,chapel - porch,game - mangrove,51844
33130094,46,shop - store; inn - jellyfish; bluff - cliff; bighorn - sander,shop - store,inn - jellyfish,21397
33130094,47,powder - face; roach - motel; post - tulip; magnet - system,post - tulip,magnet - system,29628
33130094,48,cream - line; button - doll; fungus - duck; kali - bedsit,button - doll,kali - bedsit,50636
33130094,49,tunnel - sedan; reptile - snake; cocktail - dinner; doll - house,reptile - snake,doll - house,24621
33130094,50,food - gull; tangerine - orange; step - wind; iron - steel,tangerine - orange,step - wind,14028
33130094,51,gun - axe; willow - rainbow; submarine - football; nail - screw,nail - screw,willow - rainbow,22052
33130094,52,mammal - yellow; baseball - club; beef - downtown; dunlin - director,baseball - club,beef - downtown,31244
33130094,53,door - porch; life - dish; vestment - hill; pizza - snowflake,door - porch,life - dish,27260
33130094,54,barbecue - personality; guy - stop; vanilla - fudge; craft - soup,vanilla - fudge,barbecue - personality,20196
33130094,55,tiger - metronome; apartment - child; rod - novice; key - web,key - web,tiger - metronome,26724
33264034,1,fabric - wool; bulldozer - valerian; blood - vein; custard - pudding,custard - pudding,bulldozer - valerian,18821
33264034,2,iron - steel; coast - hill; temple - church; potato - sweet,iron - steel,potato - sweet,29318
33264034,3,marble - wall; metropolitan - cuttlefish; primate - bear; canine - husky,canine - husky,metropolitan - cuttlefish,19298
33264034,4,compass - stopwatch; walnut - pear; pencil - hammer; oak - ocean,compass - stopwatch,oak - ocean,10510
33264034,5,gun - axe; willow - rainbow; submarine - football; nail - screw,nail - screw,willow - rainbow,13532
33264034,6,biochemist - scrutineer; hail - power; corral - stein; factory - worker,biochemist - scrutineer,hail - power,18552
33264034,7,cemetery - memorial; lobe - trailer; theatre - wolf; piste - comedian,cemetery - memorial,piste - comedian,23277
33264034,8,harlequin - porpoise; woodcock - basketball; wagon - toy; niacin - chimpanzee,wagon - toy,niacin - chimpanzee,21803
33264034,9,church - soldier; sweet - wine; inn - gar; daisy - plant,daisy - plant,church - soldier,23576
33264034,10,dog - terrier; key - web; friend - stop; pizza - restaurant,dog - terrier,friend - stop,20812
33264034,11,can - mill; sweet - vine; sidewinder - limousine; angelica - breaker,can - mill,angelica - breaker,31432
33264034,12,potty - willow; dessert - sweet; pants - wear; cherry - lamb,dessert - sweet,cherry - lamb,18814
33264034,13,jaguar - pier; saddle - ride; ceramic - ocean; mountain - top,mountain - top,jaguar - pier,22201
33264034,14,towel - wigeon; sack - clam; lapwing - telly; gully - ditch,gully - ditch,lapwing - telly,18715
33264034,15,book - oyster; ocean - print; margate - durham; child - baby,child - baby,ocean - print,18244
33264034,16,safe - airbus; bus - taxi; animal - giraffe; story - falcon,bus - taxi,story - falcon,19670
33264034,17,brick - porch; vestment - hill; apartment - bathroom; dress - outfit,dress - outfit,vestment - hill,14770
33264034,18,rainbow - whale; stein - panda; mug - vehicle; animal - clown,animal - clown,rainbow - whale,27041
33264034,19,pants - blanket; airplane - storch; wife - mother; sandwich - dale,wife - mother,sandwich - dale,12487
33264034,20,typist - secretary; cafe - draw; telegraph - glacier; downtown - skyscraper,typist - secretary,cafe - draw,23348
33264034,21,fall - shovel; guard - security; tortoise - syrup; square - geyser,guard - security,tortoise - syrup,16875
33264034,22,arch - concrete; teacher - bracken; greenhouse - chino; lamb - snow,lamb - snow,teacher - bracken,22697
33264034,23,dermatologist - valerian; fly - keyboard; coast - actor; cocktail - restaurant,cocktail - restaurant,dermatologist - valerian,23841
33264034,24,bird - nest; architecture - table; cobra - maze; flamingo - mammal,flamingo - mammal,cobra - maze,29460
33264034,25,baker - pretzel; tulip - grass; knife - sword; couch - bathtub,knife - sword,baker - pretzel,14036
33264034,26,monkey - oak; lid - cover; restaurant - man; berg - garbage,lid - cover,restaurant - man,19732
33264034,27,office - woman; rough - fork; outbuilding - handyman; rail - train,rail - train,outbuilding - handyman,20081
33264034,28,coleslaw - cabbage; host - hostess; examiner - declarer; skirt - seabed,host - hostess,skirt - seabed,16183
33264034,29,missile - rocket; fungus - wedding; junk - priest; daffodil - petal,missile - rocket,junk - priest,17805
33264034,30,megalith - lightweight; giraffe - zoo; guesthouse - flea; sock - shoe,sock - shoe,guesthouse - flea,13257
33264034,31,server - waiter; mandrake - gemma; pop - soda; clarinet - dumbbell,server - waiter,mandrake - gemma,25983
33264034,32,nickelodeon - shearwater; dunlin - director; cream - line; grate - instrument,grate - instrument,nickelodeon - shearwater,30641
33264034,33,square - bomb; reel - film; cleaner - maid; ceiling - window,cleaner - maid,square - bomb,18026
33264034,34,pepper - tomato; market - orange; pasture - grass; lid - bird,pasture - grass,lid - bird,17964
33264034,35,towpath - forger; tanker - tench; permit - plain; tote - badger,tanker - tench,towpath - forger,25954
33264034,36,ring - pizza; tiger - leopard; butterfly - blood; bear - toddler,tiger - leopard,butterfly - blood,9591
33264034,37,lion - xerox; ocean - water; purple - yellow; orange - strawberry,ocean - water,lion - xerox,8777
33264034,38,archery - bonsai; cafe - child; dermatologist - pollard; hail - cab,archery - bonsai,cafe - child,21333
33264034,39,radish - vegetable; pulp - latrine; canine - poodle; cherry - strawberry,canine - poodle,pulp - latrine,16329
33264034,40,salad - lettuce; port - ship; button - grey; yolk - egg,yolk - egg,port - ship,16548
33264034,41,crow - hawk; mailbox - major; paddy - flower; rod - bracken,crow - hawk,rod - bracken,9677
33264034,42,flour - bread; banker - bank; thumb - onion; gooseberry - steep,flour - bread,gooseberry - steep,11675
33264034,43,teatime - plateau; insect - stork; vacuum - cleaner; flip - flop,flip - flop,teatime - plateau,15719
33264034,44,cathedral - ruin; fulmar - b; cereal - breakfast; jockey - chinchilla,cereal - breakfast,jockey - chinchilla,13961
33264034,45,orange - shade; desk - match; constable - agua; mallard - stork,mallard - stork,constable - agua,15879
33264034,46,kitten - kitty; shrink - wine; bodywork - bluebell; cheetah - giraffe,kitten - kitty,bodywork - bluebell,10940
33264034,47,burger - dessert; clothes - wear; hand - palm; hawk - insect,hand - palm,hawk - insect,14471
33264034,48,hull - heart; roost - toy; badger - starfish; anisette - chair,roost - toy,badger - starfish,23940
33264034,49,yoghurt - ben; mammal - rodent; steep - hill; investor - politician,mammal - rodent,yoghurt - ben,26204
33264034,50,ball - glory; footman - tester; newsstand - magazine; devil - club,newsstand - magazine,devil - club,11059
33264034,51,flamingo - stork; cardinal - tail; beech - lecturer; shop - store,shop - store,beech - lecturer,11752
33264034,52,brick - roof; green - grey; gully - corkscrew; coleslaw - mouse,green - grey,coleslaw - mouse,13539
33264034,53,bird - insect; clothes - world; market - sushi; skirt - wig,skirt - wig,clothes - world,14420
33264034,54,sibling - brother; carrot - memorial; sander - oca; chopper - swing,sibling - brother,carrot - memorial,8623
33264034,55,record - sandbank; must - have; gosling - tweed; caboose - tail,gosling - tweed,caboose - tail,23355
33274617,1,timothy - reversible; broccoli - spinach; bottom - park; socket - cliff,broccoli - spinach,timothy - reversible,16121
33274617,2,hero - locksmith; butterfly - dragonfly; sheet - white; relish - ketchup,relish - ketchup,hero - locksmith,20471
33274617,3,ambulance - scissors; circle - wig; classroom - bar; guy - kid,guy - kid,ambulance - scissors,17823
33274617,4,cellar - attic; kitchen - wash; mayoress - staffer; champagne - beer,champagne - beer,kitchen - wash,14645
33274617,5,pants - blanket; airplane - storch; wife - mother; sandwich - dale,wife - mother,airplane - storch,13612
33274617,6,plaster - wall; valley - keypad; fruit - nut; flamingo - mallard,fruit - nut,valley - keypad,9432
33274617,7,donkey - ass; balaclava - weald; gulch - sling; checkout - dunlin,donkey - ass,checkout - dunlin,21398
33274617,8,coffee - room; saucer - cup; hippodrome - coriander; hull - boat,saucer - cup,hippodrome - coriander,17135
33274617,9,human - shirt; walker - dunlin; station - train; bar - female,human - shirt,bar - female,49968
33274617,10,gymnastics - port; braces - stage; inhaler - volcano; airplane - communist,inhaler - volcano,airplane - communist,9780
33274617,11,chips - outhouse; jail - prison; danish - chalet; camping - tent,jail - prison,danish - chalet,37251
33274617,12,lime - lemon; bedroom - feline; can - mill; outbuilding - handyman,lime - lemon,outbuilding - handyman,14876
33274617,13,chopper - window; parquet - trogon; have - grand; devil - club,devil - club,have - grand,90865
33274617,14,drop - fall; bustard - triptych; fulmar - b; soda - pepsi,soda - pepsi,fulmar - b,31629
33274617,15,clown - unknown; concrete - pin; post - crayon; costume - clothes,costume - clothes,clown - unknown,15211
33274617,16,porch - window; acetate - synchrotron; pitcher - tea; garden - house,porch - window,acetate - synchrotron,30703
33274617,17,derelict - tutu; china - dish; auto - round; fungus - rust,china - dish,auto - round,13593
33274617,18,castle - sand; gps - ascetic; coast - hill; city - family,coast - hill,city - family,28266
33274617,19,hedge - puffer; bobcat - nematode; shortcake - wagon; boot - camp,hedge - puffer,boot - camp,38319
33274617,20,gun - axe; willow - rainbow; submarine - football; nail - screw,nail - screw,willow - rainbow,18180
33274617,21,rudd - gable; ear - middleman; door - floor; black - grey,black - grey,ear - middleman,14848
33274617,22,tiger - beach; beef - bug; watch - plane; bow - church,beef - bug,tiger - beach,27592
33274617,23,hand - tulip; holster - dome; boxer - lighthouse; orange - yellow,orange - yellow,holster - dome,15708
33274617,24,cattle - goat; dragonfly - reptile; celery - stay; motorcycle - kiss,cattle - goat,motorcycle - kiss,10572
33274617,25,seeker - punjabi; tub - bucket; plate - saucer; enamel - settee,tub - bucket,seeker - punjabi,12469
33274617,26,compass - stopwatch; walnut - pear; pencil - hammer; oak - ocean,compass - stopwatch,oak - ocean,8856
33274617,27,cafe - draw; fox - apc; lackey - footman; burger - food,burger - food,cafe - draw,10822
33274617,28,fruit - sweet; ancient - pod; footbridge - mystic; microscope - cove,ancient - pod,fruit - sweet,22596
33274617,29,building - downtown; dog - puppy; vessel - fudge; sketch - draw,dog - puppy,vessel - fudge,19125
33274617,30,animal - giraffe; floor - marble; express - cheetah; goose - mallard,goose - mallard,express - cheetah,10461
33274617,31,costume - outfit; volcano - scissors; car - hawk; inferior - auto,costume - outfit,inferior - auto,7978
33274617,32,ring - pizza; tiger - leopard; butterfly - blood; bear - toddler,tiger - leopard,butterfly - blood,10314
33274617,33,beef - lamb; scree - stein; harlequin - porpoise; stoat - checkout,beef - lamb,stoat - checkout,6443
33274617,34,dragonfly - frog; ancient - city; van - vehicle; arroyo - diode,van - vehicle,arroyo - diode,13924
33274617,35,costume - string; chapel - church; hornet - drive; bottle - zoo,chapel - church,hornet - drive,7318
33274617,36,black - purple; bathroom - kitchen; lunch - tea; costume - ocean,black - purple,costume - ocean,9860
33274617,37,baker - pretzel; tulip - grass; knife - sword; couch - bathtub,knife - sword,baker - pretzel,9605
33274617,38,sumac - cattle; printer - angelica; bath - wine; banker - bank,banker - bank,printer - angelica,15385
33274617,39,billboard - sign; style - personality; cat - purple; rocket - sky,billboard - sign,cat - purple,6844
33274617,40,dessert - wine; moorhen - register; pullman - violet; drunk - stamp,dessert - wine,drunk - stamp,12923
33274617,41,yacht - chameleon; fall - spring; mother - father; square - geyser,mother - father,yacht - chameleon,11930
33274617,42,infielder - stereo; lift - canna; food - gull; petal - twig,petal - twig,infielder - stereo,10582
33274617,43,shirt - skirt; amphibian - pelican; beef - chicken; sloth - ferry,beef - chicken,sloth - ferry,12233
33274617,44,daffodil - spring; porch - room; shield - buckler; racist - prior,shield - buckler,racist - prior,6985
33274617,45,apple - cherry; art - craft; iron - plain; raspberry - strawberry,raspberry - strawberry,iron - plain,7973
33274617,46,impala - printer; sitar - precipice; book - ceramic; arch - porch,arch - porch,impala - printer,10345
33274617,47,dragonfly - piano; slugger - escarpment; bird - gull; beach - sand,bird - gull,slugger - escarpment,7490
33274617,48,setter - boards; hoe - doll; cello - bass; dinner - restaurant,cello - bass,setter - boards,10652
33274617,49,cabbage - athlete; salad - magpie; sky - helmet; pest - control,cabbage - athlete,pest - control,14817
33274617,50,downtown - field; chapel - priest; hummingbird - pelican; towpath - yoghurt,hummingbird - pelican,downtown - field,13362
33274617,51,gal - girl; breakfast - dinner; lord - christ; vest - jacket,gal - girl,breakfast - dinner,9720
33274617,52,plush - tiger; custard - race; idol - billy; book - oyster,plush - tiger,custard - race,9906
33274617,53,string - tie; caravan - shrew; arm - white; soup - wool,string - tie,arm - white,8684
