participant_id,phase_id,trial_order,list,stimulus,condition,catch,response,accuracy,rt,age,rt_measure
EbUPl,1,77,19,loyalent,CPW,test,non-word,1,1335,43,keypress
EbUPl,1,78,19,fuex,SPW,test,non-word,1,800,43,keypress
EbUPl,3,240,19,scientock,SPW,test,non-word,1,823,43,keypress
EbUPl,3,203,19,poulds,SPW,test,non-word,1,660,43,keypress
EbUPl,2,160,19,plued,SPW,test,word,0,1137,43,keypress
EbUPl,4,324,19,udltwp,NW,test,non-word,1,534,43,keypress
EbUPl,3,298,19,defyist,CPW,test,word,0,1185,43,keypress
EbUPl,3,289,19,iuvih,NW,test,non-word,1,582,43,keypress
EbUPl,4,303,19,banishment,CW,test,word,1,2788,43,keypress
EbUPl,3,291,19,nought,SW,test,word,1,741,43,keypress
EbUPl,3,292,19,shameful,CW,test,word,1,460,43,keypress
EbUPl,3,293,19,legalful,CPW,test,word,0,512,43,keypress
EbUPl,2,169,19,fwnstmkhwu,NW,catch,non-word,1,449,43,keypress
EbUPl,2,170,19,artillery,SW,test,non-word,0,500,43,keypress
EbUPl,2,171,19,typt,SPW,test,non-word,1,730,43,keypress
EbUPl,3,295,19,brush,SW,test,word,1,430,43,keypress
EbUPl,3,257,19,hneefho,NW,test,non-word,1,533,43,keypress
EbUPl,3,258,19,pulsery,CPW,test,word,0,569,43,keypress
EbUPl,3,299,19,coldness,CW,test,word,1,719,43,keypress
EbUPl,4,322,19,tacticable,CPW,test,word,0,1487,43,keypress
EbUPl,2,177,19,troop,SW,test,word,1,463,43,keypress
EbUPl,3,274,19,miloof,SPW,test,non-word,1,650,43,keypress
EbUPl,4,304,19,skeleton,SW,test,word,1,704,43,keypress
EbUPl,4,328,19,tick,SW,test,word,1,499,43,keypress
EbUPl,3,265,19,sturige,SPW,test,non-word,1,1124,43,keypress
EbUPl,4,314,19,ghfgnrpua,NW,catch,non-word,1,547,43,keypress
EbUPl,3,267,19,patronize,CW,test,word,1,570,43,keypress
EbUPl,2,182,19,ouihsftk,NW,test,non-word,1,477,43,keypress
EbUPl,3,269,19,dumb,SW,test,word,1,390,43,keypress
EbUPl,3,270,19,aaewu,NW,test,non-word,1,582,43,keypress
EbUPl,2,188,19,uthfkm,NW,test,non-word,1,492,43,keypress
EbUPl,4,308,19,sultan,SW,test,non-word,0,928,43,keypress
EbUPl,3,272,19,employment,CW,test,word,1,496,43,keypress
EbUPl,4,325,19,oyssdsnhh,NW,catch,non-word,1,567,43,keypress
EbUPl,4,326,19,larns,SPW,test,word,0,831,43,keypress
EbUPl,4,327,19,dalliance,CW,test,word,1,1156,43,keypress
EbUPl,4,363,19,graphic,CW,test,word,1,485,43,keypress
EbUPl,4,313,19,wise,SW,test,word,1,539,43,keypress
EbUPl,4,368,19,iokwgri,NW,test,non-word,1,509,43,keypress
EbUPl,1,76,19,equine,SW,test,word,1,793,43,keypress
EbUPl,2,199,19,marpy,SPW,test,word,0,482,43,keypress
EbUPl,3,239,19,sizy,CPW,test,non-word,1,1338,43,keypress
EbUPl,3,201,19,edlnreo,NW,test,non-word,1,907,43,keypress
EbUPl,3,202,19,mercantile,SW,test,word,1,676,43,keypress
EbUPl,3,204,19,pinkor,CPW,test,word,0,1034,43,keypress
EbUPl,4,321,19,bummer,CW,test,word,1,610,43,keypress
EbUPl,4,320,19,vegernatre,SPW,test,non-word,1,728,43,keypress
EbUPl,4,302,19,stake,SW,test,word,1,1878,43,keypress
EbUPl,4,369,19,tweeter,CW,test,word,1,453,43,keypress
EbUPl,2,128,19,tapioca,SW,test,word,1,698,43,keypress
EbUPl,2,124,19,cage,SW,test,word,1,453,43,keypress
EbUPl,4,364,19,strikant,CPW,test,word,0,642,43,keypress
EbUPl,3,296,19,malt,SW,test,word,1,930,43,keypress
EbUPl,3,297,19,ugliness,CW,test,word,1,639,43,keypress
EbUPl,2,129,19,still,SW,catch,word,1,544,43,keypress
EbUPl,3,255,19,butterer,CPW,test,word,0,1399,43,keypress
EbUPl,4,323,19,bodior,CPW,test,non-word,1,784,43,keypress
EbUPl,2,166,19,lately,CW,catch,word,1,541,43,keypress
EbUPl,4,306,19,radar,SW,test,word,1,568,43,keypress
EbUPl,4,307,19,ringic,CPW,test,non-word,1,1030,43,keypress
EbUPl,2,183,19,vizier,SW,test,non-word,0,864,43,keypress
EbUPl,2,184,19,grotesque,SW,test,word,1,560,43,keypress
EbUPl,2,198,19,collite,SPW,test,word,0,612,43,keypress
EbUPl,2,123,19,atwvf,NW,test,non-word,1,427,43,keypress
EbUPl,4,319,19,interment,CW,test,non-word,0,682,43,keypress
EbUPl,2,200,19,rhythmic,CW,test,word,1,592,43,keypress
EbUPl,3,271,19,purify,CW,test,word,1,522,43,keypress
EbUPl,4,315,19,balmic,CPW,test,non-word,1,695,43,keypress
EbUPl,2,163,19,etklhh,NW,test,non-word,1,576,43,keypress
EbUPl,3,254,19,ciemyobh,NW,test,non-word,1,475,43,keypress
EbUPl,4,317,19,blandity,CPW,test,non-word,1,868,43,keypress
EbUPl,2,126,19,attention,CW,catch,word,1,441,43,keypress
EbUPl,2,168,19,jikud,SPW,test,non-word,1,428,43,keypress
EbUPl,3,294,19,peerless,CW,test,word,1,504,43,keypress
EbUPl,2,167,19,croster,SPW,test,word,0,943,43,keypress
EbUPl,2,127,19,lawful,CW,test,word,1,425,43,keypress
EbUPl,4,318,19,tirade,SW,test,timeout,0,3000,43,keypress
EbUPl,4,316,19,billowy,CW,test,non-word,0,1147,43,keypress
EbUPl,2,125,19,licack,SPW,test,non-word,1,554,43,keypress
eetOh,4,385,6,padase,SPW,test,non-word,1,899,33,keypress
eetOh,2,157,6,usual,SW,test,word,1,724,33,keypress
eetOh,1,5,6,scene,SW,catch,word,1,1477,33,keypress
eetOh,2,161,6,sufferic,CPW,test,non-word,1,766,33,keypress
eetOh,2,156,6,dumbance,CPW,test,non-word,1,871,33,keypress
eetOh,1,7,6,balmen,CPW,test,non-word,1,717,33,keypress
eetOh,1,46,6,plential,CPW,test,non-word,1,1267,33,keypress
eetOh,1,78,6,refitte,SPW,test,non-word,1,1247,33,keypress
eetOh,3,208,6,peeler,CW,test,word,1,808,33,keypress
eetOh,4,384,6,familience,CPW,test,word,0,1257,33,keypress
eetOh,3,289,6,phalanx,SW,test,non-word,0,622,33,keypress
eetOh,4,301,6,mdtwyf,NW,test,non-word,1,803,33,keypress
eetOh,1,47,6,panicent,CPW,test,non-word,1,1322,33,keypress
eetOh,4,305,6,mouldy,CW,test,non-word,0,2170,33,keypress
eetOh,4,306,6,excuseful,CPW,test,non-word,1,1295,33,keypress
eetOh,1,1,6,roast,SW,test,word,1,793,33,keypress
eetOh,2,158,6,bulk,SW,test,word,1,622,33,keypress
eetOh,3,293,6,dishy,CW,test,non-word,0,1692,33,keypress
eetOh,2,154,6,receipt,SW,test,word,1,568,33,keypress
eetOh,1,79,6,ctrykhwu,NW,catch,non-word,1,604,33,keypress
eetOh,3,292,6,cataninct,SPW,test,non-word,1,1614,33,keypress
eetOh,3,206,6,flalks,SPW,test,non-word,1,741,33,keypress
eetOh,4,383,6,charge,SW,catch,word,1,652,33,keypress
eetOh,1,45,6,trinity,SW,test,word,1,651,33,keypress
eetOh,4,302,6,nattyify,CPW,test,non-word,1,1010,33,keypress
eetOh,2,155,6,delps,SPW,test,non-word,1,634,33,keypress
eetOh,3,291,6,clearness,CW,test,word,1,740,33,keypress
eetOh,3,290,6,egbvl,NW,test,non-word,1,944,33,keypress
eetOh,1,2,6,yhmuiwto,NW,test,non-word,1,700,33,keypress
eetOh,4,382,6,richity,CPW,test,non-word,1,766,33,keypress
eetOh,3,239,6,hykhgt,NW,test,non-word,1,518,33,keypress
eetOh,3,288,6,cheerful,CW,test,word,1,736,33,keypress
eetOh,3,287,6,axperod,SPW,test,non-word,1,688,33,keypress
eetOh,1,76,6,gravelion,CPW,test,non-word,1,1288,33,keypress
eetOh,3,286,6,burial,CW,test,word,1,692,33,keypress
eetOh,4,307,6,panty,CW,test,word,1,2733,33,keypress
eetOh,1,44,6,plungeless,CPW,test,non-word,1,2579,33,keypress
eetOh,2,162,6,endaved,SPW,test,non-word,1,773,33,keypress
eetOh,3,298,6,urinal,CW,test,word,1,691,33,keypress
eetOh,4,381,6,osdsgbr,NW,test,non-word,1,571,33,keypress
eetOh,3,295,6,feeder,CW,test,word,1,617,33,keypress
eetOh,1,3,6,congty,SPW,test,non-word,1,1121,33,keypress
eetOh,3,294,6,owner,CW,test,word,1,737,33,keypress
eetOh,4,378,6,jaunty,SW,test,word,1,681,33,keypress
eetOh,2,114,6,iwtisswi,NW,test,non-word,1,539,33,keypress
eetOh,3,241,6,extby,SPW,test,non-word,1,568,33,keypress
eetOh,3,237,6,assipe,SPW,test,non-word,1,799,33,keypress
eetOh,3,240,6,overant,CPW,test,non-word,1,840,33,keypress
eetOh,1,6,6,classify,CW,test,word,1,557,33,keypress
eetOh,2,160,6,penalery,CPW,test,non-word,1,908,33,keypress
eetOh,2,119,6,airor,CPW,test,non-word,1,668,33,keypress
eetOh,3,300,6,hrfbceia,NW,test,non-word,1,612,33,keypress
eetOh,1,4,6,grader,CW,test,non-word,0,1587,33,keypress
eetOh,3,299,6,repudiate,SW,test,word,1,1018,33,keypress
eetOh,4,391,6,rumpet,SPW,test,non-word,1,959,33,keypress
eetOh,3,296,6,usurpation,CW,test,non-word,0,666,33,keypress
eetOh,4,392,6,arse,SW,test,word,1,766,33,keypress
eetOh,3,284,6,tdnfdtbvy,NW,catch,non-word,1,564,33,keypress
eetOh,3,297,6,haked,SPW,test,non-word,1,769,33,keypress
eetOh,3,257,6,kickless,CPW,test,non-word,1,1590,33,keypress
eetOh,3,238,6,suction,CW,test,word,1,691,33,keypress
eetOh,2,153,6,annex,SW,test,word,1,692,33,keypress
eetOh,3,207,6,borrow,SW,test,word,1,758,33,keypress
eetOh,2,115,6,sesting,SPW,test,non-word,1,866,33,keypress
eetOh,4,303,6,posity,CPW,test,non-word,1,1407,33,keypress
eetOh,4,304,6,darkness,CW,test,word,1,695,33,keypress
eetOh,1,41,6,elopement,CW,test,word,1,1047,33,keypress
eetOh,4,380,6,pint,SW,test,word,1,595,33,keypress
eetOh,4,376,6,basic,CW,test,word,1,478,33,keypress
eetOh,3,280,6,skillet,SW,test,word,1,649,33,keypress
eetOh,3,281,6,ducal,CW,test,non-word,0,627,33,keypress
eetOh,1,75,6,morbidly,CW,test,word,1,856,33,keypress
eetOh,2,150,6,trendance,CPW,test,non-word,1,909,33,keypress
eetOh,2,151,6,harkeen,SPW,test,non-word,1,642,33,keypress
eetOh,1,77,6,scornful,CW,test,word,1,795,33,keypress
eetOh,3,204,6,cogently,CW,test,word,1,972,33,keypress
eetOh,4,333,6,defeatery,CPW,test,non-word,1,910,33,keypress
eetOh,2,159,6,thumb,SW,test,word,1,599,33,keypress
eetOh,4,390,6,insert,SW,test,word,1,565,33,keypress
eetOh,1,48,6,exemption,CW,test,word,1,590,33,keypress
eetOh,4,389,6,woofate,CPW,test,non-word,1,628,33,keypress
eetOh,1,49,6,sleeker,CW,test,word,1,668,33,keypress
eetOh,4,388,6,callanene,SPW,test,non-word,1,917,33,keypress
eetOh,1,13,6,cloudor,CPW,test,non-word,1,884,33,keypress
eetOh,2,113,6,law,SW,catch,word,1,492,33,keypress
eetOh,1,11,6,drark,SPW,test,non-word,1,792,33,keypress
eetOh,1,12,6,bearate,CPW,test,non-word,1,1242,33,keypress
eetOh,3,285,6,midge,SW,test,word,1,1347,33,keypress
eetOh,3,283,6,bossy,CW,test,word,1,695,33,keypress
eetOh,4,334,6,icnhr,NW,test,non-word,1,534,33,keypress
eetOh,4,338,6,runny,CW,test,word,1,658,33,keypress
eetOh,1,8,6,looge,SPW,test,non-word,1,1312,33,keypress
eetOh,2,163,6,heedist,CPW,test,non-word,1,671,33,keypress
eetOh,1,9,6,iybkpnhdh,NW,catch,non-word,1,648,33,keypress
eetOh,4,377,6,disease,SW,test,word,1,552,33,keypress
eetOh,4,375,6,emevel,SPW,test,non-word,1,1087,33,keypress
eetOh,1,72,6,flapper,CW,test,word,1,1137,33,keypress
eetOh,4,309,6,fuggand,SPW,test,non-word,1,605,33,keypress
eetOh,4,365,6,slyp,SPW,test,non-word,1,631,33,keypress
eetOh,1,71,6,hvvfdatt,NW,test,word,0,592,33,keypress
eetOh,3,282,6,goodish,CW,test,non-word,0,912,33,keypress
eetOh,3,203,6,trill,SW,test,word,1,1406,33,keypress
eetOh,1,56,6,simplicity,CW,test,word,1,549,33,keypress
eetOh,3,205,6,panicky,CW,test,word,1,825,33,keypress
eetOh,2,116,6,gentlely,CPW,test,non-word,1,2907,33,keypress
eetOh,4,308,6,eeeywc,NW,test,non-word,1,538,33,keypress
eetOh,2,118,6,meaningful,CW,test,word,1,640,33,keypress
eetOh,1,10,6,fiendous,CPW,test,non-word,1,1264,33,keypress
eetOh,1,82,6,motionless,CW,test,word,1,797,33,keypress
eetOh,2,164,6,threat,SW,test,word,1,666,33,keypress
eetOh,2,112,6,pizza,SW,test,word,1,495,33,keypress
eetOh,3,252,6,wsgrwg,NW,test,word,0,696,33,keypress
eetOh,3,253,6,treatable,CW,test,word,1,1131,33,keypress
eetOh,1,73,6,mystique,SW,test,word,1,1067,33,keypress
eetOh,1,74,6,honesty,CW,test,word,1,744,33,keypress
eetOh,2,152,6,fob,SW,test,word,1,1045,33,keypress
eetOh,2,199,6,tic,SW,test,word,1,2195,33,keypress
eetOh,1,53,6,crab,SW,test,word,1,580,33,keypress
eetOh,3,210,6,gravel,SW,test,word,1,694,33,keypress
eetOh,2,117,6,rebyl,SPW,test,non-word,1,732,33,keypress
eetOh,1,43,6,chutple,SPW,test,non-word,1,1022,33,keypress
eetOh,1,42,6,richence,CPW,test,non-word,1,1070,33,keypress
eetOh,2,149,6,emkwhe,NW,test,non-word,1,635,33,keypress
eetOh,4,387,6,stooge,SW,test,word,1,827,33,keypress
eetOh,1,69,6,fggbnnti,NW,test,non-word,1,524,33,keypress
eetOh,4,332,6,plateful,CW,test,non-word,0,1056,33,keypress
eetOh,2,165,6,tacticent,CPW,test,non-word,1,1259,33,keypress
eetOh,2,124,6,syndrome,SW,test,word,1,766,33,keypress
eetOh,1,58,6,solidly,CW,test,word,1,1121,33,keypress
eetOh,1,57,6,strewth,SW,test,non-word,0,795,33,keypress
eetOh,4,393,6,alarmingly,CW,test,word,1,2026,33,keypress
eetOh,4,337,6,scobbing,SPW,test,non-word,1,981,33,keypress
eetOh,4,335,6,gladly,CW,test,word,1,688,33,keypress
eetOh,1,81,6,modulery,CPW,test,non-word,1,1282,33,keypress
eetOh,4,386,6,loftor,CPW,test,non-word,1,627,33,keypress
eetOh,3,251,6,compeck,SPW,test,non-word,1,681,33,keypress
eetOh,4,367,6,columbine,SW,test,word,1,1352,33,keypress
eetOh,4,339,6,dense,SW,test,word,1,714,33,keypress
eetOh,3,213,6,accuser,CW,test,word,1,611,33,keypress
eetOh,3,235,6,monsoon,SW,test,word,1,923,33,keypress
eetOh,3,236,6,candidor,CPW,test,non-word,1,870,33,keypress
eetOh,3,201,6,hfodyqvt,NW,catch,non-word,1,491,33,keypress
eetOh,3,202,6,pebon,SPW,test,non-word,1,1354,33,keypress
eetOh,2,198,6,ceasic,CPW,test,non-word,1,710,33,keypress
eetOh,1,55,6,cgtpb,NW,test,non-word,1,514,33,keypress
eetOh,1,59,6,peeebti,NW,test,non-word,1,924,33,keypress
eetOh,3,209,6,tlgyiet,NW,test,non-word,1,882,33,keypress
eetOh,3,244,6,ntbiw,NW,test,non-word,1,534,33,keypress
eetOh,4,379,6,oblige,SW,test,word,1,782,33,keypress
eetOh,3,212,6,solvent,CW,test,word,1,608,33,keypress
eetOh,1,24,6,ucnlbu,NW,test,non-word,1,560,33,keypress
eetOh,3,234,6,feed,SW,test,word,1,632,33,keypress
eetOh,3,214,6,bucts,SPW,test,non-word,1,648,33,keypress
eetOh,3,255,6,inshafiest,SPW,test,non-word,1,735,33,keypress
eetOh,4,310,6,barbecue,SW,test,word,1,822,33,keypress
eetOh,4,396,6,soy,SW,test,word,1,665,33,keypress
eetOh,2,123,6,countful,CPW,test,word,0,627,33,keypress
eetOh,1,14,6,defyic,CPW,test,non-word,1,923,33,keypress
eetOh,3,259,6,uttnfw,NW,test,non-word,1,577,33,keypress
eetOh,3,242,6,exempty,CPW,test,non-word,1,1361,33,keypress
eetOh,1,23,6,effort,SW,test,word,1,633,33,keypress
eetOh,1,80,6,sheepish,CW,test,word,1,746,33,keypress
eetOh,1,40,6,shaggy,CW,test,word,1,713,33,keypress
eetOh,4,374,6,sigeld,SPW,test,non-word,1,713,33,keypress
eetOh,3,243,6,furthest,SW,test,word,1,794,33,keypress
eetOh,4,368,6,senilize,CPW,test,non-word,1,738,33,keypress
eetOh,1,70,6,borrowness,CPW,test,word,0,713,33,keypress
eetOh,2,200,6,boved,SPW,test,non-word,1,1130,33,keypress
eetOh,2,197,6,clammity,CPW,test,non-word,1,1384,33,keypress
eetOh,4,359,6,frirk,SPW,test,non-word,1,879,33,keypress
eetOh,1,84,6,panicous,CPW,test,non-word,1,1152,33,keypress
eetOh,1,50,6,lerract,SPW,test,non-word,1,810,33,keypress
eetOh,4,314,6,colicky,CW,test,non-word,0,693,33,keypress
eetOh,4,399,6,azimuth,SW,test,non-word,0,515,33,keypress
eetOh,4,400,6,humbly,CW,test,word,1,1184,33,keypress
eetOh,3,245,6,houls,SPW,test,non-word,1,763,33,keypress
eetOh,4,336,6,racise,SPW,test,non-word,1,694,33,keypress
eetOh,4,401,6,nadouhl,NW,test,non-word,1,593,33,keypress
eetOh,3,250,6,ewyyra,NW,test,non-word,1,460,33,keypress
eetOh,2,120,6,tribute,SW,test,word,1,929,33,keypress
eetOh,1,83,6,deaf,SW,test,word,1,572,33,keypress
eetOh,3,256,6,mosaic,SW,test,word,1,757,33,keypress
eetOh,3,254,6,menthol,SW,test,word,1,1097,33,keypress
eetOh,3,215,6,glazely,CPW,test,non-word,1,1192,33,keypress
eetOh,1,38,6,devode,SPW,test,non-word,1,925,33,keypress
eetOh,1,54,6,erogenous,SW,test,word,1,815,33,keypress
eetOh,4,394,6,spure,SPW,test,non-word,1,675,33,keypress
eetOh,4,398,6,operatic,CW,test,non-word,0,726,33,keypress
eetOh,4,403,6,oddity,CW,test,word,1,625,33,keypress
eetOh,1,19,6,player,CW,test,word,1,595,33,keypress
eetOh,2,148,6,rarse,SPW,test,non-word,1,731,33,keypress
eetOh,4,331,6,cur,SW,test,non-word,0,778,33,keypress
eetOh,2,194,6,skier,CW,test,word,1,820,33,keypress
eetOh,2,195,6,squalid,SW,test,word,1,873,33,keypress
eetOh,2,196,6,dokstine,SPW,test,non-word,1,666,33,keypress
eetOh,1,37,6,cjtwh,NW,test,non-word,1,548,33,keypress
eetOh,1,30,6,acceptance,CW,test,word,1,620,33,keypress
eetOh,2,122,6,knalaut,SPW,test,non-word,1,613,33,keypress
eetOh,1,85,6,section,CW,test,word,1,666,33,keypress
eetOh,4,311,6,guilty,CW,catch,word,1,617,33,keypress
eetOh,4,313,6,amend,SW,test,word,1,637,33,keypress
eetOh,1,60,6,ditin,SPW,test,non-word,1,890,33,keypress
eetOh,2,108,6,modifyify,CPW,test,non-word,1,943,33,keypress
eetOh,1,17,6,weaver,CW,test,word,1,798,33,keypress
eetOh,1,18,6,hmcyihr,NW,test,non-word,1,593,33,keypress
eetOh,3,211,6,humanist,CW,test,word,1,787,33,keypress
eetOh,4,341,6,romply,CPW,test,non-word,1,907,33,keypress
eetOh,2,121,6,toothy,CW,test,word,1,1173,33,keypress
eetOh,4,330,6,mangy,CW,test,word,1,1023,33,keypress
eetOh,4,329,6,fghc,NW,test,non-word,1,882,33,keypress
eetOh,1,34,6,fatherly,CW,test,word,1,590,33,keypress
eetOh,1,33,6,easy,CW,catch,word,1,675,33,keypress
eetOh,1,35,6,jaility,CPW,test,non-word,1,770,33,keypress
eetOh,1,52,6,singence,CPW,test,non-word,1,952,33,keypress
eetOh,4,315,6,pew,SW,test,word,1,1018,33,keypress
eetOh,1,15,6,whitely,CW,test,non-word,0,1062,33,keypress
eetOh,4,373,6,brassy,CW,test,word,1,857,33,keypress
eetOh,4,369,6,striker,CW,test,word,1,896,33,keypress
eetOh,4,402,6,thesaurus,SW,test,word,1,707,33,keypress
eetOh,1,25,6,senseless,CW,test,word,1,578,33,keypress
eetOh,4,366,6,hasmer,SPW,test,non-word,1,925,33,keypress
eetOh,4,342,6,otcgnpkbd,NW,catch,non-word,1,577,33,keypress
eetOh,3,249,6,acack,SPW,test,non-word,1,567,33,keypress
eetOh,3,248,6,nltvgkdn,NW,test,non-word,1,501,33,keypress
eetOh,4,343,6,salary,SW,test,word,1,650,33,keypress
eetOh,4,344,6,ceasery,CPW,test,non-word,1,751,33,keypress
eetOh,1,86,6,critical,CW,test,word,1,523,33,keypress
eetOh,3,260,6,cowl,SW,test,non-word,0,783,33,keypress
eetOh,4,395,6,avoidance,CW,test,word,1,708,33,keypress
eetOh,4,397,6,shootful,CPW,test,non-word,1,816,33,keypress
eetOh,4,316,6,clinchize,CPW,test,non-word,1,835,33,keypress
eetOh,4,371,6,prettily,CW,test,non-word,0,1175,33,keypress
eetOh,2,107,6,earthent,CPW,test,non-word,1,1000,33,keypress
eetOh,3,247,6,please,SW,catch,word,1,586,33,keypress
eetOh,2,193,6,wnwu,NW,test,non-word,1,540,33,keypress
eetOh,1,22,6,pognary,SPW,test,non-word,1,717,33,keypress
eetOh,1,28,6,lalallella,SPW,test,non-word,1,560,33,keypress
eetOh,1,31,6,darement,CPW,test,non-word,1,1578,33,keypress
eetOh,1,32,6,prolli,SPW,test,non-word,1,733,33,keypress
eetOh,3,277,6,gale,SW,test,word,1,1466,33,keypress
eetOh,3,258,6,prior,SW,test,word,1,785,33,keypress
eetOh,3,279,6,reedy,CW,test,timeout,0,3000,33,keypress
eetOh,2,111,6,owl,SW,test,word,1,585,33,keypress
eetOh,4,372,6,marketence,CPW,test,non-word,1,717,33,keypress
eetOh,4,317,6,escapist,CW,test,word,1,895,33,keypress
eetOh,3,267,6,freakish,CW,test,word,1,904,33,keypress
eetOh,1,21,6,prank,SW,test,word,1,484,33,keypress
eetOh,4,340,6,decibel,SW,test,word,1,2026,33,keypress
eetOh,4,364,6,twtfutdv,NW,test,non-word,1,446,33,keypress
eetOh,4,363,6,surfeit,SW,test,non-word,0,558,33,keypress
eetOh,1,27,6,gravelor,CPW,test,non-word,1,850,33,keypress
eetOh,1,29,6,ffcnrmy,NW,test,non-word,1,651,33,keypress
eetOh,2,143,6,house,SW,catch,word,1,494,33,keypress
eetOh,1,39,6,ewfeauau,NW,test,non-word,1,741,33,keypress
eetOh,4,312,6,cabby,CW,test,word,1,2438,33,keypress
eetOh,2,167,6,fearless,CW,test,word,1,563,33,keypress
eetOh,2,125,6,pasasor,SPW,test,non-word,1,760,33,keypress
eetOh,2,110,6,gritty,CW,test,word,1,680,33,keypress
eetOh,1,68,6,hwjca,NW,test,non-word,1,501,33,keypress
eetOh,4,328,6,footer,CW,test,word,1,623,33,keypress
eetOh,3,266,6,splare,SPW,test,non-word,1,978,33,keypress
eetOh,2,133,6,detection,CW,test,word,1,558,33,keypress
eetOh,3,246,6,ybhj,NW,test,non-word,1,763,33,keypress
eetOh,4,361,6,hbhyg,NW,test,non-word,1,517,33,keypress
eetOh,1,26,6,vergirt,SPW,test,non-word,1,839,33,keypress
eetOh,3,274,6,tnntptt,NW,test,non-word,1,594,33,keypress
eetOh,4,345,6,disoosh,SPW,test,non-word,1,1232,33,keypress
eetOh,1,36,6,scooter,CW,test,word,1,572,33,keypress
eetOh,2,146,6,tdvtpytdu,NW,catch,non-word,1,619,33,keypress
eetOh,2,147,6,bosom,SW,test,word,1,772,33,keypress
eetOh,3,264,6,snippy,CW,test,word,1,781,33,keypress
eetOh,1,16,6,frazzle,SW,test,word,1,1023,33,keypress
eetOh,1,20,6,swerve,SW,test,word,1,729,33,keypress
eetOh,2,106,6,breather,CW,test,word,1,687,33,keypress
eetOh,2,105,6,illicit,SW,test,word,1,603,33,keypress
eetOh,2,136,6,nylon,SW,test,word,1,703,33,keypress
eetOh,2,135,6,rigidity,CW,test,word,1,683,33,keypress
eetOh,4,358,6,chiuged,SPW,test,non-word,1,1119,33,keypress
eetOh,2,137,6,hcgwwv,NW,test,non-word,1,523,33,keypress
eetOh,3,276,6,jobbal,CPW,test,non-word,1,686,33,keypress
eetOh,1,51,6,foresten,CPW,test,non-word,1,1273,33,keypress
eetOh,1,87,6,variless,CPW,test,non-word,1,756,33,keypress
eetOh,2,166,6,sickor,CPW,test,non-word,1,1737,33,keypress
eetOh,1,67,6,voyager,CW,test,word,1,561,33,keypress
eetOh,2,109,6,pynx,SPW,test,non-word,1,1308,33,keypress
eetOh,4,370,6,cowardery,CPW,test,non-word,1,1452,33,keypress
eetOh,2,134,6,banister,SW,test,word,1,838,33,keypress
eetOh,2,169,6,nygmuu,NW,test,non-word,1,567,33,keypress
eetOh,2,102,6,sensor,CW,test,word,1,1149,33,keypress
eetOh,2,103,6,willingly,CW,test,word,1,602,33,keypress
eetOh,4,319,6,vilify,SW,test,word,1,1135,33,keypress
eetOh,2,128,6,nude,SW,test,word,1,610,33,keypress
eetOh,3,273,6,stocky,CW,test,word,1,645,33,keypress
eetOh,3,278,6,wanderous,CPW,test,word,0,680,33,keypress
eetOh,2,142,6,nfhj,NW,test,non-word,1,536,33,keypress
eetOh,1,66,6,obesity,CW,test,word,1,535,33,keypress
eetOh,1,89,6,watery,CW,test,word,1,699,33,keypress
eetOh,2,126,6,tickize,CPW,test,non-word,1,1364,33,keypress
eetOh,2,168,6,provize,CPW,test,non-word,1,678,33,keypress
eetOh,2,104,6,temptation,CW,test,word,1,580,33,keypress
eetOh,1,97,6,trerge,SPW,test,non-word,1,809,33,keypress
eetOh,4,318,6,ueoauhih,NW,test,non-word,1,643,33,keypress
eetOh,2,130,6,impudence,SW,test,word,1,753,33,keypress
eetOh,4,360,6,police,SW,catch,word,1,498,33,keypress
eetOh,1,96,6,voter,CW,test,word,1,556,33,keypress
eetOh,3,275,6,jive,SW,test,word,1,761,33,keypress
eetOh,3,272,6,scrounge,SW,test,word,1,1091,33,keypress
eetOh,3,216,6,shootness,CPW,test,non-word,1,1074,33,keypress
eetOh,4,346,6,uaeupyhbl,NW,catch,non-word,1,528,33,keypress
eetOh,1,65,6,dank,SW,test,word,1,632,33,keypress
eetOh,2,191,6,ydhciu,NW,test,non-word,1,520,33,keypress
eetOh,2,192,6,dirchment,SPW,test,non-word,1,1128,33,keypress
eetOh,3,262,6,hnqsyg,NW,test,non-word,1,640,33,keypress
eetOh,3,221,6,cyclic,CW,test,word,1,2524,33,keypress
eetOh,2,101,6,yytmrp,NW,test,non-word,1,716,33,keypress
eetOh,4,362,6,ttneocp,NW,test,non-word,1,571,33,keypress
eetOh,3,263,6,humblize,CPW,test,non-word,1,1198,33,keypress
eetOh,1,90,6,cowoll,SPW,test,non-word,1,755,33,keypress
eetOh,2,129,6,reseep,SPW,test,non-word,1,833,33,keypress
eetOh,3,271,6,ideally,CW,test,word,1,736,33,keypress
eetOh,2,145,6,invoke,SW,test,word,1,701,33,keypress
eetOh,2,141,6,merger,CW,test,word,1,605,33,keypress
eetOh,1,88,6,placid,SW,test,word,1,644,33,keypress
eetOh,4,347,6,hnhnlr,NW,test,non-word,1,606,33,keypress
eetOh,3,219,6,floater,CW,test,word,1,699,33,keypress
eetOh,4,327,6,squeaky,CW,test,word,1,742,33,keypress
eetOh,2,188,6,hotchbolts,SPW,test,non-word,1,843,33,keypress
eetOh,3,265,6,kit,SW,test,word,1,745,33,keypress
eetOh,3,261,6,crashal,CPW,test,non-word,1,844,33,keypress
