participant_id,age,trial_order,stimulus,response1,response2,response3,response4,response5,response6,response7,response8,response9,response10
320799,25.0,6,thought,mind,brain,consider,share,contribute,idea,opinion,reason,mental,friend
320799,25.0,7,cathedral,church,christian,jesus,religion,altar,pupil,tour,cold,big,bells
320799,25.0,8,process,consider,program,operation,action,work,business,procedure,manual,task,team
320799,25.0,9,marble,quartz,counter-top,island,rock,stone,cliff,white,granite,bathroom,kitchen
320799,25.0,10,vow,promise,wedding,ring,husband,wife,legal,oath,bond,family,couple
320799,25.0,11,procedure,process,medical,hospital,work,news,plan,operation,action,task,approach
320799,25.0,12,obey,respect,leader,followers,order,bow,comply,confirm,expectations,listen,perform
320799,25.0,13,pickles,gherkin,onion,burger,radish,conserved,jar,lid,can,preserved,vinegar
320799,25.0,14,triangle,rectangle,circle,square,three,rhombus,sides,angles,music,bermuda,tricycle
324114,48.0,0,repair,fix,mend,shop,recycle,bicycle,poverty,hardship,ingenuity,skills,sewing
324114,48.0,1,wish,star,magic,manifest,dream,fairy,wand,daydream,hope,want,desire
324114,48.0,2,shoulder,joint,meat,rotation,pain,sling,suffer,burden,carry,weight,load
324114,48.0,3,cinema,movie,film,camera,picture,seats,popcorn,screen,drama,dark,curtains
324114,48.0,4,amaze,astound,astonish,balls,surprise,wonder,awe,brilliance,great,marvel,splendour
324114,48.0,5,spider,yukky,fear,hairy,legs,scuttle,nuisance,phobia,big,body,scream
324114,48.0,6,tomato,red,round,leaves,salad,mozzarella,basil,sauce,ketchup,heritage,acidic
324114,48.0,7,wreck,ship,nervous,ruin,skeleton,disaster,titanic,sea,water,destroy,damage
324114,48.0,8,publication,book,magazine,author,website,newspaper,read,print,article,agent,day
324114,48.0,9,past,history,time,present,future,childhood,age,yesterday,memories,been,before
324114,48.0,10,chorus,song,choir,bach,hallelujah,concert,girl,line,verse,poem,refrain
324114,48.0,11,riddle,joke,puzzle,think,logic,edgar,joker,fin,hard,tricky,philosophy
324114,48.0,12,rectangle,square,shape,triangle,sides,geometry,angles,school,parallelogram,trapezoid,oblong
324114,48.0,13,believe,faith,cher,god,religion,truth,logic,system,fly,hope,wish
324114,48.0,14,infection,yeast,disease,hiv,virus,covid,die,hospital,temperature,eye,bacteria
32728,34.0,0,radiator,heating,warmth,metal,water,oil,ugly,emitting,white,iron,heat
32728,34.0,1,salesman,greasy,selling,seller,marketing,remote,sell,peristalsis,motivated,driven,forward
32728,34.0,2,pad,lilly,home,heat,sanitary,sticky,frog,soft,green,water,note
32728,34.0,3,brake,car,vehicle,garage,disk,pad,caliper,lining,shoe,parts,safety
32728,34.0,4,beginner,novice,starter,new,learning,opportunity,start,early,initial,assistant,help
32728,34.0,5,relativity,theory,physics,cosmos,hawkins,special,general,space,time,gravity,energy
32728,34.0,6,buck,young,deer,male,up,ideas,fight,against,stag,wild,antlers
32728,34.0,7,sap,tree,plant,processes,photosynthesis,sticky,gooey,growth,aloe,drain,energy
32728,34.0,8,claims,insurance,belief,accuse,petition,prosecute,argue,contend,insist,argument,false
32728,34.0,9,oar,boat,paddle,water,movement,row,canoe,dig,involved,meddle,rowing
32728,34.0,10,pardon,apology,beg,excused,apologise,sorry,forgiveness,penalty,assist,allow,condone
32728,34.0,11,stocking,santa,tights,underwear,warmth,sexy,stuffing,presents,stock,store,available
32728,34.0,12,braces,teeth,orthodontics,dentist,hardy,tough,prepare,alignment,dental,retainer,hygiene
32728,34.0,13,occupation,job,employment,role,workplace,work,colleagues,pay,working,employed,employer
32728,34.0,14,retreat,holiday,leave,luxury,back-off,withdraw,retire,refuge,sanctuary,hideout,shelter
328248,26.0,0,toil,effort,trouble,try,perseverance,cup,tree,play,soil,ground,plant
328248,26.0,1,sometimes,maybe,indecision,window,world,passage,always,never,power,league,win
328248,26.0,2,oath,promise,sworn,pledge,royalty,marriage,unbreakable,bond,sea,car,forsworn
328248,26.0,3,perish,death,plague,grave,murder,rot,disease,pestilence,fear,horror,destroy
328248,26.0,4,pale,white,cream,north,burnt,uncooked,clear,pure,porcelain,delicate,sun
328248,26.0,5,checking,research,discovery,chess,payment,bank,account,trade,interest,money,double
328248,26.0,6,inflation,money,interest,cost,increase,problem,world,banking,theft,necessary,economy
328248,26.0,7,mussel,urchin,ocean,seafood,restaurant,food,salty,soy,shell,oyster,pearl
328248,26.0,8,under,below,beneath,down,dig,mine,core,heat,hell,australia,shovel
328248,26.0,9,twice,double,again,number,two,duplicate,count,computer,repeat,mirror,reflection
328248,26.0,10,atmosphere,space,earth,pressure,good,loud,exciting,hostile,intimidating,powerful,dark
328248,26.0,11,soak,bathe,water,wet,drenched,cooking,drown,heavy,dip,porous,sponge
328248,26.0,12,safari,lion,africa,car,charity,poaching,truck,jungle,savannah,zebra,giraffe
328248,26.0,13,boiled,egg,stew,rice,pan,water,hot,burnt,oil,oven,cooking
328248,26.0,14,meter,water,electric,measurement,utility,distance,reading,chair,energy,floor,window
332077,33.0,0,serpent,snake,nan,green,scaly,sly,secret,whisper,mystic,,scales
332077,33.0,1,vodka,nan,alcohol,potato,clear,ice,spirit,bottle,smirnoff,coke,cranberry
332077,33.0,2,subtract,takeaway,minus,leave,maths,takeoff,equation,school,children,remove,alter
332077,33.0,3,lamb,baby,spring,shed,ewe,nan,rosemary,gravy,grass,fluffy,wool
332077,33.0,4,left,right,leave,odd,foot,body,return,late,help,injury,hurt
332077,33.0,5,little,small,tiny,child,baby,short,room,car,house,film,petite
332077,33.0,6,squirrel,red,brown,native,,vermin,peanuts,nan,britain,fluffy,quick
332077,33.0,7,choir,sing,song,church,angelic,royal,wedding,christmas,notes,music,piano
332077,33.0,8,circus,clown,nan,tiger,animals,candyfloss,ringmaster,acrobat,trapeze,elephant,films
332077,33.0,9,turkey,christmas,food,dinner,gobble,fat,plump,feather,white,farm,carvery
332077,33.0,10,loaf,bread,head,toast,common,sense,white,granary,seeded,sourdough,bakery
332077,33.0,11,snot,green,phlegm,mucus,game,nose,face,school,children,yuck,hard
332077,33.0,12,shrimp,bubba,gump,forrest,sea,ocean,small,eat,dinner,cooked,salad
332077,33.0,13,be,there,available,help,too,together,shop,simply,love,world,none
332077,33.0,14,pouch,kangaroo,baby,carry,pocket,conceal,hide,stomach,tummy,clothing,roo
342722,33.0,0,want,need,desire,like,require,crave,deserve,have,appreciate,grant,had
342722,33.0,1,best,superior,first,highest,furthest,longest,higher,biggest,strongest,hardest,fast
342722,33.0,2,wet,moist,damp,sopping,drenched,liquid,water,dry,towel,pool,puddle
342722,33.0,3,skinny,thin,frail,gaunt,fat,tall,narrow,wide,small,malnourished,brittle
342722,33.0,4,pet,cat,dog,hamster,rabbit,fish,mouse,rat,snake,lizard,spider
342722,33.0,5,silly,daft,dumb,uneducated,aloof,stupid,dunce,funny,comic,dim,gormless
342722,33.0,6,anxious,nervous,anxiety,jitters,shaking,uncertain,amiss,worried,torn,wary,scared
342722,33.0,7,terrible,bad,negative,horrible,undeserved,rancid,rank,putrid,rubbish,poor,dirty
342722,33.0,8,potato,veg,turnip,parsnip,carrot,sprout,baked,jacket,roasted,dinner,chip
342722,33.0,9,stuff,things,items,inventory,owned,have,possession,mine,ours,shared,given
342722,33.0,10,rifle,gun,pistol,shotgun,machine,bullet,shot,puncture,death,war,fight
342722,33.0,11,trousers,pants,shorts,socks,belt,underwear,pockets,zip,button,shoes,shirt
342722,33.0,12,toilet,bath,bathroom,sink,soap,roll,towel,waste,water,pipe,plumbing
342722,33.0,13,laugh,funny,happy,comic,comical,comedian,sitcom,stand-up,show,film,television
342722,33.0,14,aunt,uncle,niece,cousin,dad,mam,nana,grandfather,relative,family,woman
344189,27.0,0,loose,tight,baggy,lose,clothes,lips,tie,knot,belt,screw,women
344189,27.0,1,right,left,speech,amendment,turn,hand,wrong,write,person,time,plane
344189,27.0,2,beverage,drink,bar,booze,glass,soda,water,can,refreshing,tasty,fridge
344189,27.0,3,oatmeal,healthy,breakfast,bread,porridge,banana,cookie,raisin,thick,rolled,whole
344189,27.0,4,not,ready,fair,negate,and,or,mine,yours,is,it,here
344189,27.0,5,snake,oil,skin,grass,curly,slither,tongue,hiss,character,girl,tail
344189,27.0,6,peaceful,era,war,protest,good,safe,relaxed,times,country,moment,house
344189,27.0,7,sunrise,sunset,morning,early,sky,watch,pretty,picture,beautiful,cloudy,horizon
344189,27.0,8,bird,fly,wings,chirp,beak,nest,roof,blue,sky,robin,crow
344189,27.0,9,attire,suit,clothes,dress,tyre,wear,occasion,nines,black,gray,shoes
344189,27.0,10,back,forward,return,lying,massage,spine,side,front,door,then,reverse
344189,27.0,11,joke,comedian,funny,mean,dig,expense,laugh,outfit,gag,gift,friend
344189,27.0,12,year,this,date,now,month,day,birth,old,ago,century,week
344189,27.0,13,opening,bottle,beginning,introduction,prologue,closing,book,unwrapping,box,video,statement
344189,27.0,14,nasty,mean,horrible,gross,skilled,big,girl,naughty,disgusting,distress,upset
354101,61.0,0,potato,vegetable,mash,roast,baked,chips,fries,salad,field,crop,wedges
354101,61.0,1,best,quality,top,first,premium,premier,winner,beat,overpower,prize,class
354101,61.0,2,trousers,pants,,clothing,legs,pantaloons,clothes,nan,women,clown,press
354101,61.0,3,silly,daft,stupid,string,clown,comedy,party,jester,billy,sausage,play
354101,61.0,4,aunt,lydia,relative,sally,bbc,female,woman,uncle,love,family,close
354101,61.0,5,wet,damp,moist,water,sea,river,rain,thunderstorm,blanket,hair,swim
354101,61.0,6,anxious,stressed,tense,agitated,palpitations,fidget,worried,scared,unwell,panic,move
354101,61.0,7,toilet,lavatory,training,porcelain,cleaner,brush,paper,habits,seat,downstairs,nan
354101,61.0,8,terrible,awful,rotten,bad,poor,evil,nasty,twos,devastated,vile,disgusting
354101,61.0,9,want,desire,need,demand,lack,missing,like,dearth,covet,understand,lost
354101,61.0,10,pet,fuss,pat,animal,fur,hair,sitter,love,adore,stroke,cuddle
354101,61.0,11,stuff,pillow,chicken,turkey,fill,chair,bra,things,items,objects,pasta
354101,61.0,12,skinny,thin,slim,underweight,fries,jeans,model,dancer,gymnast,runner,diet
354101,61.0,13,rifle,shoot,fire,gun,sniper,bullets,sort,competition,farmer,soldier,armed
354101,61.0,14,laugh,happy,jolly,comedy,belly,holler,joke,sitcom,enjoy,stifle,cheerful
35659,37.0,0,shrimp,sea,prawn,fishing,fish,water,small,food,frying,butter,shell
35659,37.0,1,vodka,alcohol,russian,russia,clear,drunk,dangerous,strong,,,powerful
35659,37.0,2,serpent,snake,slippery,smiley,long,viper,cobra,python,boa,rattlesnake,copperhead
35659,37.0,3,squirrel,chipmunk,rodent,raccoon,tree,fur,glider,red,playful,adult,bushy
35659,37.0,4,pouch,bag,sack,backpack,package,purse,wallet,packet,bundle,sachet,gunnysack
35659,37.0,5,snot,mucus,booger,snorter,secretion,nose,nasal,bogey,phlegm,snivel,slime
35659,37.0,6,subtract,discount,abstract,debit,dock,deduct,remove,reduce,decrease,cut,abate
35659,37.0,7,circus,spectacle,festival,hippodrome,bazaar,pageant,exhibit,display,extravaganza,ring,parade
35659,37.0,8,lamb,sheep,innocent,wolf,gentle,weak,chops,wool,cutlets,ewe,meat
35659,37.0,9,be,exist,live,life,alive,occur,happen,arise,transpire,act,endure
35659,37.0,10,choir,singers,chorus,chorale,orchestra,quartet,quintet,sextet,voices,glee,ensemble
35659,37.0,11,left,depart,go,withdraw,exit,pull,quit,,vacate,disappear,abandon
35659,37.0,12,turkey,poultry,fowl,gobble,bird,feathers,claws,gibbet,chick,domestic,leg
35659,37.0,13,little,small,compact,mini,miniature,tiny,minute,miniscule,limited,slight,short
35659,37.0,14,loaf,laze,lounge,loll,idle,time,bread,dally,skive,toil,work
368021,22.0,0,cathedral,church,cheese,monument,christian,catholic,city,building,chapel,tower,religious
368021,22.0,1,triangle,three,sides,equilateral,isosceles,square,circle,dimensions,shape,lines,school
368021,22.0,2,pickles,cucumber,vinegar,glitter,gross,disgusting,smiley,smelly,green,vile,liquid
368021,22.0,3,recliner,chair,sofa,seat,comfort,automated,old,lazy,sedentary,legs,furniture
368021,22.0,4,blind,baking,person,dog,drunk,eyes,sunglasses,dark,black,senses,disabled
368021,22.0,5,procedure,medical,process,hospital,routine,rules,guidelines,instructions,invasive,right,wrong
368021,22.0,6,thought,idea,think,brain,dream,past,present,whimsical,ponder,wonder,pose
368021,22.0,7,vow,promise,wedding,marriage,sincere,honest,optimistic,love,trust,respect,commitment
368021,22.0,8,process,food,procedure,chain,instructions,idea,think,grasp,comprehend,understand,accept
368021,22.0,9,repeat,rewind,replay,echo,obsolete,remind,speak,annoying,reoccur,say,again
368021,22.0,10,messy,mucky,chaotic,dirty,silly,pigsty,nest,crazy,drunk,loose,disorganised
368021,22.0,11,spend,buy,purchase,exhaust,use,expel,acquire,lose,give,time,money
368021,22.0,12,camping,nature,tent,caravan,glamping,outdoors,cold,wet,damp,uncomfortable,miserable
368021,22.0,13,obey,follow,master,commander,owner,guardian,parent,strict,instructions,servant,slave
368021,22.0,14,marble,game,counter,surface,heavy,white,clean,expensive,fun,kitchen,floors
372511,43.0,0,acknowledge,allow,approve,concur,understand,nod,express,reason,form,receive,validate
372511,43.0,1,means,understand,translate,money,resource,logic,explanation,description,expand,ways,leads
372511,43.0,2,bark,bite,shout,growl,rasp,scream,erupt,explode,rough,tree,antagonise
372511,43.0,3,canvass,ask,question,questionnaire,election,poll,study,survey,information,data,compile
372511,43.0,4,stand,up,make,rebel,enemy,oppose,believe,war,monopoly,whole,ally
372511,43.0,5,oak,ash,timber,board,frame,table,veneer,effect,furniture,beech,panel
372511,43.0,6,modest,quiet,meek,humble,easy,human,kind,mice,small,keen,light
372511,43.0,7,scapegoat,heavy,grave,blame,allow,drive,sins,hang,simmer,pain,hate
372511,43.0,8,chapter,long,verse,saga,part,life,page,moving,different,ego,writer
372511,43.0,9,sales,revenue,type,category,data,push,drive,graph,churn,feeding,operation
372511,43.0,10,zoo,animals,cages,bars,monkeys,sad,depressed,violence,snails,distort,hungry
372511,43.0,11,ribs,punch,pain,muscle,cage,open,heart,pork,salt,cook,slow
372511,43.0,12,switch,off,time,power,electricity,fuse,colour,click,change,shoot,away
372511,43.0,13,rodeo,cowboy,cowgirl,horse,bucking,steer,lasso,hat,dust,crowd,redneck
372511,43.0,14,mosquito,flea,insect,disease,malaria,africa,death,net,annoyance,dark,air
374172,26.0,0,joke,funny,laugh,people,prank,comedy,comedian,actor,story,friends,books
374172,26.0,1,peaceful,calm,kind,meditate,sensory,tired,sleep,home,family,friends,routine
374172,26.0,2,sunrise,early,morning,sun,orange,yellow,sky,clouds,sea,beach,holiday
374172,26.0,3,oatmeal,food,breakfast,healthy,morning,bowl,spoon,oats,diet,milk,eat
374172,26.0,4,loose,jeans,clothes,women,fall,rope,pants,hair,shoes,climbing,knot
374172,26.0,5,nasty,mean,harsh,bully,trauma,abuse,cry,upset,push,mental,hit
374172,26.0,6,beverage,drink,alcohol,water,juice,wine,orange,apple,blackcurrant,pineapple,thirst
374172,26.0,7,snake,slime,slither,python,cobra,anaconda,grass,jungle,poison,rattle,dessert
374172,26.0,8,opening,door,class,movie,play,theatre,scene,open,close,start,beginning
374172,26.0,9,attire,clothing,clothes,garments,dress,wear,outfit,robe,turnout,apparel,dressed
374172,26.0,10,not,no,never,neither,nor,without,gone,nothing,able,there,fair
374172,26.0,11,year,days,christmas,birthday,age,easter,halloween,future,past,present,family
374172,26.0,12,right,left,wrong,up,down,direction,way,look,hand,foot,side
374172,26.0,13,bird,animal,wings,fly,chirp,beak,peck,tree,beach,seagull,robin
374172,26.0,14,back,body,behind,pain,past,left,bag,bed,chest,ache,spine
379387,18.0,0,soak,wet,damp,water,rain,tap,sink,bucket,storm,leak,liquid
379387,18.0,1,checking,correct,incorrect,wrong,right,on,off,set,looking,leaks,running
379387,18.0,2,boiled,egg,water,saucepan,steam,heat,fire,pasta,warm,gas,electricity
379387,18.0,3,pale,white,ghostly,wall,paint,flooring,photo,painting,colour,person,colourless
379387,18.0,4,inflation,money,balloon,air,compressor,tyre,rubber,blowing,up,growing,filling
379387,18.0,5,twice,two,multiple,repeat,pair,actions,instruction,answer,reading,finding,measuring
379387,18.0,6,meter,length,spacing,measuring,millimeter,centimeter,ruler,nan,square,inches,feet
379387,18.0,7,safari,animals,giraffe,elephant,monkey,hippo,car,trees,sand,mud,green
379387,18.0,8,oath,word,belief,instructions,motto,pact,group,work,job,film,pair
379387,18.0,9,mussel,exercise,pulling,tearing,strain,damage,stretch,heavy,lifting,movement,nerves
379387,18.0,10,sometimes,occasionally,regularly,often,recurring,repeating,annoyance,job,task,operating,incorrectly
379387,18.0,11,under,over,around,through,table,leak,finding,looking,lost,floor,bridge
379387,18.0,12,atmosphere,air,space,rain,clouds,environment,storm,high,big,above,leaving
379387,18.0,13,perish,suffer,gone,passed,bad,old,used,worn,loose,rubber,food
379387,18.0,14,toil,nan,know,this,word,so,cant,answer,,one,soil
379603,24.0,0,canvass,art,paint,text,produce,craft,paper,medium,artist,draw,create
379603,24.0,1,chapter,book,reading,words,literature,author,information,knowledge,part,section,piece
379603,24.0,2,sales,money,cars,retail,fashion,company,business,earn,sell,clothing,product
379603,24.0,3,means,end,ways,methods,understanding,definition,explain,route,word,this,that
379603,24.0,4,acknowledge,know,learn,understand,recognise,record,notice,identify,state,,see
379603,24.0,5,mosquito,insect,bite,sting,blood,disease,illness,malaria,africa,desert,hot
379603,24.0,6,oak,tree,fir,maple,wood,furniture,table,effect,chair,pattern,colour
379603,24.0,7,bark,wood,tree,dog,texture,leaves,order,plant,nature,rough,dry
379603,24.0,8,rodeo,cow,horse,ride,dangerous,reckless,challenge,first,difficult,scary,hard
379603,24.0,9,scapegoat,blame,accuse,goat,interpret,false,unethical,wrong,unfair,unjust,rude
379603,24.0,10,modest,fashion,quiet,shy,classic,classy,reserved,religious,small,conservative,hidden
379603,24.0,11,zoo,animal,enclosure,nature,lion,tank,cage,zebra,elephant,behaviour,breeding
379603,24.0,12,ribs,cage,bones,anatomy,skeleton,food,pork,bbq,meat,glaze,chest
379603,24.0,13,stand,position,posture,mobile,movement,sit,move,walk,tall,mic,football
379603,24.0,14,switch,light,nintendo,change,swap,turn,power,electric,alter,choose,transition
380526,49.0,0,pardon,justice,excuse,court,burp,posthumous,law,me,criminal,turing,forgive
380526,49.0,1,beginner,new,start,easy,amateur,learning,baby,commence,tough,oops,error
380526,49.0,2,stocking,leg,christmas,nylon,suspenders,shelves,shelving,sexy,foot,packet,black
380526,49.0,3,buck,doe,deer,dollar,leap,bronco,tight,trend,green,million,antlers
380526,49.0,4,brake,car,press,slow,shooting,bike,pull,stop,engine,gears,halt
380526,49.0,5,claims,court,insurance,underwriter,beliefs,faith,money,professes,evidence,tells,persuade
380526,49.0,6,salesman,suit,grey,car,showroom,travelling,case,pinter,persuade,deal,shady
380526,49.0,7,pad,paper,apartment,groovy,cat,foot,prowl,cushion,soft,fill,lined
380526,49.0,8,relativity,theory,einstein,physics,science,concept,matter,energy,abstract,algebra,consideration
380526,49.0,9,occupation,job,habit,war,germany,russian,pastime,career,concentration,preoccupation,time
380526,49.0,10,radiator,warm,car,wall,bleed,heating,air,water,leaky,engine,boiler
380526,49.0,11,sap,tree,maple,energy,drain,rubber,sissy,weak,withdraw,army,dribble
380526,49.0,12,oar,fish,boat,row,rowing,interfere,roar,skulls,canoe,socket,pull
380526,49.0,13,retreat,withdraw,rest,meditate,turn,run,army,religious,yoga,treat,silence
380526,49.0,14,braces,teeth,belt,elastic,trusses,tramlines,brush,sweetcorn,supports,silver,stiffens
381223,38.0,0,spend,money,buy,commercial,economy,consumerism,live,eat,banking,internet,cryptocurrency
381223,38.0,1,vow,wedding,exchange,commitment,marriage,promise,poem,strong,love,cherish,adore
381223,38.0,2,marble,staircase,games,children,stone,cave,geology,geography,earth,world,expensive
381223,38.0,3,procedure,medical,routine,operation,rules,regulation,work,order,control,doctor,surgeon
381223,38.0,4,process,law,order,legal,rules,engagement,regulatory,decision,work,steps,brain
381223,38.0,5,camping,holiday,outdoor,fire,tree,discover,wanderlust,family,memories,survival,marshmallow
381223,38.0,6,thought,think,pensive,brain,memory,regret,happiness,self-contained,worry,concern,joy
381223,38.0,7,triangle,shape,maths,circle,rectangle,algebra,school,ruler,physics,science,calculator
381223,38.0,8,messy,dirty,unorganized,filthy,disgusting,poor,nest,rubbish,depression,sadness,doom
381223,38.0,9,recliner,old,elderly,chair,pensioner,retired,home,newspaper,television,,satisfaction
381223,38.0,10,pickles,green,eat,salt,healthy,cucumber,rick,morty,jar,brine,delicious
381223,38.0,11,blind,disability,support,charity,walk,stick,sensory,assistance,sight,eyes,healthcare
381223,38.0,12,repeat,again,over,television,season,history,re-do,previous,duplicate,copy,more
381223,38.0,13,cathedral,grand,london,paul,history,royalty,queen,king,prince,wedding,marriage
381223,38.0,14,obey,command,order,communism,law,,crime,punishment,enforcement,strict,aggression
3855,25.0,0,occupation,job,work,practice,study,money,colleagues,living,wages,responsibility,finance
3855,25.0,1,oar,boat,rowing,water,wood,sea,steering,pull,manual,float,tool
3855,25.0,2,stocking,christmas,sock,fireplace,soft,foot,tights,presents,coal,hanging,fluffy
3855,25.0,3,salesman,sales,selling,goods,negotiation,money,trading,buyers,people,transaction,spending
3855,25.0,4,retreat,holiday,hide,spa,wellness,escape,reset,unwind,quiet,relax,countryside
3855,25.0,5,buck,horse,money,rear,kick,cash,anger,defence,legs,pounds,teeth
3855,25.0,6,radiator,warmth,heat,houses,air,hot,noise,leak,heating,dial,water
3855,25.0,7,sap,tree,sticky,hole,weeping,messy,unsightly,yellow,oak,wood,wet
3855,25.0,8,brake,pads,car,stop,slow,move,pedal,push,road,safety,mobile
3855,25.0,9,braces,teeth,metal,straight,teenager,crooked,dentist,childhood,bullying,wonky,filling
3855,25.0,10,pardon,manners,prison,spared,free,guilty,jail,america,thanks,polite,chance
3855,25.0,11,pad,period,tampon,women,blood,lady,girl,bra,month,embarrassing,school
3855,25.0,12,relativity,theory,space,complex,science,chance,physics,dependent,relation,smart,intelligence
3855,25.0,13,beginner,start,entry,level,advanced,novice,new,unskilled,temporary,dread,worry
3855,25.0,14,claims,payout,complaint,money,law,stress,victim,defence,protect,pain,accident
388235,20.0,0,shove,push,fall,hit,hurt,move,aggression,fight,anger,rage,mean
388235,20.0,1,slay,kill,murder,dragon,sword,fight,old,knight,battle,myth,legend
388235,20.0,2,zest,lemon,lime,fresh,citrus,fruit,mandarin,bergamot,sour,sharp,pineapple
388235,20.0,3,regret,sad,love,sorrow,melancholy,decisions,life,city,night,girlfriend,boyfriend
388235,20.0,4,legend,myth,wukong,dragon,legacy,history,stories,ancient,nan,epic,quest
388235,20.0,5,caffeine,coffee,tea,energy,tired,focus,sharp,addiction,drug,shaking,headache
388235,20.0,6,mechanical,complex,intricate,motorbike,car,racing,metal,steampunk,industrial,complicated,intelligent
388235,20.0,7,lightheaded,tired,iron,height,ill,headache,medicine,pressure,stress,drugs,rest
388235,20.0,8,mammal,dolphin,human,dog,cat,whale,elephant,animal,oceans,land,evolution
388235,20.0,9,record,camera,video,music,vinyl,album,filing,archive,dates,evaluation,evidence
388235,20.0,10,sling,throw,launch,weapon,injury,hospital,bones,tool,work,singapore,drink
388235,20.0,11,why,wonder,intrigue,confusion,sense,learning,understanding,question,difficult,appreciation,asking
388235,20.0,12,scrap,metal,waste,correlated,copper,iron,steel,fight,battle,argument,alcohol
388235,20.0,13,vote,freedom,choice,will,decision,agreement,discussion,argument,politics,president,parliament
388235,20.0,14,say,speak,vocalise,language,conversation,discussion,agreement,voice,hearing,opinion,thoughts
389012,52.0,0,truth,honesty,valid,hope,power,bible,tell,follow,believe,search,use
389012,52.0,1,response,reply,retaliate,quick,email,move,act,go,effort,try,turn
389012,52.0,2,vulnerable,elderly,infirm,autistic,pensioner,handicapped,disabled,crippled,blind,deaf,innocent
389012,52.0,3,peace,calm,quiet,serene,tranquil,steady,harmony,agreement,united,silence,happiness
389012,52.0,4,suede,blue,elvis,shoes,leather,material,stylish,popular,trendy,fashionable,retail
389012,52.0,5,live,habitat,exist,dwell,alive,habituate,enjoy,breathe,prosper,do,work
389012,52.0,6,organ,piano,instrument,musical,music,church,sound,notes,loud,wurlitzer,mouthpiece
389012,52.0,7,smog,smoke,black,grey,choking,pollution,factories,billowing,unhealthy,thick,acrid
389012,52.0,8,adult,man,woman,grownup,mature,old,example,role,model,developed,sexual
389012,52.0,9,web,internet,spider,catch,flies,worldwide,intricate,clever,beautiful,shape,spin
389012,52.0,10,sex,male,female,transgender,binary,non-binary,positions,appetite,desire,hormones,love
389012,52.0,11,reflection,mirror,image,think,mind,conclusion,thoughts,analysis,sift,study,ratings
389012,52.0,12,wall,brick,strong,straight,sturdy,house,building,castle,home,boundary,edge
389012,52.0,13,chapel,church,pray,congregation,people,altar,lectern,preaching,wedding,christening,vicar
389012,52.0,14,mushroom,vegetable,toadstool,fry,organic,natural,woodland,edible,tasty,soup,blossom
391668,74.0,0,vodka,drinks,pub,russia,cocktails,social,alcohol,christmas,weekends,lime,ice
391668,74.0,1,circus,clowns,tents,lions,trapeze,travelling,acrobats,caravans,horses,ring,children
391668,74.0,2,squirrel,grey,red,tail,trees,nuts,rodent,climbing,stealing,burying,winter
391668,74.0,3,left,right,gone,hand,foot,side,wing,back,home,departed,politics
391668,74.0,4,choir,singing,master,church,songs,people,voices,christmas,salvation,faith,funerals
391668,74.0,5,serpent,snake,reptile,evil,devil,garden,eve,venom,bite,death,fear
391668,74.0,6,be,there,where,cause,fore,hind,kind,hope,too,not,when
391668,74.0,7,lamb,sheep,wool,field,easter,legs,chops,farms,meat,jumpers,spring
391668,74.0,8,snot,green,nose,cold,flu,winter,medicine,tissue,ill,bed,runny
391668,74.0,9,turkey,legs,christmas,dinner,family,stuffing,party,sandwich,crown,shopping,america
391668,74.0,10,loaf,bread,toast,brown,white,sliced,baker,dough,oven,sandwich,cobs
391668,74.0,11,little,large,small,tiny,children,gaps,time,people,lads,girl,money
391668,74.0,12,shrimp,prawn,sea,starter,ocean,shell,cocktail,sauce,meal,trawlers,nets
391668,74.0,13,subtract,take,add,divide,multiply,maths,school,college,smaller,less,remains
391668,74.0,14,pouch,bag,purse,kangaroo,joey,items,money,container,shopping,skippy,wallaby
394231,29.0,0,score,goal,match,game,ball,drugs,television,football,rugby,watch,sport
394231,29.0,1,permission,allow,grant,approve,decline,child,school,adult,children,parent,restrictions
394231,29.0,2,boss,work,employer,office,pay,money,wage,superior,hierarchy,brand,clothing
394231,29.0,3,loyal,dog,pet,friend,family,partner,husband,monogamy,cheating,kindness,obey
394231,29.0,4,piston,car,bed,ottoman,storage,pump,lever,expense,mot,test,problem
394231,29.0,5,menthol,mint,alcohol,science,ingredient,cows,scientist,toothpaste,mouthwash,drink,cocktail
394231,29.0,6,transportation,car,bus,train,taxi,boat,ferry,aeroplane,moving,city,work
394231,29.0,7,still,water,rest,statue,stop,movement,weather,death,elderly,quiet,eery
394231,29.0,8,unit,storage,space,home,furniture,decoration,clutter,dust,chaos,overwhelm,expense
394231,29.0,9,zone,clear,air,swimming,pool,leisure,centre,cost,fast,slow,speed
394231,29.0,10,bless,church,religion,bracelet,buddhism,monks,ceremony,cambodia,god,jesus,kind
394231,29.0,11,anchor,boat,yacht,sea,lake,tide,water,rocks,sand,blue,waves
394231,29.0,12,intake,water,fluid,food,nutrition,calories,diet,weight,money,tax,income
394231,29.0,13,mold,chocolate,bake,baker,baking,cake,christmas,spores,bathroom,black,ill
394231,29.0,14,pole,north,santa,rudolph,reindeer,christmas,dance,dancing,strippers,fitness,money
399785,46.0,0,nasty,awful,unpleasant,horrid,rude,painful,bad,mean,disgusting,unkind,foul
399785,46.0,1,beverage,drink,fluid,water,refreshment,brew,cuppa,liquid,tea,coffee,squash
