experiment,participant_id,age,trial_order,stimulus,response
open,173436,22.0,9,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed?",no
open,173436,22.0,10,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to?",yes
open,173436,22.0,11,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone?",yes
open,173436,22.0,12,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed?",no
open,173436,22.0,13,"The door is red. In this context, is the door red?",yes
open,173436,22.0,14,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary?",no
open,173436,22.0,15,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone?",yes
open,173436,22.0,16,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone?",yes
open,173436,22.0,17,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed?",no
open,173436,22.0,18,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed?",yes
open,173436,22.0,19,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed?",no
open,173436,22.0,20,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed?",no
open,173436,22.0,21,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy?",yes
open,173436,22.0,22,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone?",yes
open,173436,22.0,23,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed?",no
open,173436,22.0,24,"The door is green. In this context, is the door blue?",no
open,173436,22.0,25,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to?",yes
open,173436,22.0,26,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone?",yes
open,173436,22.0,27,"The door is red. In this context, is the door red?",yes
open,173436,22.0,28,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid?",no
open,173436,22.0,29,"The door is green. In this context, is the door blue?",no
open,173436,22.0,30,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed?",no
open,173436,22.0,31,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased?",yes
open,173436,22.0,32,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed?",no
open,173436,22.0,33,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted?",no
open,173436,22.0,34,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted?",no
open,173436,22.0,35,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone?",yes
open,173436,22.0,36,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased?",yes
open,173436,22.0,37,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged?",no
open,173436,22.0,38,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary?",no
open,173436,22.0,39,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed?",yes
open,173436,22.0,40,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid?",no
open,173436,22.0,41,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed?",no
open,173436,22.0,42,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary?",no
open,173436,22.0,43,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed?",no
open,173436,22.0,44,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy?",yes
open,173436,22.0,45,"The door is green. In this context, is the door blue?",no
open,173436,22.0,46,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed?",no
open,173436,22.0,47,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone?",yes
open,173436,22.0,48,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone?",yes
open,173436,22.0,49,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged?",no
open,173436,22.0,50,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone?",yes
open,173436,22.0,51,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed?",yes
open,173436,22.0,52,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid?",no
open,173436,22.0,53,"The door is red. In this context, is the door red?",yes
open,173436,22.0,54,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed?",yes
open,173436,22.0,55,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed?",yes
open,173436,22.0,56,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged?",no
open,173436,22.0,57,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased?",yes
open,173436,22.0,58,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone?",yes
open,173436,22.0,59,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone?",yes
open,173436,22.0,60,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed?",no
open,173436,22.0,61,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone?",yes
open,173436,22.0,62,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone?",yes
open,173436,22.0,63,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone?",yes
open,173436,22.0,64,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed?",yes
open,173436,22.0,65,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed?",no
open,173436,22.0,66,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to?",yes
open,17794,24.0,1,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained?",no
open,17794,24.0,2,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped?",no
open,17794,24.0,3,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone?",yes
open,17794,24.0,4,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone?",yes
open,17794,24.0,5,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone?",no
open,17794,24.0,6,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone?",yes
open,17794,24.0,7,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for?",yes
open,17794,24.0,8,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone?",no
open,17794,24.0,9,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased?",no
open,17794,24.0,10,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at?",yes
open,17794,24.0,11,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone?",yes
open,17794,24.0,12,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for?",yes
open,17794,24.0,13,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen?",yes
open,17794,24.0,14,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed?",no
open,17794,24.0,15,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for?",yes
open,17794,24.0,16,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone?",yes
open,17794,24.0,17,"Mary was kissed by Molly and Franck. In this context, was Molly kissed?",no
open,17794,24.0,18,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased?",no
open,17794,24.0,19,"The door is red. In this context, is the door red?",yes
open,17794,24.0,20,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed?",no
open,17794,24.0,21,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone?",no
open,17794,24.0,22,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John?",no
open,17794,24.0,23,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at?",yes
open,17794,24.0,24,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone?",yes
open,17794,24.0,25,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained?",no
open,17794,24.0,26,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained?",no
open,17794,24.0,27,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone?",no
open,17794,24.0,28,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed?",no
open,17794,24.0,29,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John?",no
open,17794,24.0,30,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone?",yes
open,17794,24.0,31,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased?",no
open,17794,24.0,32,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for?",no
open,17794,24.0,33,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed?",no
open,17794,24.0,34,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone?",yes
open,17794,24.0,35,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for?",yes
open,17794,24.0,36,"The door is green. In this context, is the door blue?",no
open,17794,24.0,37,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen?",yes
open,17794,24.0,38,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone?",no
open,17794,24.0,39,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped?",no
open,17794,24.0,40,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone?",yes
open,17794,24.0,41,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped?",no
open,17794,24.0,42,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John?",no
open,17794,24.0,43,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky?",no
open,17794,24.0,44,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone?",no
open,17794,24.0,45,"The door is green. In this context, is the door blue?",no
open,17794,24.0,46,"The door is green. In this context, is the door blue?",no
open,17794,24.0,47,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone?",yes
open,17794,24.0,48,"The door is red. In this context, is the door red?",yes
open,17794,24.0,49,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone?",no
open,17794,24.0,50,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone?",yes
open,17794,24.0,51,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone?",yes
open,17794,24.0,52,"The door is red. In this context, is the door red?",yes
open,17794,24.0,53,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky?",no
open,17794,24.0,54,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen?",yes
open,17794,24.0,55,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky?",no
open,17794,24.0,56,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at?",yes
open,17794,24.0,57,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed?",no
open,17794,24.0,58,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone?",yes
open,17794,24.0,59,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone?",yes
open,17794,24.0,60,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone?",no
open,17794,24.0,61,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for?",yes
open,17794,24.0,62,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone?",yes
open,17794,24.0,63,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone?",no
open,17794,24.0,64,"Mary was kissed by Molly and Franck. In this context, was Molly kissed?",no
open,17794,24.0,65,"Mary was kissed by Molly and Franck. In this context, was Molly kissed?",no
open,17794,24.0,66,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed?",no
open,180339,20.0,1,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed?",yes
open,180339,20.0,2,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed?",yes
open,180339,20.0,3,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed?",yes
open,180339,20.0,4,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone?",no
open,180339,20.0,5,"The door is green. In this context, is the door blue?",no
open,180339,20.0,6,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed?",yes
open,180339,20.0,7,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed?",no
open,180339,20.0,8,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted?",no
open,180339,20.0,9,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed?",no
open,180339,20.0,10,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed?",yes
open,180339,20.0,11,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased?",yes
open,180339,20.0,12,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone?",yes
open,180339,20.0,13,"The door is red. In this context, is the door red?",yes
open,180339,20.0,14,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed?",no
open,180339,20.0,15,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone?",no
open,180339,20.0,16,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed?",no
open,180339,20.0,17,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone?",yes
open,180339,20.0,18,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone?",yes
open,180339,20.0,19,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone?",yesz
open,180339,20.0,20,"The door is red. In this context, is the door red?",yes
open,180339,20.0,21,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid?",no
open,180339,20.0,22,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone?",yes
open,180339,20.0,23,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed?",yes
open,180339,20.0,24,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid?",no
open,180339,20.0,25,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone?",yes
open,180339,20.0,26,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased?",yes
open,180339,20.0,27,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone?",yes
open,180339,20.0,28,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed?",no
open,180339,20.0,29,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed?",no
open,180339,20.0,30,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed?",no
open,180339,20.0,31,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted?",no
open,180339,20.0,32,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone?",yes
open,180339,20.0,33,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to?",yes
open,180339,20.0,34,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged?",no
open,180339,20.0,35,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted?",no
open,180339,20.0,36,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary?",no
open,180339,20.0,37,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary?",no
open,180339,20.0,38,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged?",no
open,180339,20.0,39,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed?",no
open,180339,20.0,40,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to?",yes
open,180339,20.0,41,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed?",no
open,180339,20.0,42,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary?",no
open,180339,20.0,43,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to?",yes
open,180339,20.0,44,"The door is green. In this context, is the door blue?",no
open,180339,20.0,45,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid?",no
open,180339,20.0,46,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed?",no
open,180339,20.0,47,"The door is green. In this context, is the door blue?",no
open,180339,20.0,48,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed?",no
open,180339,20.0,49,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed?",yes
open,180339,20.0,50,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone?",yes
open,180339,20.0,51,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed?",no
open,180339,20.0,52,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged?",no
open,180339,20.0,53,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone?",no
open,180339,20.0,54,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy?",yes
open,180339,20.0,55,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone?",yes
open,180339,20.0,56,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy?",yes
open,180339,20.0,57,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed?",no
open,180339,20.0,58,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone?",yes
open,180339,20.0,59,"The door is red. In this context, is the door red?",yes
open,180339,20.0,60,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased?",yes
open,180339,20.0,61,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed?",yes
open,180339,20.0,62,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy?",yes
open,180339,20.0,63,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed?",no
open,180339,20.0,64,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed?",yes
open,180339,20.0,65,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone?",yes
open,180339,20.0,66,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed?",no
open,182868,28.0,1,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone?",no
open,182868,28.0,2,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone?",no
open,182868,28.0,3,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy?",yes
open,182868,28.0,4,"The door is green. In this context, is the door blue?",no
open,182868,28.0,5,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged?",yes
open,182868,28.0,6,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone?",yes
open,182868,28.0,7,"The door is green. In this context, is the door blue?",no
open,182868,28.0,8,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged?",yes
open,182868,28.0,9,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to?",yes
open,182868,28.0,10,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone?",yes
open,182868,28.0,11,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed?",yes
open,182868,28.0,12,"The door is green. In this context, is the door blue?",no
open,182868,28.0,13,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted?",yes
open,182868,28.0,14,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed?",yes
open,182868,28.0,15,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed?",yes
open,182868,28.0,16,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone?",yes
open,182868,28.0,17,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed?",yes
open,182868,28.0,18,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed?",yes
open,182868,28.0,19,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy?",yes
open,182868,28.0,20,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone?",no
open,182868,28.0,21,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed?",yes
open,182868,28.0,22,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary?",no
open,182868,28.0,23,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased?",yes
open,182868,28.0,24,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed?",yes
open,182868,28.0,25,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone?",yes
open,182868,28.0,26,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid?",no
open,182868,28.0,27,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed?",yes
open,182868,28.0,28,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed?",yes
open,182868,28.0,29,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone?",yes
open,182868,28.0,30,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone?",yes
open,182868,28.0,31,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed?",yes
open,182868,28.0,32,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy?",yes
open,182868,28.0,33,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed?",yes
open,182868,28.0,34,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed?",yes
open,182868,28.0,35,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed?",yes
open,182868,28.0,36,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed?",yes
open,182868,28.0,37,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone?",yes
open,182868,28.0,38,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased?",yes
open,182868,28.0,39,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to?",yes
open,182868,28.0,40,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed?",yes
open,182868,28.0,41,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed?",yes
open,182868,28.0,42,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed?",yes
open,182868,28.0,43,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to?",yes
open,182868,28.0,44,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone?",no
open,182868,28.0,45,"The door is red. In this context, is the door red?",yes
open,182868,28.0,46,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted?",yes
open,182868,28.0,47,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed?",yes
open,182868,28.0,48,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed?",yes
open,182868,28.0,49,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed?",yes
open,182868,28.0,50,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary?",no
open,182868,28.0,51,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone?",no
open,182868,28.0,52,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid?",no
open,182868,28.0,53,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed?",yes
open,182868,28.0,54,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone?",yes
open,182868,28.0,55,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed?",yes
open,182868,28.0,56,"The door is red. In this context, is the door red?",yes
open,182868,28.0,57,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed?",yes
open,182868,28.0,58,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased?",yes
open,182868,28.0,59,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid?",no
open,182868,28.0,60,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone?",no
open,182868,28.0,61,"The door is red. In this context, is the door red?",yes
open,182868,28.0,62,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged?",yes
open,182868,28.0,63,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted?",yes
