participant_id,age,gender,education,handedness,country_of_residence,years_spent_in_countries_of_residence,stimulus,response,rt,rt_measure
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,"7. Περισσότερα παιδιά έχουν τελειώσει το σχολείο απ’ ό,τι εσύ. More kids have finished school than you have.",Correct,4888,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,"8. Περισσότεροι άντρες έχουν τελειώσει το σχολείο απ’ ό,τι αυτός. More men have finished school than he has.",Wrong,7257,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,"9. Περισσότεροι άντρες έχουν τελειώσει το λύκειο απ’ ό,τι αυτή. More men have finished high school than she has.",Neither,10228,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,"10. Λιγότεροι άνθρωποι έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. Fewer people have finished high school than I have.",Wrong,5130,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,"11. Περισσότερες φορές πήγα στην Αγγλία απ’ ό,τι στη Γερμανία. More times I visited England than Germany.",Neither,3871,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,"12. Περισσότερες φορές τρώω στο γραφείο μου απ’ ό,τι στο σπίτι μου. More times I eat at my office than at my house.",Correct,14693,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,"13. Περισσότερες φορές πηγαίνω στο σινεμά απ’ ό,τι στο θέατρο. More times Ι go to the cinema than to the theater.",Correct,7797,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,"14. Περισσότερες φορές πηγαίνουμε στη θάλασσα απ’ό,τι στο βουνό. More times we go to the sea than to the mountain.",Correct,5136,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,"15. Περισσότερες φορές μαγειρεύω μόνη μου απ’ ό,τι με τους φίλους.",Neither,3568,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,16. Το κλειδί εκείνων των συρταριών βρίσκονται στο μαρμάρινο τραπέζι. The key to these cabinets are on the marble table.,Wrong,6335,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,17. Η κόρη των δασκάλων της Μαρίνας στέκονται στην αυλή του σχολείου. The daughter of Marina’s teachers are standing in the school yard.,Wrong,7099,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,18. To σκυλάκι των παιδιών των γειτόνων μας παίζουν ήσυχα στον κήπο τους. The doggie of our neighbours’ kids are playing quietly in the garden.,Wrong,5738,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,19. Η φλόγα των κεριών στα τραπεζάκια του μπαρ τρεμόπαιζαν στο σκοτάδι. The flame of the candles on the tables of the bar were flickering in the darkness.,Wrong,7020,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,20. Ο θόρυβος από τα τραγούδια των μαθητών μας δεν σταματούν ποτέ. The noise from the songs of our students never end.,Wrong,3399,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,21. Τα βιβλία της κόρης του Κωνσταντίνου βρίσκεται στη βιβλιοθήκη. The books of Konstantinos’ daughter is at the library.,Wrong,2768,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,22. H βαλίτσα των διάσημων τραγουδιστών ξεχάστηκαν μέσα στο ταξί. The suitcase of the famous singers were forgotten in the taxi.,Wrong,4425,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,23. Η θήκη εκείνων των φακών επαφής βρίσκονται στο πάνω συρτάρι. The case of these contact lenses are on the top shelf.,Correct,8090,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,24. Οι ηθοποιοί που ο σκηνοθέτης οδηγεί τους ακούει σιωπηλά. The actors that the director guides listens to them silently.,Wrong,4434,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,25. Οι ποδηλάτες που ο οδηγός βλέπει κάθε Δευτέρα τους χαιρετά. The bicyclists that the driver sees every Monday salutes them.,Wrong,2904,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,26. Οι μαθητές που ο δάσκαλος απέβαλλε τους έκανε παράπονο. The students that the teacher expelled complained to them.,Wrong,3544,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,27. Οι ασθενείς που ο γιατρός κούραρε τους ευχαρίστησε πολύ θερμά. The patients that the doctor cured thanked them profoundly.,Neither,4175,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,28. Οι μουσικοί που ο μαέστρος διευθύνει τους ακούει προσεκτικά. The musicians that the maestro conducts listens to them carefully.,Wrong,6875,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,29. Οι κολυμβητές που ο προπονητής ανέλαβε πάντα τους ακούει. The swimmers that the trainer took on always listen to them.,Wrong,2945,keypress
ced19ab162ff606fe5ce0e9a24c5ad56,36,Female,Tertiary,R,Norway,13,30. Οι γραμματείς που ο διευθυντής προσέλαβε τους απογοήτευσε. The secretaries that the director hired disappointed them.,Wrong,8392,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"1. Περισσότεροι άνθρωποι έχουν πάει στο Λονδίνο απ’ ό,τι εγώ. More people have been to London than I have.",Wrong,5374,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"2. Περισσότεροι άνθρωποι έχουν πάει στο Μιλάνο απ’ ό,τι εσύ. More people have been to Milan than you have.",Wrong,17502,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"3. Περισσότερα αγόρια έχουν πάει στο Παρίσι απ’ ό,τι αυτός. More boys have been to Paris than he has.",Wrong,5635,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"4. Περισσότερα κορίτσια έχουν πάει στη Στοκχόλμη απ’ ό,τι αυτός. More girls have been to Stockholm than he has.",Wrong,3121,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"5. Λιγότεροι άνθρωποι έχουν πάει στο Βερολίνο απ’ ό,τι εγώ. Fewer people have been to Berlin than I have.",Wrong,6517,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"6. Περισσότερα παιδιά έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. More kids have finished high school than I have.",Wrong,2636,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"7. Περισσότερα παιδιά έχουν τελειώσει το σχολείο απ’ ό,τι εσύ. More kids have finished school than you have.",Wrong,6456,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"8. Περισσότεροι άντρες έχουν τελειώσει το σχολείο απ’ ό,τι αυτός. More men have finished school than he has.",Wrong,4160,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"9. Περισσότεροι άντρες έχουν τελειώσει το λύκειο απ’ ό,τι αυτή. More men have finished high school than she has.",Wrong,2800,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"10. Λιγότεροι άνθρωποι έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. Fewer people have finished high school than I have.",Wrong,2798,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"11. Περισσότερες φορές πήγα στην Αγγλία απ’ ό,τι στη Γερμανία. More times I visited England than Germany.",Correct,7079,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"12. Περισσότερες φορές τρώω στο γραφείο μου απ’ ό,τι στο σπίτι μου. More times I eat at my office than at my house.",Correct,7779,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"13. Περισσότερες φορές πηγαίνω στο σινεμά απ’ ό,τι στο θέατρο. More times Ι go to the cinema than to the theater.",Correct,5041,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"14. Περισσότερες φορές πηγαίνουμε στη θάλασσα απ’ό,τι στο βουνό. More times we go to the sea than to the mountain.",Correct,8916,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,"15. Περισσότερες φορές μαγειρεύω μόνη μου απ’ ό,τι με τους φίλους.",Neither,12148,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,16. Το κλειδί εκείνων των συρταριών βρίσκονται στο μαρμάρινο τραπέζι. The key to these cabinets are on the marble table.,Neither,11563,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,17. Η κόρη των δασκάλων της Μαρίνας στέκονται στην αυλή του σχολείου. The daughter of Marina’s teachers are standing in the school yard.,Wrong,13731,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,18. To σκυλάκι των παιδιών των γειτόνων μας παίζουν ήσυχα στον κήπο τους. The doggie of our neighbours’ kids are playing quietly in the garden.,Wrong,7721,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,19. Η φλόγα των κεριών στα τραπεζάκια του μπαρ τρεμόπαιζαν στο σκοτάδι. The flame of the candles on the tables of the bar were flickering in the darkness.,Wrong,12174,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,20. Ο θόρυβος από τα τραγούδια των μαθητών μας δεν σταματούν ποτέ. The noise from the songs of our students never end.,Wrong,7549,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,21. Τα βιβλία της κόρης του Κωνσταντίνου βρίσκεται στη βιβλιοθήκη. The books of Konstantinos’ daughter is at the library.,Wrong,6301,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,22. H βαλίτσα των διάσημων τραγουδιστών ξεχάστηκαν μέσα στο ταξί. The suitcase of the famous singers were forgotten in the taxi.,Wrong,4513,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,23. Η θήκη εκείνων των φακών επαφής βρίσκονται στο πάνω συρτάρι. The case of these contact lenses are on the top shelf.,Wrong,7499,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,24. Οι ηθοποιοί που ο σκηνοθέτης οδηγεί τους ακούει σιωπηλά. The actors that the director guides listens to them silently.,Wrong,16789,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,25. Οι ποδηλάτες που ο οδηγός βλέπει κάθε Δευτέρα τους χαιρετά. The bicyclists that the driver sees every Monday salutes them.,Wrong,14704,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,26. Οι μαθητές που ο δάσκαλος απέβαλλε τους έκανε παράπονο. The students that the teacher expelled complained to them.,Wrong,6391,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,27. Οι ασθενείς που ο γιατρός κούραρε τους ευχαρίστησε πολύ θερμά. The patients that the doctor cured thanked them profoundly.,Wrong,16469,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,28. Οι μουσικοί που ο μαέστρος διευθύνει τους ακούει προσεκτικά. The musicians that the maestro conducts listens to them carefully.,Wrong,23147,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,29. Οι κολυμβητές που ο προπονητής ανέλαβε πάντα τους ακούει. The swimmers that the trainer took on always listen to them.,Wrong,9931,keypress
ade3b4ee9ee7e9c178b119928c5d8cdf,46,Male,Tertiary,R,Norway,6,30. Οι γραμματείς που ο διευθυντής προσέλαβε τους απογοήτευσε. The secretaries that the director hired disappointed them.,Correct,28474,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"1. Περισσότεροι άνθρωποι έχουν πάει στο Λονδίνο απ’ ό,τι εγώ. More people have been to London than I have.",Wrong,2133,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"2. Περισσότεροι άνθρωποι έχουν πάει στο Μιλάνο απ’ ό,τι εσύ. More people have been to Milan than you have.",Wrong,2779,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"3. Περισσότερα αγόρια έχουν πάει στο Παρίσι απ’ ό,τι αυτός. More boys have been to Paris than he has.",Wrong,2145,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"4. Περισσότερα κορίτσια έχουν πάει στη Στοκχόλμη απ’ ό,τι αυτός. More girls have been to Stockholm than he has.",Wrong,4197,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"5. Λιγότεροι άνθρωποι έχουν πάει στο Βερολίνο απ’ ό,τι εγώ. Fewer people have been to Berlin than I have.",Wrong,6037,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"6. Περισσότερα παιδιά έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. More kids have finished high school than I have.",Wrong,2550,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"7. Περισσότερα παιδιά έχουν τελειώσει το σχολείο απ’ ό,τι εσύ. More kids have finished school than you have.",Wrong,1674,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"8. Περισσότεροι άντρες έχουν τελειώσει το σχολείο απ’ ό,τι αυτός. More men have finished school than he has.",Wrong,8753,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"9. Περισσότεροι άντρες έχουν τελειώσει το λύκειο απ’ ό,τι αυτή. More men have finished high school than she has.",Wrong,1799,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"10. Λιγότεροι άνθρωποι έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. Fewer people have finished high school than I have.",Wrong,2195,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"11. Περισσότερες φορές πήγα στην Αγγλία απ’ ό,τι στη Γερμανία. More times I visited England than Germany.",Correct,3519,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"12. Περισσότερες φορές τρώω στο γραφείο μου απ’ ό,τι στο σπίτι μου. More times I eat at my office than at my house.",Correct,3008,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"13. Περισσότερες φορές πηγαίνω στο σινεμά απ’ ό,τι στο θέατρο. More times Ι go to the cinema than to the theater.",Correct,3702,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"14. Περισσότερες φορές πηγαίνουμε στη θάλασσα απ’ό,τι στο βουνό. More times we go to the sea than to the mountain.",Correct,6514,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,"15. Περισσότερες φορές μαγειρεύω μόνη μου απ’ ό,τι με τους φίλους.",Correct,2534,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,16. Το κλειδί εκείνων των συρταριών βρίσκονται στο μαρμάρινο τραπέζι. The key to these cabinets are on the marble table.,Wrong,2844,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,17. Η κόρη των δασκάλων της Μαρίνας στέκονται στην αυλή του σχολείου. The daughter of Marina’s teachers are standing in the school yard.,Wrong,4056,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,18. To σκυλάκι των παιδιών των γειτόνων μας παίζουν ήσυχα στον κήπο τους. The doggie of our neighbours’ kids are playing quietly in the garden.,Wrong,5037,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,19. Η φλόγα των κεριών στα τραπεζάκια του μπαρ τρεμόπαιζαν στο σκοτάδι. The flame of the candles on the tables of the bar were flickering in the darkness.,Correct,8161,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,20. Ο θόρυβος από τα τραγούδια των μαθητών μας δεν σταματούν ποτέ. The noise from the songs of our students never end.,Wrong,5750,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,21. Τα βιβλία της κόρης του Κωνσταντίνου βρίσκεται στη βιβλιοθήκη. The books of Konstantinos’ daughter is at the library.,Wrong,2412,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,22. H βαλίτσα των διάσημων τραγουδιστών ξεχάστηκαν μέσα στο ταξί. The suitcase of the famous singers were forgotten in the taxi.,Wrong,3003,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,23. Η θήκη εκείνων των φακών επαφής βρίσκονται στο πάνω συρτάρι. The case of these contact lenses are on the top shelf.,Wrong,4405,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,24. Οι ηθοποιοί που ο σκηνοθέτης οδηγεί τους ακούει σιωπηλά. The actors that the director guides listens to them silently.,Wrong,4087,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,25. Οι ποδηλάτες που ο οδηγός βλέπει κάθε Δευτέρα τους χαιρετά. The bicyclists that the driver sees every Monday salutes them.,Neither,7179,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,26. Οι μαθητές που ο δάσκαλος απέβαλλε τους έκανε παράπονο. The students that the teacher expelled complained to them.,Wrong,4918,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,27. Οι ασθενείς που ο γιατρός κούραρε τους ευχαρίστησε πολύ θερμά. The patients that the doctor cured thanked them profoundly.,Neither,7509,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,28. Οι μουσικοί που ο μαέστρος διευθύνει τους ακούει προσεκτικά. The musicians that the maestro conducts listens to them carefully.,Wrong,7903,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,29. Οι κολυμβητές που ο προπονητής ανέλαβε πάντα τους ακούει. The swimmers that the trainer took on always listen to them.,Neither,7138,keypress
c6fd1a06a79c05993436fb4739d785a2,29,Female,Tertiary,R,Sweden,5,30. Οι γραμματείς που ο διευθυντής προσέλαβε τους απογοήτευσε. The secretaries that the director hired disappointed them.,Wrong,5490,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"1. Περισσότεροι άνθρωποι έχουν πάει στο Λονδίνο απ’ ό,τι εγώ. More people have been to London than I have.",Correct,5981,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"2. Περισσότεροι άνθρωποι έχουν πάει στο Μιλάνο απ’ ό,τι εσύ. More people have been to Milan than you have.",Correct,6972,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"3. Περισσότερα αγόρια έχουν πάει στο Παρίσι απ’ ό,τι αυτός. More boys have been to Paris than he has.",Neither,3413,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"4. Περισσότερα κορίτσια έχουν πάει στη Στοκχόλμη απ’ ό,τι αυτός. More girls have been to Stockholm than he has.",Neither,5105,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"5. Λιγότεροι άνθρωποι έχουν πάει στο Βερολίνο απ’ ό,τι εγώ. Fewer people have been to Berlin than I have.",Neither,4712,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"6. Περισσότερα παιδιά έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. More kids have finished high school than I have.",Correct,5274,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"7. Περισσότερα παιδιά έχουν τελειώσει το σχολείο απ’ ό,τι εσύ. More kids have finished school than you have.",Neither,2644,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"8. Περισσότεροι άντρες έχουν τελειώσει το σχολείο απ’ ό,τι αυτός. More men have finished school than he has.",Neither,2157,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"9. Περισσότεροι άντρες έχουν τελειώσει το λύκειο απ’ ό,τι αυτή. More men have finished high school than she has.",Neither,3349,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"10. Λιγότεροι άνθρωποι έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. Fewer people have finished high school than I have.",Correct,4497,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"11. Περισσότερες φορές πήγα στην Αγγλία απ’ ό,τι στη Γερμανία. More times I visited England than Germany.",Correct,6566,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"12. Περισσότερες φορές τρώω στο γραφείο μου απ’ ό,τι στο σπίτι μου. More times I eat at my office than at my house.",Correct,3084,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"13. Περισσότερες φορές πηγαίνω στο σινεμά απ’ ό,τι στο θέατρο. More times Ι go to the cinema than to the theater.",Correct,2323,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"14. Περισσότερες φορές πηγαίνουμε στη θάλασσα απ’ό,τι στο βουνό. More times we go to the sea than to the mountain.",Correct,2775,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,"15. Περισσότερες φορές μαγειρεύω μόνη μου απ’ ό,τι με τους φίλους.",Correct,4090,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,16. Το κλειδί εκείνων των συρταριών βρίσκονται στο μαρμάρινο τραπέζι. The key to these cabinets are on the marble table.,Correct,3005,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,17. Η κόρη των δασκάλων της Μαρίνας στέκονται στην αυλή του σχολείου. The daughter of Marina’s teachers are standing in the school yard.,Wrong,5569,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,18. To σκυλάκι των παιδιών των γειτόνων μας παίζουν ήσυχα στον κήπο τους. The doggie of our neighbours’ kids are playing quietly in the garden.,Wrong,5758,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,19. Η φλόγα των κεριών στα τραπεζάκια του μπαρ τρεμόπαιζαν στο σκοτάδι. The flame of the candles on the tables of the bar were flickering in the darkness.,Correct,2792,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,20. Ο θόρυβος από τα τραγούδια των μαθητών μας δεν σταματούν ποτέ. The noise from the songs of our students never end.,Correct,6159,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,21. Τα βιβλία της κόρης του Κωνσταντίνου βρίσκεται στη βιβλιοθήκη. The books of Konstantinos’ daughter is at the library.,Wrong,3725,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,22. H βαλίτσα των διάσημων τραγουδιστών ξεχάστηκαν μέσα στο ταξί. The suitcase of the famous singers were forgotten in the taxi.,Correct,3444,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,23. Η θήκη εκείνων των φακών επαφής βρίσκονται στο πάνω συρτάρι. The case of these contact lenses are on the top shelf.,Wrong,4361,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,24. Οι ηθοποιοί που ο σκηνοθέτης οδηγεί τους ακούει σιωπηλά. The actors that the director guides listens to them silently.,Wrong,7727,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,25. Οι ποδηλάτες που ο οδηγός βλέπει κάθε Δευτέρα τους χαιρετά. The bicyclists that the driver sees every Monday salutes them.,Wrong,9239,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,26. Οι μαθητές που ο δάσκαλος απέβαλλε τους έκανε παράπονο. The students that the teacher expelled complained to them.,Wrong,5640,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,27. Οι ασθενείς που ο γιατρός κούραρε τους ευχαρίστησε πολύ θερμά. The patients that the doctor cured thanked them profoundly.,Wrong,3795,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,28. Οι μουσικοί που ο μαέστρος διευθύνει τους ακούει προσεκτικά. The musicians that the maestro conducts listens to them carefully.,Neither,12638,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,29. Οι κολυμβητές που ο προπονητής ανέλαβε πάντα τους ακούει. The swimmers that the trainer took on always listen to them.,Neither,4686,keypress
420b817bbb47fcce34eed279744e26a0,37,Female,Secondary,R,Norway,4,30. Οι γραμματείς που ο διευθυντής προσέλαβε τους απογοήτευσε. The secretaries that the director hired disappointed them.,Neither,2866,keypress
bf211a3df38e9c9b5603fa6c85f9b720,38,Male,Secondary,R,Norway Sweden Switzerland,9,"1. Περισσότεροι άνθρωποι έχουν πάει στο Λονδίνο απ’ ό,τι εγώ. More people have been to London than I have.",Wrong,3724,keypress
bf211a3df38e9c9b5603fa6c85f9b720,38,Male,Secondary,R,Norway Sweden Switzerland,9,"2. Περισσότεροι άνθρωποι έχουν πάει στο Μιλάνο απ’ ό,τι εσύ. More people have been to Milan than you have.",Correct,2337,keypress
bf211a3df38e9c9b5603fa6c85f9b720,38,Male,Secondary,R,Norway Sweden Switzerland,9,"3. Περισσότερα αγόρια έχουν πάει στο Παρίσι απ’ ό,τι αυτός. More boys have been to Paris than he has.",Correct,3211,keypress
bf211a3df38e9c9b5603fa6c85f9b720,38,Male,Secondary,R,Norway Sweden Switzerland,9,"4. Περισσότερα κορίτσια έχουν πάει στη Στοκχόλμη απ’ ό,τι αυτός. More girls have been to Stockholm than he has.",Correct,1826,keypress
bf211a3df38e9c9b5603fa6c85f9b720,38,Male,Secondary,R,Norway Sweden Switzerland,9,"5. Λιγότεροι άνθρωποι έχουν πάει στο Βερολίνο απ’ ό,τι εγώ. Fewer people have been to Berlin than I have.",Correct,3016,keypress
bf211a3df38e9c9b5603fa6c85f9b720,38,Male,Secondary,R,Norway Sweden Switzerland,9,"6. Περισσότερα παιδιά έχουν τελειώσει το λύκειο απ’ ό,τι εγώ. More kids have finished high school than I have.",Correct,2115,keypress
bf211a3df38e9c9b5603fa6c85f9b720,38,Male,Secondary,R,Norway Sweden Switzerland,9,"7. Περισσότερα παιδιά έχουν τελειώσει το σχολείο απ’ ό,τι εσύ. More kids have finished school than you have.",Correct,2421,keypress
