"participant_id","trial_id","stimulus","response_option_1","response_option_2","response","accuracy","rt","rt_measure"
9,17,"schiuma","VAPOGELLA","VACEFALINA",1,"Correct",2335,"keypress"
9,18,"comodino","LETTOLETTO","BAIALININARLO",1,"Correct",2452,"keypress"
9,19,"risata","GUTONERTITA","BULICCHIRURA",1,"Correct",7853,"keypress"
9,20,"capezzolo","BACINGINEO","LETTOLETTO",1,"Correct",2535,"keypress"
9,21,"emicrania","MORTUMAZITA","ACUFEROIDIA",2,"Correct",2907,"keypress"
9,22,"cesto","TETRUCCIERICO","BUCCOLAIANDOLO",1,"Incorrect",1615,"keypress"
9,23,"manichino","TETRUCCIERICO","VORICIPANZIO",1,"Correct",2985,"keypress"
9,24,"incentivo","VORICIPANZIO","UCCIDALOSAMENTO",1,"Correct",2693,"keypress"
9,25,"crepuscolo","SDEGNATISMO","NEBBALLIANTO",2,"Correct",2179,"keypress"
9,26,"sciarpa","GIUBBIATOLA","FRITIENDOLA",1,"Correct",8441,"keypress"
9,27,"mucca","BOVACCIETTA","BONSCETTIA",1,"Correct",4021,"keypress"
9,28,"vaiolo","INFETOTERO","GRATTUGIENDOLO",1,"Correct",11374,"keypress"
9,29,"insetto","NIDORMIENDOLO","OFFENDANTOSO",1,"Correct",6612,"keypress"
9,30,"trionfo","BRUFFEMIANDOLO","TRAVINCIMENTO",2,"Correct",3909,"keypress"
9,31,"orchestra","MAAZELLARIA","PECCANNIA",1,"Correct",1894,"keypress"
9,32,"agonia","MORTUMAZITA","COTOLITELLA",1,"Correct",2896,"keypress"
9,33,"statua","BOVISELETTA","SOMMIRATOLA",1,"Incorrect",2880,"keypress"
9,34,"lampadina","GUARIOGRANDOLA","ILLUMINETTRIA",2,"Correct",2746,"keypress"
9,35,"violino","SUONANELLO","GHIOTOSTALMENTO",1,"Correct",3902,"keypress"
9,36,"industria","NASCOBILISTA","TECNOLICENZA",2,"Correct",1865,"keypress"
9,37,"cranio","GROTOPSIANDOLO","SUONANELLO",1,"Correct",1875,"keypress"
9,38,"patriota","TINFETIOLIA","NASCOBILISTA",1,"Incorrect",2455,"keypress"
9,39,"scarafaggio","SPONATENTALISMO","MORCAVATTICO",2,"Correct",3186,"keypress"
9,40,"abbondanza","NUTRONATEZZA","DECOMODA",1,"Correct",3029,"keypress"
9,41,"dentista","GIUBBIATOLA","BULICCHIRURA",2,"Correct",3998,"keypress"
9,42,"progresso","CORTECNOLISMO","AMAGGIOSCO",1,"Correct",2817,"keypress"
9,43,"gelosia","GUTONERTITA","GENAMORENZA",1,"Incorrect",3814,"keypress"
9,44,"carcassa","BOVETRITOLA","CAGOGNAZZA",2,"Incorrect",3857,"keypress"
9,45,"disprezzo","SDEGNATISMO","POZZETALITO",1,"Correct",3351,"keypress"
9,46,"gattino","UFFAMALINALISMO","BAIALININARLO",1,"Incorrect",2655,"keypress"
9,47,"pianta","ERBACOLATURA","CUOCETTOLA",1,"Correct",1647,"keypress"
9,48,"commedia","GENAMORENZA","SHAKESPEARIA",2,"Correct",3107,"keypress"
9,49,"pentola","ILLUMINETTRIA","CUOCCELA",2,"Correct",3561,"keypress"
9,50,"scodella","FRITIENDOLA","BOVETRITOLA",2,"Incorrect",2141,"keypress"
9,51,"attrezzo","DÉPLIOTIO","PESCHETTORIO",2,"Correct",2475,"keypress"
9,52,"fischio","MORCAVATTICO","SCIOCOLTAZIO",2,"Correct",1629,"keypress"
9,53,"rinfresco","INFETOTERO","BICCORERIANNO",2,"Correct",2093,"keypress"
9,54,"feccia","CUOCCELA","CAGOGNAZZA",2,"Correct",3733,"keypress"
9,55,"pentito","LUMITATRO","MAFIDAMATO",2,"Correct",4940,"keypress"
9,56,"poltrona","DECOMODA","IRIBOLENZA",1,"Correct",3634,"keypress"
9,57,"lussuria","PECCANNIA","TAPOSTOIONA",1,"Correct",1849,"keypress"
9,58,"fungo","GHIOTOSTALMENTO","BUCCOLAIANDOLO",1,"Correct",2634,"keypress"
9,59,"collera","IRIBOLENZA","ATLETINATRICA",1,"Correct",4330,"keypress"
9,60,"padella","CUOCETTOLA","AFFOGNITURA",1,"Correct",2668,"keypress"
9,61,"cuscino","SDRASTELLO","BACINGINEO",2,"Incorrect",3094,"keypress"
9,62,"insulto","OFFENDANTOSO","BOVIACCAMENTO",1,"Correct",2628,"keypress"
9,63,"caramella","TIELATILLINA","VAPOGELLA",1,"Correct",2854,"keypress"
9,64,"gonna","VESTICELLA","TIELATILLINA",1,"Correct",2295,"keypress"
9,65,"lampada","ILLUMITINA","TOPISEGNATURA",1,"Correct",1422,"keypress"
9,66,"puntura","SOMMIRATOLA","VACEFALINA",1,"Incorrect",3781,"keypress"
9,67,"pasta","COTOLITELLA","MAAZELLARIA",2,"Incorrect",3547,"keypress"
9,68,"macello","BICCORERIANNO","BOVIACCAMENTO",2,"Correct",2425,"keypress"
9,69,"pettegolezzo","AMANIMARISMO","UFFAMALINALISMO",1,"Incorrect",2727,"keypress"
9,70,"panca","SEDINOCA","NUVOLTANZA",1,"Correct",2017,"keypress"
9,71,"serbatoio","BAMBITORIO","POZZETALITO",2,"Correct",1661,"keypress"
9,72,"faro","LUMITATRO","POSPICCIOLO",1,"Correct",1697,"keypress"
9,73,"tromba","SUONONELLA","ILLUMITINA",1,"Correct",1846,"keypress"
9,74,"massacro","FUMACOLIO","UCCIDALOSAMENTO",2,"Correct",2065,"keypress"
9,75,"terrazzo","POSPICCIOLO","BAMAGOGO",1,"Correct",4278,"keypress"
9,76,"bara","SEPOLLAIA","SHAKESPEARIA",1,"Correct",2314,"keypress"
9,77,"benda","BEVERCHIETTA","GUARIOGRANDOLA",2,"Correct",5142,"keypress"
9,78,"sentimento","AMANIMARISMO","SDRASTELLO",1,"Correct",3527,"keypress"
9,79,"pelliccia","BOVISELETTA","SUONONELLA",1,"Correct",1951,"keypress"
9,80,"malaria","VACIDEMINA","VESTICELLA",1,"Correct",1892,"keypress"
9,81,"credenza","BONSCETTIA","SEDINOCA",1,"Correct",3665,"keypress"
10,1,"gelosia","SUONONELLA","GENAMORENZA",1,"Incorrect",3092,"keypress"
10,2,"industria","PECCANNIA","TECNOLICENZA",2,"Correct",4738,"keypress"
10,3,"stampo","OFFENDANTOSO","SPONATENTALISMO",2,"Correct",3904,"keypress"
10,4,"sentimento","INFETOTERO","AMANIMARISMO",2,"Correct",2055,"keypress"
10,5,"mucca","BOVACCIETTA","ILLUMITINA",1,"Correct",1487,"keypress"
10,6,"scarafaggio","MORCAVATTICO","UFFAMALINALISMO",1,"Correct",1994,"keypress"
10,7,"orchestra","BOVACCIETTA","MAAZELLARIA",2,"Correct",1254,"keypress"
10,8,"risata","ACUFEROIDIA","GUTONERTITA",1,"Incorrect",1576,"keypress"
10,9,"lampada","IRIBOLENZA","ILLUMITINA",2,"Correct",1366,"keypress"
10,10,"agonia","SEPOLLAIA","MORTUMAZITA",2,"Correct",1450,"keypress"
10,11,"malaria","VACIDEMINA","NUVOLTANZA",1,"Correct",1416,"keypress"
10,12,"gonna","VACIDEMINA","VESTICELLA",2,"Correct",1289,"keypress"
10,13,"lampadina","VESTICELLA","ILLUMINETTRIA",2,"Correct",1095,"keypress"
10,14,"disprezzo","POSPICCIOLO","SDEGNATISMO",2,"Correct",1435,"keypress"
10,15,"caramella","TIELATILLINA","TOPISEGNATURA",1,"Correct",1548,"keypress"
10,16,"scodella","FRITIENDOLA","TIELATILLINA",1,"Correct",1279,"keypress"
10,17,"schiuma","GENAMORENZA","VAPOGELLA",2,"Correct",1312,"keypress"
10,18,"puntura","AFFOGNITURA","VACEFALINA",1,"Incorrect",1471,"keypress"
10,19,"sciarpa","GIUBBIATOLA","TINFETIOLIA",2,"Incorrect",2056,"keypress"
10,20,"benda","ERBACOLATURA","GUARIOGRANDOLA",1,"Incorrect",1799,"keypress"
10,21,"bibita","BEVERCHIETTA","SOMMIRATOLA",1,"Correct",1125,"keypress"
10,22,"opuscolo","AMAGGIOSCO","DÉPLIOTIO",2,"Correct",1265,"keypress"
10,23,"cesto","BUCCOLAIANDOLO","BICCORERIANNO",1,"Correct",1964,"keypress"
10,24,"trionfo","VORICIPANZIO","TRAVINCIMENTO",2,"Correct",1555,"keypress"
10,25,"ginnasta","VAPOGELLA","ATLETINATRICA",2,"Correct",1172,"keypress"
10,26,"poltrona","MORTUMAZITA","DECOMODA",2,"Correct",1149,"keypress"
10,27,"pentola","CUOCCELA","BONSCETTIA",1,"Correct",1215,"keypress"
10,28,"manichino","PESCHETTORIO","TETRUCCIERICO",2,"Correct",2326,"keypress"
10,29,"pettegolezzo","SCIOCOLTAZIO","UFFAMALINALISMO",1,"Incorrect",1564,"keypress"
10,30,"fascino","SUONANELLO","AMAGGIOSCO",2,"Correct",2043,"keypress"
10,31,"bara","SHAKESPEARIA","SEPOLLAIA",2,"Correct",1172,"keypress"
10,32,"cuscino","SDRASTELLO","BUCCOLAIANDOLO",2,"Incorrect",1704,"keypress"
10,33,"serbatoio","SDEGNATISMO","POZZETALITO",2,"Correct",1207,"keypress"
10,34,"padella","CUOCETTOLA","CUOCCELA",1,"Correct",1044,"keypress"
10,35,"statua","ATLETINATRICA","SOMMIRATOLA",1,"Incorrect",1259,"keypress"
10,36,"pasta","COTOLITELLA","GUARIOGRANDOLA",2,"Incorrect",1303,"keypress"
10,37,"mensola","TAPOSTOIONA","GUTONERTITA",1,"Correct",2705,"keypress"
10,38,"violino","SUONANELLO","GRATTUGIENDOLO",1,"Correct",1062,"keypress"
10,39,"insetto","NIDORMIENDOLO","AMANIMARISMO",1,"Correct",2332,"keypress"
10,40,"comodino","LETTOLETTO","GROTOPSIANDOLO",1,"Correct",1030,"keypress"
10,41,"fischio","TETRUCCIERICO","SCIOCOLTAZIO",2,"Correct",1311,"keypress"
10,42,"panca","SEDINOCA","NUTRONATEZZA",1,"Correct",1125,"keypress"
10,43,"pelliccia","BOVISELETTA","BULICCHIRURA",1,"Correct",1282,"keypress"
10,44,"fungo","BAIALININARLO","GHIOTOSTALMENTO",2,"Correct",1582,"keypress"
10,45,"giocattolo","MAFIDAMATO","BAMBITORIO",2,"Correct",1184,"keypress"
10,46,"massacro","BAMBITORIO","UCCIDALOSAMENTO",2,"Correct",1094,"keypress"
10,47,"macello","BAMAGOGO","BOVIACCAMENTO",2,"Correct",1121,"keypress"
10,48,"progresso","FUMACOLIO","CORTECNOLISMO",2,"Correct",1251,"keypress"
10,49,"credenza","BONSCETTIA","COTOLITELLA",1,"Correct",2931,"keypress"
10,50,"attrezzo","PESCHETTORIO","BACINGINEO",2,"Incorrect",1458,"keypress"
10,51,"pervertito","NIDORMIENDOLO","BRUFFEMIANDOLO",2,"Correct",1392,"keypress"
10,52,"pentito","MORCAVATTICO","MAFIDAMATO",2,"Correct",1109,"keypress"
10,53,"faro","LUMITATRO","NEBBALLIANTO",1,"Correct",1068,"keypress"
10,54,"abbondanza","BEVERCHIETTA","NUTRONATEZZA",2,"Correct",1226,"keypress"
10,55,"crepuscolo","LUMITATRO","NEBBALLIANTO",2,"Correct",2306,"keypress"
10,56,"commedia","SHAKESPEARIA","SEDINOCA",1,"Correct",2393,"keypress"
10,57,"dentista","GIUBBIATOLA","BULICCHIRURA",2,"Correct",1243,"keypress"
10,58,"pianta","VACEFALINA","ERBACOLATURA",2,"Correct",1066,"keypress"
10,59,"idolo","BAMAGOGO","SDRASTELLO",1,"Correct",1265,"keypress"
10,60,"incentivo","VORICIPANZIO","SUPESCITOLO",1,"Correct",1272,"keypress"
10,61,"vaiolo","POZZETALITO","INFETOTERO",2,"Correct",1474,"keypress"
10,62,"capezzolo","BACINGINEO","TRAVINCIMENTO",1,"Correct",1365,"keypress"
10,63,"patriota","TECNOLICENZA","NASCOBILISTA",2,"Correct",1164,"keypress"
10,64,"carcassa","BOVETRITOLA","NASCOBILISTA",2,"Incorrect",1458,"keypress"
10,65,"matita","TOPISEGNATURA","DECOMODA",1,"Correct",1232,"keypress"
10,66,"brezza","NUVOLTANZA","BOVISELETTA",1,"Correct",1242,"keypress"
10,67,"squalo","DÉPLIOTIO","SUPESCITOLO",2,"Correct",1126,"keypress"
10,68,"tromba","SUONONELLA","CAGOGNAZZA",1,"Correct",1057,"keypress"
10,69,"cranio","SPONATENTALISMO","GROTOPSIANDOLO",1,"Incorrect",2632,"keypress"
10,70,"tabacco","FUMACOLIO","BOVIACCAMENTO",1,"Correct",935,"keypress"
10,71,"collera","IRIBOLENZA","CUOCETTOLA",1,"Correct",2327,"keypress"
10,72,"lussuria","ILLUMINETTRIA","PECCANNIA",2,"Correct",1580,"keypress"
10,73,"rinfresco","BICCORERIANNO","LETTOLETTO",1,"Correct",1380,"keypress"
10,74,"terrazzo","POSPICCIOLO","GHIOTOSTALMENTO",1,"Correct",1404,"keypress"
10,75,"cucchiaio","UCCIDALOSAMENTO","GRATTUGIENDOLO",2,"Correct",1597,"keypress"
10,76,"emicrania","FRITIENDOLA","ACUFEROIDIA",2,"Correct",2794,"keypress"
10,77,"gattino","BAIALININARLO","BRUFFEMIANDOLO",2,"Incorrect",2688,"keypress"
10,78,"feccia","TAPOSTOIONA","CAGOGNAZZA",2,"Correct",1917,"keypress"
10,79,"melma","BOVETRITOLA","AFFOGNITURA",2,"Correct",1466,"keypress"
10,80,"allergia","MAAZELLARIA","TINFETIOLIA",2,"Correct",1563,"keypress"
10,81,"insulto","CORTECNOLISMO","OFFENDANTOSO",2,"Correct",1312,"keypress"
11,1,"cucchiaio","TETRUCCIERICO","GRATTUGIENDOLO",2,"Correct",7352,"keypress"
11,2,"comodino","POSPICCIOLO","LETTOLETTO",1,"Incorrect",3740,"keypress"
11,3,"matita","SOMMIRATOLA","TOPISEGNATURA",2,"Correct",2190,"keypress"
11,4,"caramella","TIELATILLINA","TINFETIOLIA",1,"Correct",4003,"keypress"
11,5,"patriota","GIUBBIATOLA","NASCOBILISTA",2,"Correct",3210,"keypress"
11,6,"pianta","ERBACOLATURA","GUTONERTITA",1,"Correct",1801,"keypress"
11,7,"malaria","TECNOLICENZA","VACIDEMINA",2,"Correct",1743,"keypress"
11,8,"panca","SEDINOCA","DECOMODA",1,"Correct",2796,"keypress"
11,9,"cranio","SUPESCITOLO","GROTOPSIANDOLO",1,"Incorrect",3277,"keypress"
11,10,"macello","BOVIACCAMENTO","BRUFFEMIANDOLO",1,"Correct",2953,"keypress"
11,11,"bara","MORTUMAZITA","SEPOLLAIA",1,"Incorrect",3296,"keypress"
11,12,"collera","NUTRONATEZZA","IRIBOLENZA",2,"Correct",1777,"keypress"
11,13,"agonia","SUONONELLA","MORTUMAZITA",1,"Incorrect",5331,"keypress"
11,14,"mensola","TAPOSTOIONA","TIELATILLINA",1,"Correct",2732,"keypress"
11,15,"giocattolo","BAMBITORIO","BICCORERIANNO",1,"Correct",7784,"keypress"
11,16,"lussuria","FRITIENDOLA","PECCANNIA",2,"Correct",2727,"keypress"
11,17,"pervertito","BRUFFEMIANDOLO","POZZETALITO",1,"Correct",13622,"keypress"
11,18,"vaiolo","INFETOTERO","GROTOPSIANDOLO",1,"Correct",1748,"keypress"
11,19,"cesto","PESCHETTORIO","BUCCOLAIANDOLO",2,"Correct",3419,"keypress"
11,20,"scarafaggio","MORCAVATTICO","UCCIDALOSAMENTO",1,"Correct",3061,"keypress"
11,21,"melma","AFFOGNITURA","BONSCETTIA",1,"Correct",1966,"keypress"
11,22,"progresso","CORTECNOLISMO","AMAGGIOSCO",1,"Correct",3304,"keypress"
11,23,"abbondanza","NUTRONATEZZA","TAPOSTOIONA",1,"Correct",1646,"keypress"
11,24,"massacro","UCCIDALOSAMENTO","BAMBITORIO",1,"Correct",1595,"keypress"
11,25,"idolo","BAMAGOGO","VORICIPANZIO",1,"Correct",2113,"keypress"
11,26,"poltrona","DECOMODA","GUARIOGRANDOLA",1,"Correct",1959,"keypress"
11,27,"risata","GUTONERTITA","BOVISELETTA",1,"Correct",2211,"keypress"
11,28,"pettegolezzo","NIDORMIENDOLO","UFFAMALINALISMO",2,"Correct",3336,"keypress"
11,29,"pentito","MAFIDAMATO","LUMITATRO",1,"Correct",1933,"keypress"
11,30,"tromba","SUONONELLA","TOPISEGNATURA",1,"Correct",1343,"keypress"
11,31,"capezzolo","BACINGINEO","BAMAGOGO",1,"Correct",2795,"keypress"
11,32,"stampo","SPONATENTALISMO","AMANIMARISMO",1,"Correct",5235,"keypress"
11,33,"commedia","SHAKESPEARIA","COTOLITELLA",1,"Correct",2049,"keypress"
11,34,"fascino","SDRASTELLO","AMAGGIOSCO",2,"Correct",2124,"keypress"
11,35,"terrazzo","POSPICCIOLO","BUCCOLAIANDOLO",1,"Correct",3037,"keypress"
11,36,"statua","SOMMIRATOLA","AFFOGNITURA",1,"Correct",2154,"keypress"
11,37,"gattino","OFFENDANTOSO","BAIALININARLO",2,"Correct",1562,"keypress"
11,38,"manichino","TETRUCCIERICO","DÉPLIOTIO",2,"Incorrect",2512,"keypress"
11,39,"dentista","VESTICELLA","BULICCHIRURA",2,"Correct",2914,"keypress"
11,40,"orchestra","MAAZELLARIA","ATLETINATRICA",1,"Correct",1934,"keypress"
11,41,"violino","FUMACOLIO","SUONANELLO",2,"Correct",1694,"keypress"
11,42,"industria","SEPOLLAIA","TECNOLICENZA",2,"Correct",3026,"keypress"
11,44,"crepuscolo","UFFAMALINALISMO","NEBBALLIANTO",2,"Correct",3043,"keypress"
11,45,"lampada","ILLUMITINA","ACUFEROIDIA",1,"Correct",4521,"keypress"
11,46,"credenza","BOVETRITOLA","BONSCETTIA",1,"Incorrect",1912,"keypress"
11,47,"disprezzo","SDEGNATISMO","GRATTUGIENDOLO",1,"Correct",1865,"keypress"
11,48,"faro","SDEGNATISMO","LUMITATRO",2,"Correct",1213,"keypress"
11,49,"serbatoio","BAIALININARLO","POZZETALITO",2,"Correct",1971,"keypress"
11,50,"fischio","TRAVINCIMENTO","SCIOCOLTAZIO",2,"Correct",3648,"keypress"
11,51,"mucca","BOVACCIETTA","ILLUMINETTRIA",1,"Correct",4536,"keypress"
11,52,"attrezzo","PESCHETTORIO","MAFIDAMATO",1,"Correct",1619,"keypress"
11,53,"gonna","VACEFALINA","VESTICELLA",2,"Correct",1480,"keypress"
11,54,"pentola","ERBACOLATURA","CUOCCELA",2,"Correct",1657,"keypress"
11,55,"scodella","FRITIENDOLA","NASCOBILISTA",1,"Correct",1621,"keypress"
11,56,"bibita","BEVERCHIETTA","VAPOGELLA",1,"Correct",1702,"keypress"
11,57,"lampadina","ILLUMINETTRIA","NUVOLTANZA",1,"Correct",1389,"keypress"
11,58,"emicrania","ACUFEROIDIA","BULICCHIRURA",1,"Correct",1743,"keypress"
11,59,"brezza","ILLUMITINA","NUVOLTANZA",2,"Correct",1196,"keypress"
11,60,"cuscino","SUONANELLO","SDRASTELLO",2,"Correct",1763,"keypress"
11,61,"allergia","TINFETIOLIA","CUOCCELA",1,"Correct",2306,"keypress"
11,62,"sciarpa","GIUBBIATOLA","BEVERCHIETTA",1,"Correct",2053,"keypress"
11,63,"tabacco","FUMACOLIO","GHIOTOSTALMENTO",1,"Correct",1511,"keypress"
11,64,"incentivo","CORTECNOLISMO","VORICIPANZIO",1,"Incorrect",2380,"keypress"
11,65,"schiuma","CAGOGNAZZA","VAPOGELLA",2,"Correct",2685,"keypress"
11,66,"carcassa","BOVETRITOLA","MAAZELLARIA",2,"Incorrect",2029,"keypress"
11,67,"puntura","BOVACCIETTA","VACEFALINA",2,"Correct",1725,"keypress"
11,68,"gelosia","CUOCETTOLA","GENAMORENZA",2,"Correct",1839,"keypress"
11,69,"feccia","CAGOGNAZZA","IRIBOLENZA",1,"Correct",1947,"keypress"
11,70,"fungo","GHIOTOSTALMENTO","INFETOTERO",2,"Incorrect",3679,"keypress"
11,71,"squalo","SPONATENTALISMO","SUPESCITOLO",2,"Correct",2622,"keypress"
11,72,"trionfo","TRAVINCIMENTO","LETTOLETTO",1,"Correct",1536,"keypress"
11,73,"pelliccia","BOVISELETTA","VACIDEMINA",1,"Correct",1646,"keypress"
11,74,"opuscolo","BOVIACCAMENTO","DÉPLIOTIO",2,"Correct",1911,"keypress"
11,75,"rinfresco","BICCORERIANNO","BACINGINEO",1,"Correct",3083,"keypress"
11,76,"insetto","MORCAVATTICO","NIDORMIENDOLO",1,"Incorrect",2893,"keypress"
11,77,"pasta","GENAMORENZA","COTOLITELLA",1,"Incorrect",2293,"keypress"
11,78,"insulto","OFFENDANTOSO","NEBBALLIANTO",1,"Correct",1357,"keypress"
11,79,"benda","GUARIOGRANDOLA","SEDINOCA",1,"Correct",2568,"keypress"
11,80,"ginnasta","ATLETINATRICA","SHAKESPEARIA",1,"Correct",6474,"keypress"
11,81,"padella","PECCANNIA","CUOCETTOLA",2,"Correct",5562,"keypress"
12,1,"scarafaggio","UFFAMALINALISMO","MORCAVATTICO",2,"Correct",10791,"keypress"
12,2,"commedia","SHAKESPEARIA","AFFOGNITURA",1,"Correct",7217,"keypress"
12,3,"scodella","GENAMORENZA","FRITIENDOLA",2,"Correct",4739,"keypress"
12,4,"stampo","BICCORERIANNO","SPONATENTALISMO",2,"Correct",10631,"keypress"
12,5,"agonia","SEPOLLAIA","MORTUMAZITA",1,"Incorrect",5583,"keypress"
12,6,"caramella","TIELATILLINA","SOMMIRATOLA",1,"Correct",2229,"keypress"
12,7,"pentito","MAFIDAMATO","SUONANELLO",1,"Correct",3255,"keypress"
12,8,"crepuscolo","POZZETALITO","NEBBALLIANTO",2,"Correct",2084,"keypress"
12,9,"macello","BOVIACCAMENTO","SDRASTELLO",2,"Incorrect",9679,"keypress"
12,10,"patriota","NASCOBILISTA","NUTRONATEZZA",1,"Correct",4211,"keypress"
12,11,"terrazzo","POSPICCIOLO","NEBBALLIANTO",1,"Correct",3677,"keypress"
12,12,"serbatoio","POZZETALITO","POSPICCIOLO",1,"Correct",1792,"keypress"
12,13,"trionfo","AMANIMARISMO","TRAVINCIMENTO",1,"Incorrect",2554,"keypress"
12,14,"bibita","CUOCETTOLA","BEVERCHIETTA",2,"Correct",2046,"keypress"
12,15,"gonna","MAAZELLARIA","VESTICELLA",2,"Correct",1333,"keypress"
12,16,"comodino","LETTOLETTO","BAMBITORIO",2,"Incorrect",2585,"keypress"
12,17,"emicrania","VACIDEMINA","ACUFEROIDIA",2,"Correct",3498,"keypress"
12,18,"manichino","DÉPLIOTIO","TETRUCCIERICO",2,"Correct",3775,"keypress"
12,19,"mensola","VACEFALINA","TAPOSTOIONA",2,"Correct",2062,"keypress"
12,20,"disprezzo","BOVIACCAMENTO","SDEGNATISMO",2,"Correct",2006,"keypress"
12,21,"massacro","OFFENDANTOSO","UCCIDALOSAMENTO",2,"Correct",1664,"keypress"
12,22,"giocattolo","NIDORMIENDOLO","BAMBITORIO",2,"Correct",1547,"keypress"
12,23,"sentimento","LUMITATRO","AMANIMARISMO",2,"Correct",3146,"keypress"
12,24,"abbondanza","NUTRONATEZZA","ATLETINATRICA",1,"Correct",3073,"keypress"
12,25,"idolo","BAMAGOGO","UCCIDALOSAMENTO",1,"Correct",4231,"keypress"
12,26,"bara","ERBACOLATURA","SEPOLLAIA",2,"Correct",1630,"keypress"
12,27,"risata","GUTONERTITA","VAPOGELLA",1,"Correct",1555,"keypress"
12,28,"tabacco","FUMACOLIO","SUPESCITOLO",1,"Correct",1289,"keypress"
12,29,"lampadina","SEDINOCA","ILLUMINETTRIA",2,"Correct",1156,"keypress"
12,30,"allergia","TECNOLICENZA","TINFETIOLIA",2,"Correct",3101,"keypress"
12,31,"cuscino","SDRASTELLO","INFETOTERO",1,"Correct",1529,"keypress"
12,32,"malaria","VACIDEMINA","FRITIENDOLA",1,"Correct",2502,"keypress"
12,33,"poltrona","COTOLITELLA","DECOMODA",2,"Correct",3326,"keypress"
12,34,"melma","AFFOGNITURA","GIUBBIATOLA",1,"Correct",1358,"keypress"
12,35,"progresso","CORTECNOLISMO","SDEGNATISMO",1,"Correct",1791,"keypress"
12,36,"fascino","GROTOPSIANDOLO","AMAGGIOSCO",2,"Correct",8455,"keypress"
12,37,"fischio","SCIOCOLTAZIO","GHIOTOSTALMENTO",2,"Incorrect",4694,"keypress"
12,38,"mucca","MORTUMAZITA","BOVACCIETTA",2,"Correct",1469,"keypress"
12,39,"orchestra","GUTONERTITA","MAAZELLARIA",2,"Correct",2285,"keypress"
12,40,"lussuria","PECCANNIA","DECOMODA",1,"Correct",2115,"keypress"
12,41,"cranio","FUMACOLIO","GROTOPSIANDOLO",2,"Correct",2707,"keypress"
12,42,"feccia","CAGOGNAZZA","ACUFEROIDIA",1,"Correct",2320,"keypress"
12,43,"pasta","TOPISEGNATURA","COTOLITELLA",2,"Correct",3182,"keypress"
12,44,"attrezzo","BUCCOLAIANDOLO","PESCHETTORIO",2,"Correct",2483,"keypress"
12,45,"pervertito","BRUFFEMIANDOLO","VORICIPANZIO",2,"Incorrect",3519,"keypress"
12,46,"pentola","CUOCCELA","TAPOSTOIONA",1,"Correct",1784,"keypress"
12,47,"carcassa","BOVETRITOLA","ILLUMITINA",1,"Correct",2304,"keypress"
12,48,"panca","SEDINOCA","BULICCHIRURA",1,"Correct",2864,"keypress"
12,49,"brezza","NUVOLTANZA","CAGOGNAZZA",1,"Correct",2335,"keypress"
12,50,"pettegolezzo","UFFAMALINALISMO","TETRUCCIERICO",2,"Incorrect",2388,"keypress"
12,51,"fungo","GHIOTOSTALMENTO","AMAGGIOSCO",2,"Incorrect",3272,"keypress"
12,52,"capezzolo","BACINGINEO","MORCAVATTICO",2,"Incorrect",4986,"keypress"
12,53,"gattino","BAMAGOGO","BAIALININARLO",1,"Incorrect",3209,"keypress"
12,54,"lampada","TINFETIOLIA","ILLUMITINA",2,"Correct",1211,"keypress"
12,55,"cucchiaio","SPONATENTALISMO","GRATTUGIENDOLO",1,"Incorrect",4199,"keypress"
12,56,"benda","GUARIOGRANDOLA","TIELATILLINA",1,"Correct",1277,"keypress"
12,57,"industria","TECNOLICENZA","PECCANNIA",1,"Correct",1334,"keypress"
12,58,"sciarpa","VESTICELLA","GIUBBIATOLA",1,"Incorrect",1401,"keypress"
12,59,"opuscolo","DÉPLIOTIO","GRATTUGIENDOLO",1,"Correct",1551,"keypress"
12,60,"tromba","SUONONELLA","BOVETRITOLA",2,"Incorrect",1140,"keypress"
12,61,"collera","IRIBOLENZA","CUOCCELA",1,"Correct",1218,"keypress"
12,62,"rinfresco","BRUFFEMIANDOLO","BICCORERIANNO",1,"Incorrect",1787,"keypress"
12,63,"violino","CORTECNOLISMO","SUONANELLO",2,"Correct",1257,"keypress"
12,64,"statua","NASCOBILISTA","SOMMIRATOLA",2,"Correct",2718,"keypress"
12,65,"pelliccia","BOVISELETTA","GUARIOGRANDOLA",1,"Correct",1158,"keypress"
12,66,"matita","TOPISEGNATURA","NUVOLTANZA",1,"Correct",1434,"keypress"
12,67,"ginnasta","ATLETINATRICA","SUONONELLA",1,"Correct",1475,"keypress"
12,68,"pianta","ILLUMINETTRIA","ERBACOLATURA",2,"Correct",1294,"keypress"
12,69,"incentivo","VORICIPANZIO","MAFIDAMATO",1,"Correct",2510,"keypress"
12,70,"cesto","LETTOLETTO","BUCCOLAIANDOLO",2,"Correct",3736,"keypress"
12,71,"vaiolo","INFETOTERO","TRAVINCIMENTO",1,"Correct",1057,"keypress"
12,72,"insetto","PESCHETTORIO","NIDORMIENDOLO",2,"Correct",2712,"keypress"
12,73,"puntura","BOVACCIETTA","VACEFALINA",2,"Correct",1827,"keypress"
12,74,"squalo","SCIOCOLTAZIO","SUPESCITOLO",2,"Correct",1821,"keypress"
12,75,"padella","BOVISELETTA","CUOCETTOLA",2,"Correct",1602,"keypress"
12,76,"gelosia","GENAMORENZA","SHAKESPEARIA",1,"Correct",1836,"keypress"
