"participant_id","trial_order","stimulus","response_option_1","response_option_2","response","accuracy","rt","rt_measure"
8,55,"piazza giacca","ARMONTURIA","CAMATINCIA",1,"Incorrect",757,"keypress"
8,56,"libro violino","SUONISCRIO","SPALENTOLO",2,"Incorrect",750,"keypress"
8,57,"libro tramonto","FIONCOLIOLO","LUMERSTERSIMO",1,"Incorrect",633,"keypress"
8,58,"finestra giacca","POZZONELLA","CLIETTONDOLA",2,"Correct",922,"keypress"
8,59,"specchio muro","CERBOSCELLO","CROIETTOLO",2,"Correct",657,"keypress"
8,60,"torta piazza","FRICOTTELA","CINCOTTELLA",2,"Correct",1132,"keypress"
8,61,"scarpa giacca","GIUBBIATURA","SICCOTTELLA",1,"Correct",976,"keypress"
8,62,"tenda camera","SDRANZIA","GIUBBIATURA",2,"Incorrect",1287,"keypress"
8,63,"giacca bambola","POLIETTOLA","VESTOLETTA",2,"Correct",584,"keypress"
8,64,"tenda acqua","VESTOLETTA","POZZANELLA",2,"Correct",760,"keypress"
8,65,"specchio fazzoletto","FIOCOSCRIO","SGUARELLIO",1,"Incorrect",1767,"keypress"
8,66,"specchio violino","VISUONDOLO","PARTONCELLO",1,"Correct",1784,"keypress"
8,67,"prato libro","FIOCOSCRIO","CIGOLITELLO",2,"Incorrect",1366,"keypress"
8,68,"tramonto tavolo","SUONACARIO","SDRAIOLIO",1,"Incorrect",607,"keypress"
8,69,"insalata acqua","IDRANGIA","PALCAVERIA",1,"Correct",724,"keypress"
8,70,"martello violino","LUMERSTERSIMO","SUONACARIO",1,"Incorrect",602,"keypress"
8,71,"scarpa camera","BANCOTTINA","RETTIELLIA",2,"Correct",1733,"keypress"
8,72,"piazza finestra","VESTINETTA","GIAPRIATOLA",2,"Correct",1922,"keypress"
8,73,"tenda piazza","SDRAIATURA","BANDINAIA",1,"Incorrect",548,"keypress"
8,74,"torta roccia","COSTRELLINA","GHIANCIOLA",1,"Incorrect",7167,"keypress"
8,75,"specchio tavolo","SDRANGOLIO","SRADINELLO",1,"Correct",911,"keypress"
8,76,"muro tavolo","CIGOLITELLO","FIORECCIANDOLO",2,"Incorrect",5060,"keypress"
8,77,"fazzoletto tavolo","SEDINOCCIO","FIOTTINO",1,"Correct",6225,"keypress"
8,78,"fazzoletto vaso","FIORINELLO","CROIETTOLO",1,"Correct",8383,"keypress"
8,79,"vaso martello","SDRANGOLIO","ROCCERIOLO",2,"Correct",5436,"keypress"
8,80,"insalata torta","FRICOTTELA","GIUBBITINA",2,"Incorrect",3491,"keypress"
8,81,"acqua piazza","POZZETTERIA","RETTIELLIA",1,"Correct",6922,"keypress"
9,1,"specchio libro","FIORISITOLO","RABELLIMENTO",2,"Correct",4568,"keypress"
9,2,"tenda giacca","GIUBBITINA","TERNOTELLA",2,"Incorrect",3734,"keypress"
9,3,"muro tavolo","SPALENTOLO","CIGOLITELLO",1,"Incorrect",2958,"keypress"
9,4,"tenda piazza","BANDINAIA","GIUBBIATURA",2,"Incorrect",2581,"keypress"
9,5,"roccia acqua","IDRACIOLA","CLICCATTOLA",1,"Correct",2784,"keypress"
9,6,"prato vaso","FIONCOLIOLO","RABELLIMENTO",1,"Correct",1742,"keypress"
9,7,"scarpa roccia","MURANTURIA","BANDINAIA",1,"Correct",2107,"keypress"
9,8,"vaso violino","SDRAIARELLO","ARMORICELLO",2,"Correct",1618,"keypress"
9,9,"insalata acqua","SDRANZIA","IDRANGIA",2,"Correct",2636,"keypress"
9,10,"giacca acqua","CINCOTTELLA","LAVESCIA",1,"Incorrect",1911,"keypress"
9,11,"vaso tavolo","CERBOSCELLO","GRAMINELLO",2,"Correct",2110,"keypress"
9,12,"roccia bambola","COSTRELLINA","PALCAVERIA",1,"Correct",2117,"keypress"
9,13,"torta giacca","PANCOTTELLA","CAPPETTELLA",2,"Correct",2308,"keypress"
9,14,"fazzoletto specchio","ROSCESCOLO","SGUARELLIO",1,"Incorrect",1675,"keypress"
9,15,"tavolo specchio","SUONCOLLO","SDRANGOLIO",1,"Incorrect",420,"keypress"
9,16,"fazzoletto vaso","SGUARELLIO","FIORINELLO",2,"Correct",646,"keypress"
9,17,"specchio violino","VISUONDOLO","RAPALINCIO",1,"Correct",607,"keypress"
9,18,"prato violino","SUONANELLO","CROIETTOLO",1,"Correct",282,"keypress"
9,19,"acqua tenda","POZZANELLA","VESTOLETTA",2,"Incorrect",595,"keypress"
9,20,"albero libro","SUONANELLO","NARAMPICOLO",1,"Incorrect",1252,"keypress"
9,21,"scarpa camera","RETTIELLIA","FRICOTTELA",2,"Incorrect",840,"keypress"
9,22,"insalata camera","GIUBBIATINA","COTTOLIOLIA",1,"Incorrect",1329,"keypress"
9,23,"torta roccia","ERRACIOLINA","GHIANCIOLA",2,"Correct",1100,"keypress"
9,24,"tenda camera","SDRANZIA","IDRANGIA",2,"Incorrect",886,"keypress"
9,25,"giacca piazza","CAMATINCIA","MURANTURIA",1,"Correct",498,"keypress"
9,26,"specchio albero","SUONANNARIO","SRADINELLO",2,"Correct",1442,"keypress"
9,27,"torta scarpa","PANCOTTELLA","POZZANELLA",2,"Incorrect",1009,"keypress"
9,28,"tramonto vaso","GRAMINELLO","FIORARIOLO",1,"Incorrect",440,"keypress"
9,29,"insalata giacca","VESTINETTA","APRIATTOLA",1,"Correct",665,"keypress"
9,30,"piazza finestra","GIAPRIATOLA","IDRANDINA",1,"Correct",7531,"keypress"
9,31,"torta acqua","GOCCOTTELLA","MURICATTOLA",2,"Incorrect",484,"keypress"
9,32,"insalata piazza","BANCOTTINA","GOCCOTTELLA",2,"Incorrect",674,"keypress"
9,33,"tenda finestra","TERNOTELLA","SICCOTTELA",2,"Incorrect",908,"keypress"
9,34,"torta bambola","CENSARELLINA","CAMATINCIA",1,"Correct",241,"keypress"
9,35,"vaso albero","SUONACARIO","FIORICELLO",1,"Incorrect",1274,"keypress"
9,36,"torta finestra","SDRAIATURA","POLIETTOLA",1,"Incorrect",345,"keypress"
9,37,"piazza camera","SENDINAIA","IDRACIOLA",2,"Incorrect",0,"keypress"
9,38,"albero violino","MUSTONCELLO","SUONISCRIO",2,"Incorrect",465,"keypress"
9,39,"roccia insalata","SENDINAIA","ERRACIOLINA",1,"Incorrect",1770,"keypress"
9,40,"scarpa tenda","IMMONTURA","SDRAIATURA",1,"Incorrect",801,"keypress"
9,41,"martello prato","RAPALINCIO","FIORINELLO",1,"Correct",8962,"keypress"
9,42,"martello vaso","ROCCERIOLO","VISUONDOLO",2,"Incorrect",760,"keypress"
9,43,"torta insalata","CAPPETTELLA","FRICOTTELA",2,"Correct",452,"keypress"
9,44,"martello libro","SEDINOCCIO","PICATTOLO",1,"Incorrect",1070,"keypress"
9,45,"giacca scarpa","CLIETTONDOLA","GIUBBIATURA",2,"Correct",631,"keypress"
9,46,"finestra insalata","CLIETTOLA","IDRATOLANA",2,"Incorrect",1369,"keypress"
9,47,"finestra camera","VESTINETTA","APRIATTOLA",1,"Incorrect",380,"keypress"
9,48,"scarpa finestra","CLICCATTOLA","CLIETTOLA",1,"Correct",809,"keypress"
9,49,"tavolo albero","PARTONCELLO","FIORECCIANDOLO",2,"Incorrect",336,"keypress"
9,50,"acqua scarpa","IDRATOLANA","BANCOTTINA",1,"Correct",343,"keypress"
9,51,"albero tramonto","ROSCESCOLO","CIGOLITELLO",2,"Incorrect",487,"keypress"
9,52,"tramonto libro","PARTONCELLO","LUMERSTERSIMO",1,"Incorrect",365,"keypress"
9,53,"acqua piazza","POZZETTERIA","LAVESCIA",2,"Incorrect",637,"keypress"
9,54,"fazzoletto tavolo","SEDINOCCIO","NARAMPICOLO",1,"Correct",368,"keypress"
9,55,"camera torta","SICCOTTELA","POZZETTERIA",1,"Correct",508,"keypress"
9,56,"tavolo violino","SRADINELLO","SUONCOLLO",1,"Incorrect",559,"keypress"
9,57,"camera roccia","ARMONTURIA","GIAPRIATOLA",2,"Incorrect",535,"keypress"
9,58,"giacca bambola","CENSARELLINA","VESTOLETTA",2,"Correct",490,"keypress"
9,59,"roccia finestra","POLIETTOLA","MURICATTOLA",1,"Incorrect",316,"keypress"
9,60,"prato fazzoletto","FIOTTINO","LUMERSTERSIMO",2,"Incorrect",380,"keypress"
9,61,"muro specchio","CROIETTOLO","FIORARIOLO",2,"Incorrect",306,"keypress"
9,62,"giacca camera","GIUBBIATINA","GHIANCIOLA",1,"Correct",221,"keypress"
9,63,"finestra acqua","POZZONELLA","RETTIELLIA",2,"Incorrect",529,"keypress"
9,64,"finestra giacca","SICCOTTELLA","CLIETTONDOLA",1,"Incorrect",1585,"keypress"
9,65,"violino martello","SUONACARIO","FIOTTINO",1,"Correct",1339,"keypress"
9,66,"vaso libro","FIORISITOLO","PICATTOLO",1,"Correct",1565,"keypress"
9,67,"specchio prato","SPURIALLIO","ARMORICELLO",1,"Correct",2185,"keypress"
9,68,"tavolo tramonto","SDRAIOLIO","FIOCOSCRIO",2,"Incorrect",1851,"keypress"
9,69,"piazza roccia","PALCAVERIA","COSTRELLINA",1,"Correct",1324,"keypress"
9,70,"specchio martello","FIONCOLIOLO","SPALENTOLO",1,"Incorrect",380,"keypress"
9,71,"libro prato","FIOCOSCRIO","SDRANGOLIO",2,"Incorrect",295,"keypress"
9,72,"piazza torta","CINCOTTELLA","FRIGLIANZA",1,"Correct",325,"keypress"
9,73,"libro violino","SUONISCRIO","SPURIALLIO",2,"Incorrect",878,"keypress"
9,74,"tenda torta","SICCOTTELLA","COTTOLIOLIA",1,"Correct",309,"keypress"
9,75,"tenda insalata","ARMONTURIA","FRIGLIANZA",2,"Correct",272,"keypress"
9,76,"fazzoletto albero","SDRAIOLIO","FIORECCIANDOLO",2,"Correct",307,"keypress"
9,77,"albero prato","CERBOSCELLO","ROCCERIOLO",1,"Correct",398,"keypress"
9,78,"tenda roccia","GIUBBITINA","IMMONTURA",1,"Incorrect",337,"keypress"
9,79,"acqua camera","POZZONELLA","IDRANDINA",1,"Incorrect",418,"keypress"
9,80,"prato tavolo","SDRAIARELLO","MUSTONCELLO",2,"Incorrect",880,"keypress"
9,81,"violino tramonto","FIORICELLO","SUONANNARIO",1,"Incorrect",827,"keypress"
10,2,"prato tavolo","SDRAIARELLO","ROCCERIOLO",1,"Correct",5250,"keypress"
10,3,"libro prato","LUMERSTERSIMO","FIOCOSCRIO",2,"Correct",3965,"keypress"
10,4,"tenda acqua","POZZANELLA","SDRAIATURA",1,"Correct",2900,"keypress"
10,5,"albero tramonto","SUONANNARIO","ROSCESCOLO",1,"Incorrect",5089,"keypress"
10,6,"scarpa roccia","BANDINAIA","MURANTURIA",2,"Correct",2587,"keypress"
10,7,"vaso albero","FIORICELLO","MUSTONCELLO",1,"Correct",2289,"keypress"
10,8,"prato albero","CERBOSCELLO","FIORICELLO",2,"Incorrect",4668,"keypress"
10,9,"tavolo albero","SEDINOCCIO","PARTONCELLO",1,"Incorrect",3318,"keypress"
10,10,"fazzoletto prato","ARMORICELLO","FIOTTINO",2,"Correct",2556,"keypress"
10,11,"fazzoletto vaso","SRADINELLO","FIORINELLO",1,"Incorrect",6554,"keypress"
10,12,"finestra insalata","CLIETTOLA","SDRANZIA",1,"Correct",3555,"keypress"
10,13,"tavolo specchio","PARTONCELLO","SDRANGOLIO",2,"Correct",3648,"keypress"
10,14,"torta piazza","CINCOTTELLA","IDRANDINA",1,"Correct",2732,"keypress"
10,15,"violino specchio","CERBOSCELLO","VISUONDOLO",2,"Correct",2529,"keypress"
10,16,"insalata camera","RETTIELLIA","COTTOLIOLIA",2,"Correct",3598,"keypress"
10,17,"piazza giacca","CAMATINCIA","GIUBBIATINA",2,"Incorrect",3504,"keypress"
10,18,"tenda finestra","TERNOTELLA","ERRACIOLINA",1,"Correct",3986,"keypress"
10,19,"specchio fazzoletto","SDRAIOLIO","SGUARELLIO",1,"Incorrect",3423,"keypress"
10,20,"prato vaso","FIONCOLIOLO","SUONACARIO",1,"Correct",1772,"keypress"
10,21,"roccia tenda","IMMONTURA","CLIETTONDOLA",1,"Correct",3015,"keypress"
10,22,"prato violino","SUONCOLLO","SUONANELLO",2,"Correct",6269,"keypress"
10,23,"giacca insalata","FRIGLIANZA","VESTINETTA",2,"Correct",5658,"keypress"
10,24,"violino tavolo","SUONCOLLO","PICATTOLO",1,"Correct",3015,"keypress"
10,25,"insalata piazza","BANCOTTINA","GIUBBITINA",1,"Correct",7388,"keypress"
10,26,"muro tavolo","FIORECCIANDOLO","CIGOLITELLO",2,"Correct",6394,"keypress"
10,27,"fazzoletto tavolo","SEDINOCCIO","CROIETTOLO",1,"Correct",3526,"keypress"
10,28,"torta bambola","VESTOLETTA","CENSARELLINA",2,"Correct",4074,"keypress"
10,29,"roccia camera","CAPPETTELLA","ARMONTURIA",2,"Correct",2262,"keypress"
10,30,"giacca acqua","COSTRELLINA","LAVESCIA",2,"Correct",1857,"keypress"
10,31,"piazza finestra","GIAPRIATOLA","IDRANGIA",1,"Correct",2738,"keypress"
10,32,"tramonto violino","SUONANNARIO","NARAMPICOLO",1,"Correct",2087,"keypress"
10,33,"insalata torta","FRICOTTELA","VESTINETTA",1,"Correct",4753,"keypress"
10,34,"camera acqua","MURICATTOLA","IDRANDINA",2,"Correct",2785,"keypress"
10,35,"roccia piazza","PALCAVERIA","GIUBBIATURA",2,"Incorrect",4105,"keypress"
10,36,"albero libro","SGUARELLIO","NARAMPICOLO",1,"Incorrect",2469,"keypress"
10,37,"piazza camera","CAMATINCIA","SENDINAIA",1,"Incorrect",3531,"keypress"
10,38,"tramonto vaso","FIORARIOLO","FIOTTINO",1,"Correct",2957,"keypress"
10,39,"martello specchio","VISUONDOLO","SPALENTOLO",2,"Correct",2556,"keypress"
10,40,"bambola roccia","COSTRELLINA","IDRACIOLA",2,"Incorrect",2532,"keypress"
10,41,"acqua insalata","IDRANGIA","CENSARELLINA",1,"Correct",1644,"keypress"
10,42,"specchio albero","RABELLIMENTO","SRADINELLO",2,"Correct",2211,"keypress"
10,43,"libro martello","FIORINELLO","PICATTOLO",2,"Correct",2400,"keypress"
10,44,"vaso tavolo","GRAMINELLO","FIONCOLIOLO",1,"Correct",2393,"keypress"
10,45,"giacca bambola","TERNOTELLA","VESTOLETTA",2,"Correct",3542,"keypress"
10,46,"camera finestra","APRIATTOLA","POLIETTOLA",2,"Incorrect",2954,"keypress"
10,47,"roccia finestra","MURICATTOLA","COTTOLIOLIA",1,"Correct",3837,"keypress"
10,48,"piazza tenda","BANDINAIA","SICCOTTELA",1,"Correct",2902,"keypress"
10,49,"torta scarpa","PANCOTTELLA","FRICOTTELA",2,"Incorrect",2129,"keypress"
10,50,"tenda giacca","GOCCOTTELLA","GIUBBITINA",2,"Correct",3908,"keypress"
10,51,"torta finestra","POLIETTOLA","POZZETTERIA",1,"Correct",1894,"keypress"
10,52,"tramonto libro","SPURIALLIO","LUMERSTERSIMO",1,"Incorrect",2204,"keypress"
10,53,"camera giacca","GIUBBIATINA","APRIATTOLA",1,"Correct",1769,"keypress"
10,54,"vaso libro","FIORISITOLO","SDRAIARELLO",1,"Correct",1820,"keypress"
10,55,"vaso martello","ROCCERIOLO","ROSCESCOLO",1,"Correct",2639,"keypress"
10,56,"tenda camera","SDRANZIA","IDRATOLANA",1,"Correct",4031,"keypress"
10,57,"insalata roccia","ERRACIOLINA","IMMONTURA",2,"Incorrect",2445,"keypress"
10,58,"torta acqua","SENDINAIA","GOCCOTTELLA",2,"Correct",2808,"keypress"
10,59,"giacca finestra","GHIANCIOLA","CLIETTONDOLA",1,"Incorrect",3152,"keypress"
10,60,"specchio prato","SDRANGOLIO","SPURIALLIO",1,"Incorrect",2729,"keypress"
10,61,"acqua roccia","CLIETTOLA","IDRACIOLA",2,"Correct",1928,"keypress"
10,62,"torta camera","MURANTURIA","SICCOTTELA",1,"Incorrect",1623,"keypress"
10,63,"scarpa acqua","IDRATOLANA","LAVESCIA",1,"Correct",1961,"keypress"
10,64,"muro specchio","FIOCOSCRIO","CROIETTOLO",2,"Correct",6797,"keypress"
10,65,"tramonto tavolo","FIORARIOLO","SDRAIOLIO",2,"Correct",3088,"keypress"
10,66,"camera scarpa","RETTIELLIA","GIAPRIATOLA",1,"Correct",2993,"keypress"
10,67,"scarpa giacca","POZZONELLA","GIUBBIATURA",2,"Correct",4958,"keypress"
10,68,"specchio libro","CIGOLITELLO","RABELLIMENTO",1,"Incorrect",2091,"keypress"
10,69,"tenda torta","SICCOTTELLA","ARMONTURIA",1,"Correct",3957,"keypress"
10,70,"violino martello","SUONISCRIO","SUONACARIO",1,"Incorrect",858,"keypress"
10,71,"vaso violino","RAPALINCIO","ARMORICELLO",2,"Correct",1646,"keypress"
10,72,"torta roccia","CINCOTTELLA","GHIANCIOLA",1,"Incorrect",1868,"keypress"
10,73,"violino libro","SUONISCRIO","SUONANELLO",2,"Incorrect",2677,"keypress"
10,74,"scarpa tenda","POZZANELLA","SDRAIATURA",2,"Correct",7166,"keypress"
10,75,"fazzoletto albero","FIORECCIANDOLO","SPALENTOLO",1,"Correct",3333,"keypress"
10,76,"insalata tenda","FRIGLIANZA","CLICCATTOLA",2,"Incorrect",3850,"keypress"
10,77,"torta giacca","PALCAVERIA","CAPPETTELLA",1,"Incorrect",2086,"keypress"
10,78,"martello prato","GRAMINELLO","RAPALINCIO",1,"Incorrect",2657,"keypress"
10,79,"piazza acqua","POZZETTERIA","PANCOTTELLA",1,"Correct",1944,"keypress"
10,80,"acqua finestra","SICCOTTELLA","POZZONELLA",2,"Correct",3146,"keypress"
10,81,"albero violino","FIORISITOLO","MUSTONCELLO",1,"Incorrect",4515,"keypress"
11,1,"acqua piazza","IDRANGIA","POZZETTERIA",2,"Correct",15584,"keypress"
11,2,"camera giacca","GIUBBIATINA","FRIGLIANZA",1,"Correct",5429,"keypress"
11,3,"torta bambola","GIUBBIATINA","CENSARELLINA",2,"Correct",4995,"keypress"
11,4,"tramonto albero","ROSCESCOLO","FIORARIOLO",1,"Correct",7749,"keypress"
11,5,"violino specchio","SDRAIARELLO","VISUONDOLO",2,"Correct",5543,"keypress"
11,6,"specchio martello","FIOTTINO","SPALENTOLO",2,"Correct",6959,"keypress"
11,7,"piazza tenda","MURICATTOLA","BANDINAIA",1,"Incorrect",7842,"keypress"
11,8,"specchio fazzoletto","FIONCOLIOLO","SGUARELLIO",1,"Incorrect",3976,"keypress"
11,9,"acqua camera","COTTOLIOLIA","IDRANDINA",2,"Correct",3767,"keypress"
11,10,"vaso fazzoletto","RAPALINCIO","FIORINELLO",2,"Correct",10590,"keypress"
11,11,"tenda scarpa","POLIETTOLA","SDRAIATURA",1,"Incorrect",6477,"keypress"
11,12,"piazza torta","CINCOTTELLA","SENDINAIA",2,"Incorrect",5846,"keypress"
11,13,"insalata tenda","FRIGLIANZA","ERRACIOLINA",1,"Correct",6519,"keypress"
11,14,"acqua torta","GIUBBITINA","GOCCOTTELLA",2,"Correct",14791,"keypress"
11,15,"libro vaso","CROIETTOLO","FIORISITOLO",2,"Correct",2736,"keypress"
11,16,"fazzoletto prato","VISUONDOLO","FIOTTINO",1,"Incorrect",4699,"keypress"
11,17,"libro tramonto","NARAMPICOLO","LUMERSTERSIMO",2,"Correct",10612,"keypress"
11,18,"acqua insalata","GIAPRIATOLA","IDRANGIA",2,"Correct",3832,"keypress"
11,19,"albero prato","CERBOSCELLO","SDRANGOLIO",1,"Correct",6290,"keypress"
11,20,"albero specchio","SRADINELLO","ROCCERIOLO",1,"Correct",8246,"keypress"
11,21,"violino tramonto","SUONANNARIO","SPALENTOLO",1,"Correct",2675,"keypress"
11,22,"piazza giacca","CAMATINCIA","TERNOTELLA",1,"Correct",15783,"keypress"
11,23,"tavolo tramonto","FIOCOSCRIO","SDRAIOLIO",2,"Correct",6150,"keypress"
11,24,"giacca scarpa","VESTOLETTA","GIUBBIATURA",2,"Correct",6903,"keypress"
11,25,"camera insalata","IDRANDINA","COTTOLIOLIA",1,"Incorrect",6494,"keypress"
11,26,"vaso albero","FIORICELLO","FIORISITOLO",2,"Incorrect",5676,"keypress"
11,27,"prato tavolo","SDRAIARELLO","RABELLIMENTO",1,"Correct",7538,"keypress"
11,28,"giacca torta","CAPPETTELLA","POZZONELLA",1,"Correct",9892,"keypress"
11,29,"albero tavolo","SRADINELLO","PARTONCELLO",1,"Incorrect",8124,"keypress"
11,30,"giacca acqua","LAVESCIA","SDRAIATURA",1,"Correct",6684,"keypress"
11,31,"roccia scarpa","CENSARELLINA","MURANTURIA",2,"Correct",6273,"keypress"
11,32,"tavolo vaso","GRAMINELLO","SEDINOCCIO",2,"Incorrect",6183,"keypress"
11,33,"specchio prato","SGUARELLIO","SPURIALLIO",2,"Correct",5360,"keypress"
11,34,"martello violino","SUONACARIO","CIGOLITELLO",1,"Correct",3599,"keypress"
11,35,"vaso tramonto","LUMERSTERSIMO","FIORARIOLO",2,"Correct",5944,"keypress"
11,36,"insalata giacca","VESTINETTA","SICCOTTELLA",1,"Correct",7906,"keypress"
11,37,"camera tenda","SDRANZIA","FRICOTTELA",1,"Correct",2925,"keypress"
11,38,"muro tavolo","PARTONCELLO","CIGOLITELLO",1,"Incorrect",3087,"keypress"
11,39,"roccia bambola","POZZANELLA","COSTRELLINA",2,"Correct",6500,"keypress"
11,40,"acqua scarpa","IDRATOLANA","APRIATTOLA",1,"Correct",3911,"keypress"
11,41,"acqua roccia","VESTINETTA","IDRACIOLA",2,"Correct",3333,"keypress"
11,42,"piazza camera","GHIANCIOLA","SENDINAIA",2,"Correct",4735,"keypress"
11,43,"prato libro","FIOCOSCRIO","ROSCESCOLO",2,"Incorrect",4237,"keypress"
11,44,"prato martello","RAPALINCIO","SUONCOLLO",1,"Correct",7880,"keypress"
11,45,"camera finestra","APRIATTOLA","CLICCATTOLA",1,"Correct",4526,"keypress"
11,46,"vaso prato","MUSTONCELLO","FIONCOLIOLO",2,"Correct",6486,"keypress"
11,47,"tavolo violino","SUONCOLLO","ARMORICELLO",1,"Correct",4298,"keypress"
11,48,"vaso violino","ARMORICELLO","SUONANNARIO",1,"Correct",8873,"keypress"
11,50,"piazza finestra","CAPPETTELLA","GIAPRIATOLA",2,"Correct",4129,"keypress"
11,51,"violino libro","SUONISCRIO","SDRAIOLIO",1,"Correct",5416,"keypress"
11,52,"fazzoletto albero","SUONACARIO","FIORECCIANDOLO",2,"Correct",2495,"keypress"
11,53,"roccia insalata","LAVESCIA","ERRACIOLINA",1,"Incorrect",5437,"keypress"
11,54,"violino prato","SUONANELLO","SUONISCRIO",1,"Correct",6692,"keypress"
11,55,"muro specchio","PICATTOLO","CROIETTOLO",2,"Correct",12114,"keypress"
11,56,"giacca tenda","CINCOTTELLA","GIUBBITINA",2,"Correct",2187,"keypress"
11,57,"scarpa torta","BANDINAIA","PANCOTTELLA",2,"Correct",3151,"keypress"
11,58,"tavolo fazzoletto","CERBOSCELLO","SEDINOCCIO",2,"Correct",2556,"keypress"
11,59,"finestra scarpa","CLICCATTOLA","IMMONTURA",1,"Correct",8232,"keypress"
11,60,"violino albero","FIORECCIANDOLO","MUSTONCELLO",2,"Correct",5556,"keypress"
11,61,"scarpa camera","PALCAVERIA","RETTIELLIA",1,"Incorrect",5756,"keypress"
11,62,"tavolo specchio","SDRANGOLIO","SUONANELLO",1,"Correct",4912,"keypress"
11,63,"roccia torta","GHIANCIOLA","BANCOTTINA",1,"Correct",7243,"keypress"
11,64,"piazza insalata","BANCOTTINA","MURANTURIA",2,"Incorrect",16418,"keypress"
11,65,"torta tenda","GOCCOTTELLA","SICCOTTELLA",2,"Correct",7629,"keypress"
11,66,"insalata finestra","CLIETTOLA","ARMONTURIA",1,"Correct",3949,"keypress"
11,67,"bambola giacca","SICCOTTELA","VESTOLETTA",2,"Correct",5248,"keypress"
11,68,"acqua tenda","POZZANELLA","PANCOTTELLA",1,"Correct",6085,"keypress"
11,69,"roccia camera","POZZETTERIA","ARMONTURIA",2,"Correct",6866,"keypress"
11,70,"torta camera","SICCOTTELA","RETTIELLIA",2,"Incorrect",3204,"keypress"
11,71,"roccia tenda","GIUBBIATURA","IMMONTURA",2,"Correct",3164,"keypress"
11,72,"piazza roccia","IDRACIOLA","PALCAVERIA",2,"Correct",6312,"keypress"
11,73,"torta finestra","IDRATOLANA","POLIETTOLA",2,"Correct",4971,"keypress"
11,74,"finestra tenda","TERNOTELLA","SDRANZIA",1,"Correct",5636,"keypress"
11,75,"libro martello","PICATTOLO","GRAMINELLO",2,"Incorrect",5856,"keypress"
11,76,"libro specchio","FIORINELLO","RABELLIMENTO",1,"Incorrect",8515,"keypress"
11,77,"insalata torta","COSTRELLINA","FRICOTTELA",2,"Correct",11392,"keypress"
11,78,"martello vaso","FIORICELLO","ROCCERIOLO",1,"Incorrect",7623,"keypress"
11,79,"finestra roccia","MURICATTOLA","CLIETTONDOLA",1,"Correct",5600,"keypress"
11,80,"giacca finestra","CAMATINCIA","CLIETTONDOLA",1,"Incorrect",5469,"keypress"
11,81,"finestra acqua","CLIETTOLA","POZZONELLA",2,"Correct",2294,"keypress"
12,1,"martello specchio","SRADINELLO","SPALENTOLO",1,"Incorrect",3467,"keypress"
12,2,"torta tenda","VESTINETTA","SICCOTTELLA",2,"Correct",2785,"keypress"
12,3,"vaso tavolo","GRAMINELLO","SDRAIOLIO",1,"Correct",2385,"keypress"
12,4,"vaso prato","FIONCOLIOLO","SUONCOLLO",1,"Correct",2716,"keypress"
12,5,"finestra piazza","GIAPRIATOLA","POLIETTOLA",1,"Correct",3009,"keypress"
12,6,"bambola torta","CENSARELLINA","COTTOLIOLIA",2,"Incorrect",2655,"keypress"
12,7,"camera piazza","SENDINAIA","SDRANZIA",2,"Incorrect",4055,"keypress"
12,8,"specchio prato","SUONISCRIO","SPURIALLIO",2,"Correct",2974,"keypress"
12,9,"insalata roccia","ERRACIOLINA","SENDINAIA",1,"Correct",2220,"keypress"
12,10,"piazza tenda","BANDINAIA","IDRANDINA",1,"Correct",2568,"keypress"
12,11,"vaso fazzoletto","FIORINELLO","LUMERSTERSIMO",1,"Correct",2886,"keypress"
12,12,"giacca camera","GIUBBIATINA","FRICOTTELA",1,"Correct",2805,"keypress"
12,13,"scarpa giacca","GIUBBIATURA","POZZETTERIA",1,"Correct",2347,"keypress"
12,14,"giacca acqua","LAVESCIA","ARMONTURIA",1,"Correct",2565,"keypress"
12,15,"specchio tavolo","CIGOLITELLO","SDRANGOLIO",1,"Incorrect",2900,"keypress"
12,16,"acqua insalata","PANCOTTELLA","IDRANGIA",2,"Correct",2325,"keypress"
12,17,"roccia camera","ARMONTURIA","SICCOTTELA",1,"Correct",2519,"keypress"
12,18,"albero tavolo","PARTONCELLO","CROIETTOLO",2,"Incorrect",3946,"keypress"
12,19,"scarpa torta","POZZANELLA","PANCOTTELLA",2,"Correct",5442,"keypress"
12,20,"tramonto albero","ROSCESCOLO","SUONANELLO",1,"Correct",3265,"keypress"
12,21,"giacca bambola","CENSARELLINA","VESTOLETTA",2,"Correct",3077,"keypress"
12,22,"libro albero","NARAMPICOLO","FIORARIOLO",2,"Incorrect",3188,"keypress"
12,23,"muro specchio","CROIETTOLO","SPALENTOLO",2,"Incorrect",3245,"keypress"
12,24,"tramonto vaso","FIOTTINO","FIORARIOLO",2,"Correct",4477,"keypress"
12,25,"scarpa roccia","IMMONTURA","MURANTURIA",2,"Correct",2393,"keypress"
12,26,"finestra tenda","TERNOTELLA","MURICATTOLA",1,"Correct",3902,"keypress"
12,27,"martello vaso","SUONANNARIO","ROCCERIOLO",2,"Correct",3816,"keypress"
12,28,"finestra insalata","RETTIELLIA","CLIETTOLA",2,"Correct",3448,"keypress"
12,29,"camera tenda","CINCOTTELLA","SDRANZIA",2,"Correct",3173,"keypress"
12,30,"vaso albero","FIORICELLO","PARTONCELLO",1,"Correct",2288,"keypress"
