participant_id,stimulus,rt,response,response_corrected,trial_order,age,participant_age_group,gender,rt_measure
9,Länder,46951.13378684808,monaco,Monaco,1,73,older,male,session_elapsed
9,Länder,48263.01587301587,andorra,Andorra,1,73,older,male,session_elapsed
9,Länder,51283.03854875283,portugal,Portugal,1,73,older,male,session_elapsed
9,Länder,59269.75056689343,pakistan,Pakistan,1,73,older,male,session_elapsed
9,Länder,60959.07029478458,indien,Indien,1,73,older,male,session_elapsed
9,Länder,62110.702947845806,bangladesch,Bangladesch,1,73,older,male,session_elapsed
9,Länder,64235.03401360544,irak,Irak,1,73,older,male,session_elapsed
9,Länder,65483.01587301587,iran,Iran,1,73,older,male,session_elapsed
9,Länder,67443.60544217688,syrien,Arabische Republik Syrien,1,73,older,male,session_elapsed
9,Länder,68531.49659863947,jordanien,Jordanien,1,73,older,male,session_elapsed
9,Länder,71513.44671201814,agypten,Aegypten,1,73,older,male,session_elapsed
9,Länder,73653.94557823129,libyen,Libyen,1,73,older,male,session_elapsed
9,Länder,75282.90249433107,tunesien,Tunesien,1,73,older,male,session_elapsed
9,Länder,76812.94784580499,algerien,Algerien,1,73,older,male,session_elapsed
9,Länder,80493.51473922902,marokko,Marokko,1,73,older,male,session_elapsed
9,Länder,82475.39682539683,mali,Mali,1,73,older,male,session_elapsed
9,Länder,84507.43764172336,kongo,Kongo,1,73,older,male,session_elapsed
9,Länder,86493.71882086167,senegal,Senegal,1,73,older,male,session_elapsed
9,Länder,88122.51700680272,niger,Niger,1,73,older,male,session_elapsed
9,Länder,90822.85714285714,kenia,Kenia,1,73,older,male,session_elapsed
9,Länder,94187.50566893425,somalia,Somalia,1,73,older,male,session_elapsed
9,Länder,100334.42176870749,kanada,Kanada,1,73,older,male,session_elapsed
9,Länder,101487.91383219956,usa,Vereinigte Staaten von Amerika,1,73,older,male,session_elapsed
9,Länder,102836.39455782312,mexiko,Mexiko,1,73,older,male,session_elapsed
9,Länder,106436.59863945578,guatemala,Guatemala,1,73,older,male,session_elapsed
9,Länder,107861.24716553288,costarica,Costa Rica,1,73,older,male,session_elapsed
9,Länder,109193.7641723356,venezuela,Venezuela,1,73,older,male,session_elapsed
9,Länder,112246.07709750568,peru,Peru,1,73,older,male,session_elapsed
9,Länder,113264.98866213152,kolumbien,Kolumbien,1,73,older,male,session_elapsed
9,Länder,114789.34240362812,chile,Chile,1,73,older,male,session_elapsed
9,Länder,116119.34240362812,brasilien,Brasilien,1,73,older,male,session_elapsed
9,Länder,121297.93650793652,argentinien,Argentinien,1,73,older,male,session_elapsed
9,Länder,130821.2471655329,thailand,Thailand,1,73,older,male,session_elapsed
9,Länder,132787.27891156464,kambodscha,Kambodscha,1,73,older,male,session_elapsed
9,Länder,136782.83446712018,birma,Myanmar,1,73,older,male,session_elapsed
9,Länder,140929.9546485261,vietnam,Vietnam,1,73,older,male,session_elapsed
9,Länder,146103.3333333333,china,China,1,73,older,male,session_elapsed
9,Länder,148638.6394557823,japan,Japan,1,73,older,male,session_elapsed
9,Länder,152040.92970521544,taiwan,Taiwan,1,73,older,male,session_elapsed
9,Länder,153356.62131519275,philippinen,Philippinen,1,73,older,male,session_elapsed
9,Länder,158933.99092970524,indonesien,Indonesien,1,73,older,male,session_elapsed
9,Länder,161237.641723356,brunai,Brunei Darussalam,1,73,older,male,session_elapsed
9,Länder,165502.99319727893,malaysia,Malaysia,1,73,older,male,session_elapsed
9,Länder,182241.26984126985,tahiti,Tahiti,1,73,older,male,session_elapsed
9,Länder,184597.61904761905,australien,Australien,1,73,older,male,session_elapsed
9,Länder,185688.32199546485,neuseeland,Neuseeland,1,73,older,male,session_elapsed
9,Länder,210457.57369614512,deutschsuedwestafrika,Namibia,1,73,older,male,session_elapsed
9,Länder,220806.89342403627,kamerun,Kamerun,1,73,older,male,session_elapsed
9,Länder,222323.85487528343,togo,Togo,1,73,older,male,session_elapsed
9,Länder,227638.2086167801,sudan,Sudan,1,73,older,male,session_elapsed
9,Länder,230275.26077097503,mali,Mali,1,73,older,male,session_elapsed
9,Länder,260144.69387755104,serbien,Serbien,1,73,older,male,session_elapsed
9,Länder,261146.8934240363,kroatien,Kroatien,1,73,older,male,session_elapsed
9,Länder,262144.69387755106,albanien,Albanien,1,73,older,male,session_elapsed
9,Länder,267002.2222222222,zypern,Zypern,1,73,older,male,session_elapsed
9,Länder,271805.62358276645,malta,Malta,1,73,older,male,session_elapsed
9,Länder,287232.33560090704,bermuda,Bermuda,1,73,older,male,session_elapsed
9,Länder,290318.18594104314,kuba,Kuba,1,73,older,male,session_elapsed
9,Länder,291366.5306122449,haiti,Haiti,1,73,older,male,session_elapsed
9,Länder,344679.8412698413,frankreich,Frankreich,1,73,older,male,session_elapsed
9,Länder,345612.1315192744,spanien,Spanien,1,73,older,male,session_elapsed
9,Länder,346431.60997732426,portugal,Portugal,1,73,older,male,session_elapsed
9,Länder,347668.97959183675,andorra,Andorra,1,73,older,male,session_elapsed
9,Länder,354320,belgien,Belgien,1,73,older,male,session_elapsed
9,Länder,357733.1065759637,holland,Niederlande,1,73,older,male,session_elapsed
9,Länder,361704.4671201814,luxemburg,Luxemburg,1,73,older,male,session_elapsed
9,Länder,374029.8639455783,finnland,Finnland,1,73,older,male,session_elapsed
9,Länder,380625.48752834473,tschechien,Tschechische Republik,1,73,older,male,session_elapsed
9,Länder,382336.14512471657,slowenien,Slowenien,1,73,older,male,session_elapsed
9,Länder,422128.11791383225,bangladesch,Bangladesch,1,73,older,male,session_elapsed
9,Länder,423658.07256235834,nepal,Nepal,1,73,older,male,session_elapsed
9,Länder,425504.10430839,?,NA,1,73,older,male,session_elapsed
9,Länder,434974.3310657597,ceylon,Sri Lanka,1,73,older,male,session_elapsed
9,Länder,450586.0544217687,monaco,Monaco,1,73,older,male,session_elapsed
9,Länder,451660.47619047615,singapur,Singapur,1,73,older,male,session_elapsed
9,Länder,488882.19954648527,seychellen,Seychellen,1,73,older,male,session_elapsed
9,Länder,502760.9523809524,madagaskar,Madagaskar,1,73,older,male,session_elapsed
9,Länder,515487.2108843538,somalia,Somalia,1,73,older,male,session_elapsed
9,Länder,521657.4376417234,vereinigtearabischeemirate,Vereinigte Arabische Emirate,1,73,older,male,session_elapsed
9,Länder,532796.0997732426,jemen,Jemen,1,73,older,male,session_elapsed
10,Tiere,5463.9682539682535,hund,Hund,1,66,older,male,session_elapsed
10,Tiere,5714.648526077098,katze,Katze,1,66,older,male,session_elapsed
10,Tiere,6008.843537414967,maus,Maus,1,66,older,male,session_elapsed
10,Tiere,8101.723356009071,pferd,Pferd,1,66,older,male,session_elapsed
10,Tiere,9298.027210884356,fohlen,Fohlen,1,66,older,male,session_elapsed
10,Tiere,10795.873015873018,rind,Rind,1,66,older,male,session_elapsed
10,Tiere,11906.848072562358,schwein,Schwein,1,66,older,male,session_elapsed
10,Tiere,13320.884353741496,huhn,Huhn,1,66,older,male,session_elapsed
10,Tiere,14514.557823129251,elefant,Elefant,1,66,older,male,session_elapsed
10,Tiere,18815.19274376417,vogel,Vogel,1,66,older,male,session_elapsed
10,Tiere,23364.51247165533,ente,Ente,1,66,older,male,session_elapsed
10,Tiere,26426.12244897959,strauss,Strauss,1,66,older,male,session_elapsed
10,Tiere,31177.46031746032,baer,Baer,1,66,older,male,session_elapsed
10,Tiere,33547.77777777778,affe,Affe,1,66,older,male,session_elapsed
10,Tiere,35888.09523809524,schlange,Schlange,1,66,older,male,session_elapsed
10,Tiere,40062.403628117914,warzenschwein,Warzenschwein,1,66,older,male,session_elapsed
10,Tiere,43710.65759637188,fisch,Fisch,1,66,older,male,session_elapsed
10,Tiere,45572.69841269842,delfin,Delfin,1,66,older,male,session_elapsed
10,Tiere,47145.07936507937,hering,Hering,1,66,older,male,session_elapsed
10,Tiere,48596.78004535147,hai,Hai,1,66,older,male,session_elapsed
10,Tiere,50174.03628117914,wal,Wal,1,66,older,male,session_elapsed
10,Tiere,52992.69841269842,krebs,Krebs,1,66,older,male,session_elapsed
10,Tiere,57548.91156462585,garnele,Garnele,1,66,older,male,session_elapsed
10,Tiere,60397.573696145126,thunfisch,Thunfisch,1,66,older,male,session_elapsed
10,Tiere,64071.0657596372,frosch,Frosch,1,66,older,male,session_elapsed
10,Tiere,72694.03628117914,puma,Puma,1,66,older,male,session_elapsed
10,Tiere,74891.74603174604,tiger,Tiger,1,66,older,male,session_elapsed
10,Tiere,77011.04308390024,loewe,Loewe,1,66,older,male,session_elapsed
10,Tiere,79091.45124716553,zebra,Zebra,1,66,older,male,session_elapsed
10,Tiere,84047.5963718821,krokodil,Krokodil,1,66,older,male,session_elapsed
10,Tiere,86846.96145124717,piranha,Piranha,1,66,older,male,session_elapsed
10,Tiere,96765.89569161,dachs,Dachs,1,66,older,male,session_elapsed
10,Tiere,102109.20634920636,uhu,Uhu,1,66,older,male,session_elapsed
10,Tiere,106033.58276643993,tapir,Tapir,1,66,older,male,session_elapsed
10,Tiere,111116.87074829932,python,Python,1,66,older,male,session_elapsed
10,Tiere,115073.21995464852,marder,Marder,1,66,older,male,session_elapsed
10,Tiere,118681.33786848072,natter,Natter,1,66,older,male,session_elapsed
10,Tiere,121876.66666666669,braunbaer,Braunbaer,1,66,older,male,session_elapsed
10,Tiere,124343.9909297052,chamaeleon,Chamaeleon,1,66,older,male,session_elapsed
10,Tiere,127378.68480725624,luchs,Luchs,1,66,older,male,session_elapsed
10,Tiere,130287.43764172336,katze,Katze,1,66,older,male,session_elapsed
10,Tiere,131307.4149659864,kater,Kater,1,66,older,male,session_elapsed
10,Tiere,137138.36734693876,hypochonder,NA,1,66,older,male,session_elapsed
10,Tiere,140124.05895691612,gans,Gans,1,66,older,male,session_elapsed
10,Tiere,157471.38321995465,adler,Adler,1,66,older,male,session_elapsed
10,Tiere,161865.39682539683,maulwurf,Maulwurf,1,66,older,male,session_elapsed
10,Tiere,164462.0634920635,biene,Biene,1,66,older,male,session_elapsed
10,Tiere,165244.10430839003,fliege,Fliege,1,66,older,male,session_elapsed
10,Tiere,166922.9024943311,muecke,Muecke,1,66,older,male,session_elapsed
10,Tiere,176714.80725623586,warzenschwein,Warzenschwein,1,66,older,male,session_elapsed
10,Tiere,179891.51927437645,otter,Otter,1,66,older,male,session_elapsed
10,Tiere,182040.79365079367,iltis,Iltis,1,66,older,male,session_elapsed
10,Tiere,188144.0589569161,tapir,Tapir,1,66,older,male,session_elapsed
10,Tiere,194848.68480725624,gazette,NA,1,66,older,male,session_elapsed
10,Tiere,199009.3650793651,iltis,Iltis,1,66,older,male,session_elapsed
10,Tiere,201498.0045351474,luchs,Luchs,1,66,older,male,session_elapsed
10,Tiere,214257.39229024944,biber,Biber,1,66,older,male,session_elapsed
10,Tiere,219761.38321995467,eichelhaeher,Eichelhaeher,1,66,older,male,session_elapsed
10,Tiere,222646.6893424036,kanarienvogel,Kanarienvogel,1,66,older,male,session_elapsed
10,Tiere,223370.20408163263,wellensittich,Wellensittich,1,66,older,male,session_elapsed
10,Tiere,226210.97505668935,elster,Elster,1,66,older,male,session_elapsed
10,Tiere,228137.7097505669,taube,Taube,1,66,older,male,session_elapsed
10,Tiere,231329.45578231293,ratte,Ratte,1,66,older,male,session_elapsed
10,Tiere,237235.4421768707,hengst,Hengst,1,66,older,male,session_elapsed
10,Tiere,239660.0453514739,wallach,Wallach,1,66,older,male,session_elapsed
10,Tiere,246698.79818594104,kalb,Kalb,1,66,older,male,session_elapsed
10,Tiere,249496.59863945577,rind,Rind,1,66,older,male,session_elapsed
10,Tiere,251782.0634920635,kuh,Kuh,1,66,older,male,session_elapsed
10,Tiere,254492.4716553288,huhn,Huhn,1,66,older,male,session_elapsed
10,Tiere,255212.97052154195,hahn,Hahn,1,66,older,male,session_elapsed
10,Tiere,257175.01133786852,henne,Henne,1,66,older,male,session_elapsed
10,Tiere,262694.33106575964,klapperschlange,Klapperschlange,1,66,older,male,session_elapsed
10,Tiere,270196.6439909297,ruede,Ruede,1,66,older,male,session_elapsed
10,Tiere,274347.641723356,elster,Elster,1,66,older,male,session_elapsed
10,Tiere,277939.72789115645,amsel,Amsel,1,66,older,male,session_elapsed
10,Tiere,278405.4421768707,drossel,Drossel,1,66,older,male,session_elapsed
10,Tiere,278917.84580498864,fink,Fink,1,66,older,male,session_elapsed
10,Tiere,279378.5714285714,star,Star,1,66,older,male,session_elapsed
10,Tiere,286598.48072562355,luchs,Luchs,1,66,older,male,session_elapsed
10,Tiere,289465.873015873,wolf,Wolf,1,66,older,male,session_elapsed
10,Tiere,293431.9047619048,reh,Reh,1,66,older,male,session_elapsed
10,Tiere,294132.2448979592,hirsch,Hirsch,1,66,older,male,session_elapsed
10,Tiere,299201.0884353742,bambi,NA,1,66,older,male,session_elapsed
10,Tiere,307622.35827664396,papagei,Papagei,1,66,older,male,session_elapsed
10,Tiere,312040.70294784586,igel,Igel,1,66,older,male,session_elapsed
10,Tiere,316408.7528344671,zander,Zander,1,66,older,male,session_elapsed
10,Tiere,321723.2199546485,trampeltier,Trampeltier,1,66,older,male,session_elapsed
10,Tiere,325655.30612244894,reh,Reh,1,66,older,male,session_elapsed
10,Tiere,332176.7346938776,elch,Elch,1,66,older,male,session_elapsed
10,Tiere,337701.9727891156,wachtel,Wachtel,1,66,older,male,session_elapsed
10,Tiere,340256.9387755102,dachs,Dachs,1,66,older,male,session_elapsed
10,Tiere,345575.57823129254,viper,Viper,1,66,older,male,session_elapsed
10,Tiere,361872.3129251701,meerschweinchen,Meerschweinchen,1,66,older,male,session_elapsed
10,Tiere,363353.40136054426,hamster,Hamster,1,66,older,male,session_elapsed
10,Tiere,366553.9002267574,python,Python,1,66,older,male,session_elapsed
10,Tiere,409237.7777777778,"orca,schwertwal",Orca,1,66,older,male,session_elapsed
10,Tiere,427593.46938775515,kaulquappe,Kaulquappe,1,66,older,male,session_elapsed
10,Tiere,430037.1428571429,frosch,Frosch,1,66,older,male,session_elapsed
10,Tiere,442461.4285714286,labrador,Labrador,1,66,older,male,session_elapsed
10,Tiere,444091.4285714286,malteser,Malteser,1,66,older,male,session_elapsed
10,Tiere,446485.8049886622,westhighland,West Highland White Terrier,1,66,older,male,session_elapsed
10,Tiere,450173.1292517007,schaeferhund,Schaeferhund,1,66,older,male,session_elapsed
10,Tiere,452384.0136054422,"dackel,dachshund",Dackel,1,66,older,male,session_elapsed
10,Tiere,456491.6326530613,mops,Mops,1,66,older,male,session_elapsed
10,Tiere,457584.60317460314,pekinese,Pekinese,1,66,older,male,session_elapsed
10,Tiere,468012.358276644,seeadler,Seeadler,1,66,older,male,session_elapsed
10,Tiere,469497.3469387755,storch,Storch,1,66,older,male,session_elapsed
10,Tiere,472453.62811791385,wasserratte,Wasserratte,1,66,older,male,session_elapsed
10,Tiere,479818.50340136053,hauskatze,Hauskatze,1,66,older,male,session_elapsed
10,Tiere,483775.2607709751,wildkatze,Wildkatze,1,66,older,male,session_elapsed
10,Tiere,492175.2380952381,chamaeleon,Chamaeleon,1,66,older,male,session_elapsed
10,Tiere,497949.5464852608,natter,Natter,1,66,older,male,session_elapsed
10,Tiere,510798.84353741497,storch,Storch,1,66,older,male,session_elapsed
10,Tiere,524862.403628118,sardine,Sardine,1,66,older,male,session_elapsed
10,Tiere,558876.485260771,hase,Hase,1,66,older,male,session_elapsed
10,Tiere,560259.5011337869,kaninchen,Kaninchen,1,66,older,male,session_elapsed
10,Tiere,566881.4512471654,gepard,Gepard,1,66,older,male,session_elapsed
10,Tiere,571744.7845804988,fisch,Fisch,1,66,older,male,session_elapsed
10,Länder,2251.496598639456,deutschland,Deutschland,0,66,older,male,session_elapsed
10,Länder,2772.5396825396824,niederlande,Niederlande,0,66,older,male,session_elapsed
10,Länder,3893.242630385488,belgien,Belgien,0,66,older,male,session_elapsed
10,Länder,4653.265306122449,frankreich,Frankreich,0,66,older,male,session_elapsed
10,Länder,5359.886621315192,italien,Italien,0,66,older,male,session_elapsed
10,Länder,6717.95918367347,schweiz,Schweiz,0,66,older,male,session_elapsed
10,Länder,8195.442176870749,bulgarien,Bulgarien,0,66,older,male,session_elapsed
10,Länder,9091.836734693878,rumanien,Rumaenien,0,66,older,male,session_elapsed
10,Länder,10448.4126984127,osterreich,Oesterreich,0,66,older,male,session_elapsed
10,Länder,11578.730158730155,ungarn,Ungarn,0,66,older,male,session_elapsed
10,Länder,12551.337868480725,danemark,Daenemark,0,66,older,male,session_elapsed
10,Länder,14047.278911564626,schweden,Schweden,0,66,older,male,session_elapsed
10,Länder,15246.530612244898,norwegen,Norwegen,0,66,older,male,session_elapsed
10,Länder,17882.857142857145,spanien,Spanien,0,66,older,male,session_elapsed
10,Länder,22593.87755102041,usa,Vereinigte Staaten von Amerika,0,66,older,male,session_elapsed
10,Länder,26764.53514739229,russland,Russische Foederation,0,66,older,male,session_elapsed
10,Länder,28292.789115646257,moldawien,Republik Moldau,0,66,older,male,session_elapsed
10,Länder,38995.46485260771,namibia,Namibia,0,66,older,male,session_elapsed
10,Länder,40184.03628117914,kenia,Kenia,0,66,older,male,session_elapsed
10,Länder,42824.399092970525,sudafrika,Suedafrika,0,66,older,male,session_elapsed
10,Länder,44291.67800453515,chile,Chile,0,66,older,male,session_elapsed
10,Länder,45418.730158730155,argentinien,Argentinien,0,66,older,male,session_elapsed
10,Länder,46740.99773242631,venezuela,Venezuela,0,66,older,male,session_elapsed
10,Länder,51946.3492063492,panama,Panama,0,66,older,male,session_elapsed
10,Länder,56057.1201814059,dominikanischerepublik,Dominikanische Republik,0,66,older,male,session_elapsed
10,Länder,61984.62585034014,england,England,0,66,older,male,session_elapsed
10,Länder,63615.89569160998,irland,Irland,0,66,older,male,session_elapsed
10,Länder,68490.589569161,island,Island,0,66,older,male,session_elapsed
10,Länder,72145.85034013605,turkei,Tuerkei,0,66,older,male,session_elapsed
10,Länder,75364.12698412698,indien,Indien,0,66,older,male,session_elapsed
10,Länder,77153.37868480725,china,China,0,66,older,male,session_elapsed
10,Länder,79457.641723356,tibet,Tibet,0,66,older,male,session_elapsed
10,Länder,82280.97505668935,thailand,Thailand,0,66,older,male,session_elapsed
10,Länder,84885.32879818593,srilanka,Sri Lanka,0,66,older,male,session_elapsed
10,Länder,92468.02721088436,alaska,Alaska,0,66,older,male,session_elapsed
10,Länder,99817.09750566892,groenland,Groenland,0,66,older,male,session_elapsed
10,Länder,104058.231292517,antarktis,Antarktis,0,66,older,male,session_elapsed
10,Länder,110265.8276643991,brasilien,Brasilien,0,66,older,male,session_elapsed
10,Länder,114335.51020408164,portugal,Portugal,0,66,older,male,session_elapsed
10,Länder,123552.33560090704,schweiz,Schweiz,0,66,older,male,session_elapsed
10,Länder,128393.96825396828,vatikanstadt,Vatikanstadt,0,66,older,male,session_elapsed
10,Länder,131463.62811791382,sanmarino,San Marino,0,66,older,male,session_elapsed
10,Länder,140621.5873015873,mexiko,Mexiko,0,66,older,male,session_elapsed
10,Länder,149292.83446712018,ukraine,Ukraine,0,66,older,male,session_elapsed
10,Länder,151682.17687074828,kaukasus,Kaukasus,0,66,older,male,session_elapsed
10,Länder,153625.14739229024,polen,Polen,0,66,older,male,session_elapsed
10,Länder,157254.3083900227,finnland,Finnland,0,66,older,male,session_elapsed
10,Länder,169302.6530612245,ungarn,Ungarn,0,66,older,male,session_elapsed
10,Länder,173106.73469387754,rumanien,Rumaenien,0,66,older,male,session_elapsed
10,Länder,173575.51020408163,bulgarien,Bulgarien,0,66,older,male,session_elapsed
10,Länder,189684.10430839003,albanien,Albanien,0,66,older,male,session_elapsed
10,Länder,193377.73242630385,iran,Iran,0,66,older,male,session_elapsed
10,Länder,194756.37188208615,irak,Irak,0,66,older,male,session_elapsed
10,Länder,199743.12925170068,kuwait,Kuwait,0,66,older,male,session_elapsed
10,Länder,205490.52154195012,algerien,Algerien,0,66,older,male,session_elapsed
10,Länder,208520.45351473923,agypten,Aegypten,0,66,older,male,session_elapsed
10,Länder,215381.49659863947,namibia,Namibia,0,66,older,male,session_elapsed
10,Länder,217975.4648526077,ghana,Ghana,0,66,older,male,session_elapsed
10,Länder,221038.09523809527,botsuana,Botswana,0,66,older,male,session_elapsed
10,Länder,236170.0453514739,ehemaligesjugoslawien,Jugoslawien,0,66,older,male,session_elapsed
10,Länder,240322.97052154195,dalmatien,Dalmatien,0,66,older,male,session_elapsed
10,Länder,241223.17460317464,kroatien,Kroatien,0,66,older,male,session_elapsed
10,Länder,242312.0181405896,serbien,Serbien,0,66,older,male,session_elapsed
10,Länder,247041.54195011337,slowenien,Slowenien,0,66,older,male,session_elapsed
10,Länder,248520.81632653065,slowakei,Slowakei,0,66,older,male,session_elapsed
10,Länder,249694.12698412695,tschechei,Tschechische Republik,0,66,older,male,session_elapsed
10,Länder,263154.5124716553,botsuana,Botswana,0,66,older,male,session_elapsed
10,Länder,268687.4829931973,hawaii,Hawaii,0,66,older,male,session_elapsed
10,Länder,298098.1859410431,montenegro,Montenegro,0,66,older,male,session_elapsed
10,Länder,350893.01587301586,australien,Australien,0,66,older,male,session_elapsed
10,Länder,366572.31292517006,panama,Panama,0,66,older,male,session_elapsed
10,Länder,372208.34467120183,saudiarabien,Saudi-Arabien,0,66,older,male,session_elapsed
10,Länder,378335.89569161,griechenland,Griechenland,0,66,older,male,session_elapsed
10,Länder,393898.5260770975,albanien,Albanien,0,66,older,male,session_elapsed
10,Länder,407653.9002267574,himalaya,Himalaya,0,66,older,male,session_elapsed
10,Länder,412040.5215419501,indien,Indien,0,66,older,male,session_elapsed
10,Länder,413520.8390022676,pakistan,Pakistan,0,66,older,male,session_elapsed
10,Länder,423833.62811791385,holland,Niederlande,0,66,older,male,session_elapsed
10,Länder,424474.149659864,belgien,Belgien,0,66,older,male,session_elapsed
10,Länder,433440.0907029478,danemark,Daenemark,0,66,older,male,session_elapsed
10,Länder,441522.0634920635,benelux,Benelux,0,66,older,male,session_elapsed
10,Länder,442185.6689342403,belgien,Belgien,0,66,older,male,session_elapsed
10,Länder,442934.6485260771,niederlande,Niederlande,0,66,older,male,session_elapsed
10,Länder,443762.6303854875,luxemburg,Luxemburg,0,66,older,male,session_elapsed
10,Länder,450315.28344671207,monaco,Monaco,0,66,older,male,session_elapsed
10,Länder,460345.9183673469,suedpol,Suedpol,0,66,older,male,session_elapsed
10,Länder,477849.2517006803,japan,Japan,0,66,older,male,session_elapsed
10,Länder,490215.2607709751,madagaskar,Madagaskar,0,66,older,male,session_elapsed
10,Länder,535722.2222222222,algerien,Algerien,0,66,older,male,session_elapsed
10,Länder,541226.8253968254,sudan,Sudan,0,66,older,male,session_elapsed
11,Tiere,7129.795918367347,vogel,Vogel,0,69,older,female,session_elapsed
11,Tiere,9131.043083900227,saeugetier,Saeugetier,0,69,older,female,session_elapsed
11,Tiere,13964.625850340137,fisch,Fisch,0,69,older,female,session_elapsed
11,Tiere,17864.240362811794,amsel,Amsel,0,69,older,female,session_elapsed
11,Tiere,18397.55102040816,drossel,Drossel,0,69,older,female,session_elapsed
11,Tiere,19037.5283446712,fink,Fink,0,69,older,female,session_elapsed
11,Tiere,19922.018140589567,star,Star,0,69,older,female,session_elapsed
11,Tiere,21109.478458049885,gruenfink,Gruenfink,0,69,older,female,session_elapsed
11,Tiere,22276.03174603175,storch,Storch,0,69,older,female,session_elapsed
11,Tiere,25473.038548752837,kranich,Kranich,0,69,older,female,session_elapsed
11,Tiere,28849.115646258502,wasservogel,Wasservogel,0,69,older,female,session_elapsed
11,Tiere,30118.843537414967,ente,Ente,0,69,older,female,session_elapsed
11,Tiere,31384.557823129253,gans,Gans,0,69,older,female,session_elapsed
11,Tiere,31968.684807256235,schwan,Schwan,0,69,older,female,session_elapsed
11,Tiere,39623.333333333336,tiger,Tiger,0,69,older,female,session_elapsed
11,Tiere,40481.11111111111,loewe,Loewe,0,69,older,female,session_elapsed
11,Tiere,43444.78458049887,gepard,Gepard,0,69,older,female,session_elapsed
11,Tiere,45910.56689342404,giraffe,Giraffe,0,69,older,female,session_elapsed
11,Tiere,47995.532879818595,elefant,Elefant,0,69,older,female,session_elapsed
11,Tiere,52874.467120181405,kuh,Kuh,0,69,older,female,session_elapsed
11,Tiere,53547.70975056689,pferd,Pferd,0,69,older,female,session_elapsed
11,Tiere,55739.5918367347,schwein,Schwein,0,69,older,female,session_elapsed
11,Tiere,58662.244897959186,maus,Maus,0,69,older,female,session_elapsed
11,Tiere,59467.505668934245,ratte,Ratte,0,69,older,female,session_elapsed
11,Tiere,60733.78684807256,kaninchen,Kaninchen,0,69,older,female,session_elapsed
11,Tiere,72661.95011337868,fisch,Fisch,0,69,older,female,session_elapsed
11,Tiere,75449.8866213152,rotbarsch,Rotbarsch,0,69,older,female,session_elapsed
11,Tiere,77529.86394557822,hai,Hai,0,69,older,female,session_elapsed
11,Tiere,78531.51927437642,wal,Wal,0,69,older,female,session_elapsed
11,Tiere,82697.3015873016,robbe,Robbe,0,69,older,female,session_elapsed
11,Tiere,89497.95918367348,pelikan,Pelikan,0,69,older,female,session_elapsed
11,Tiere,106374.3537414966,grasfresser,Grasfresser,0,69,older,female,session_elapsed
11,Tiere,111686.25850340136,fleischfresser,Fleischfresser,0,69,older,female,session_elapsed
11,Tiere,118704.03628117914,huhn,Huhn,0,69,older,female,session_elapsed
11,Tiere,140395.12471655328,haustier,Haustier,0,69,older,female,session_elapsed
11,Tiere,143029.1156462585,katze,Katze,0,69,older,female,session_elapsed
11,Tiere,144403.537414966,hund,Hund,0,69,older,female,session_elapsed
11,Tiere,145249.45578231293,vogel,Vogel,0,69,older,female,session_elapsed
11,Tiere,220337.02947845805,schlange,Schlange,0,69,older,female,session_elapsed
11,Tiere,221671.42857142855,reptil,Reptil,0,69,older,female,session_elapsed
11,Tiere,222740.2947845805,krokodil,Krokodil,0,69,older,female,session_elapsed
11,Tiere,223936.9387755102,eidechse,Eidechse,0,69,older,female,session_elapsed
11,Tiere,230062.26757369615,papagei,Papagei,0,69,older,female,session_elapsed
11,Tiere,231993.0158730159,eisvogel,Eisvogel,0,69,older,female,session_elapsed
11,Tiere,245971.6326530612,hund,Hund,0,69,older,female,session_elapsed
11,Tiere,247012.69841269843,blindenhund,Blindenhund,0,69,older,female,session_elapsed
11,Tiere,343847.9818594104,pferd,Pferd,0,69,older,female,session_elapsed
11,Tiere,433411.2471655329,elefant,Elefant,0,69,older,female,session_elapsed
11,Tiere,434424.39909297053,giraffe,Giraffe,0,69,older,female,session_elapsed
11,Tiere,437741.04308390024,gepard,Gepard,0,69,older,female,session_elapsed
11,Tiere,439004.0589569161,eisbaer,Eisbaer,0,69,older,female,session_elapsed
11,Tiere,442259.8866213152,pinguin,Pinguin,0,69,older,female,session_elapsed
11,Tiere,453470.6575963719,kranich,Kranich,0,69,older,female,session_elapsed
11,Tiere,481725.03401360544,storch,Storch,0,69,older,female,session_elapsed
11,Tiere,553498.2086167801,insekt,Insekt,0,69,older,female,session_elapsed
11,Tiere,588466.2358276644,biene,Biene,0,69,older,female,session_elapsed
11,Länder,14012.947845804989,deutschland,Deutschland,1,69,older,female,session_elapsed
11,Länder,19912.267573696143,england,England,1,69,older,female,session_elapsed
11,Länder,23644.3537414966,italien,Italien,1,69,older,female,session_elapsed
11,Länder,25377.18820861678,osterreich,Oesterreich,1,69,older,female,session_elapsed
11,Länder,26199.841269841272,schweiz,Schweiz,1,69,older,female,session_elapsed
11,Länder,30070.498866213155,danemark,Daenemark,1,69,older,female,session_elapsed
11,Länder,31483.990929705215,schweden,Schweden,1,69,older,female,session_elapsed
11,Länder,32537.074829931975,norwegen,Norwegen,1,69,older,female,session_elapsed
11,Länder,36211.81405895691,russland,Russische Foederation,1,69,older,female,session_elapsed
11,Länder,37558.45804988663,griechenland,Griechenland,1,69,older,female,session_elapsed
11,Länder,43175.07936507936,afrika,Afrika,1,69,older,female,session_elapsed
